hourly,promotion_id,order_count
15,promo_84,26
15,promo_85,46
15,promo_86,8
15,promo_87,12
15,promo_88,31
15,promo_9,9
15,promo_90,28
15,promo_91,37
15,promo_92,36
15,promo_93,13
15,promo_94,33
15,promo_95,20
15,promo_96,27
15,promo_97,17
15,promo_98,35
15,promo_99,16
16,promo_0,25
16,promo_1,17
16,promo_10,31
16,promo_11,29
16,promo_12,33
16,promo_13,19
16,promo_14,15
16,promo_15,46
16,promo_16,39
16,promo_17,19
16,promo_18,21
16,promo_19,12
16,promo_2,11
16,promo_20,31
16,promo_21,28
16,promo_22,35
16,promo_23,24
16,promo_24,21
16,promo_25,25
16,promo_26,13
16,promo_27,29
16,promo_28,34
16,promo_29,18
16,promo_3,28
16,promo_30,36
16,promo_31,29
16,promo_32,10
16,promo_33,32
16,promo_34,16
16,promo_35,22
16,promo_36,21
16,promo_37,23
16,promo_38,27
16,promo_39,39
16,promo_4,23
16,promo_40,18
16,promo_41,40
16,promo_42,11
16,promo_43,21
16,promo_44,24
16,promo_45,26
16,promo_46,22
16,promo_47,12
16,promo_48,25
16,promo_49,25
16,promo_5,14
16,promo_50,26
16,promo_51,19
16,promo_52,21
16,promo_53,30
16,promo_54,25
16,promo_55,42
16,promo_56,26
16,promo_57,21
16,promo_58,9
16,promo_59,42
16,promo_6,21
16,promo_60,25
16,promo_61,22
16,promo_63,22
16,promo_64,16
16,promo_65,38
16,promo_66,21
16,promo_67,17
16,promo_68,22
16,promo_69,31
16,promo_7,16
16,promo_70,11
16,promo_71,34
16,promo_72,33
16,promo_73,40
16,promo_74,25
16,promo_75,22
16,promo_76,42
16,promo_77,22
16,promo_78,23
16,promo_79,5
16,promo_8,12
16,promo_80,25
16,promo_81,21
16,promo_82,23
16,promo_83,36
16,promo_84,25
16,promo_85,28
16,promo_86,13
16,promo_87,9
16,promo_88,33
16,promo_9,15
16,promo_90,37
16,promo_91,40
16,promo_92,23
16,promo_93,10
16,promo_94,36
16,promo_95,27
16,promo_96,38
16,promo_97,13
16,promo_98,35
16,promo_99,8
17,promo_0,17
17,promo_1,25
17,promo_10,39
17,promo_11,31
17,promo_12,39
17,promo_13,15
17,promo_14,23
17,promo_15,29
17,promo_16,36
17,promo_17,19
17,promo_18,41
17,promo_19,10
17,promo_2,11
17,promo_20,29
17,promo_21,21
17,promo_22,37
17,promo_23,18
17,promo_24,24
17,promo_25,25
17,promo_26,12
17,promo_27,14
17,promo_28,39
17,promo_29,14
17,promo_3,37
17,promo_30,40
17,promo_31,31
17,promo_32,15
17,promo_33,22
17,promo_34,12
17,promo_35,21
17,promo_36,33
17,promo_37,21
17,promo_38,41
17,promo_39,41
17,promo_4,20
17,promo_40,27
17,promo_41,40
17,promo_42,23
17,promo_43,25
17,promo_44,23
17,promo_45,27
17,promo_46,26
17,promo_47,12
17,promo_48,26
17,promo_49,26
17,promo_5,11
17,promo_50,24
17,promo_51,31
17,promo_52,23
17,promo_53,32
17,promo_54,19
17,promo_55,36
17,promo_56,25
17,promo_57,15
17,promo_58,14
17,promo_59,32
17,promo_6,19
17,promo_60,25
17,promo_61,17
17,promo_63,28
17,promo_64,24
17,promo_65,47
17,promo_66,25
17,promo_67,31
17,promo_68,34
17,promo_69,26
17,promo_7,7
17,promo_70,11
17,promo_71,30
17,promo_72,30
17,promo_73,40
17,promo_74,27
17,promo_75,30
17,promo_76,40
17,promo_77,17
17,promo_78,37
17,promo_79,11
17,promo_8,13
17,promo_80,19
17,promo_81,17
17,promo_82,27
17,promo_83,39
17,promo_84,29
17,promo_85,34
17,promo_86,12
17,promo_87,5
17,promo_88,42
17,promo_9,13
17,promo_90,26
17,promo_91,37
17,promo_92,33
17,promo_93,13
17,promo_94,30
17,promo_95,20
17,promo_96,42
17,promo_97,12
17,promo_98,47
17,promo_99,14
18,promo_0,28
18,promo_1,31
18,promo_10,68
18,promo_11,66
18,promo_12,63
18,promo_13,38
18,promo_14,42
18,promo_15,59
18,promo_16,62
18,promo_17,46
18,promo_18,43
18,promo_19,18
18,promo_2,22
18,promo_20,41
18,promo_21,50
18,promo_22,52
18,promo_23,26
18,promo_24,28
18,promo_25,34
18,promo_26,23
18,promo_27,44
18,promo_28,54
18,promo_29,25
18,promo_3,68
18,promo_30,60
18,promo_31,57
18,promo_32,25
18,promo_33,34
18,promo_34,20
18,promo_35,51
18,promo_36,41
18,promo_37,36
18,promo_38,62
18,promo_39,58
18,promo_4,37
18,promo_40,41
18,promo_41,64
18,promo_42,31
18,promo_43,41
18,promo_44,47
18,promo_45,44
18,promo_46,55
18,promo_47,25
18,promo_48,35
18,promo_49,38
18,promo_5,20
18,promo_50,47
18,promo_51,46
18,promo_52,26
18,promo_53,47
18,promo_54,48
18,promo_55,51
18,promo_56,30
18,promo_57,23
18,promo_58,27
18,promo_59,73
18,promo_6,25
18,promo_60,22
18,promo_61,24
18,promo_63,45
18,promo_64,42
18,promo_65,58
18,promo_66,31
18,promo_67,43
18,promo_68,52
18,promo_69,33
18,promo_7,18
18,promo_70,22
18,promo_71,55
18,promo_72,34
18,promo_73,41
18,promo_74,38
18,promo_75,35
18,promo_76,58
18,promo_77,36
18,promo_78,70
18,promo_79,15
18,promo_8,22
18,promo_80,47
18,promo_81,46
18,promo_82,50
18,promo_83,48
18,promo_84,37
18,promo_85,59
18,promo_86,27
18,promo_87,19
18,promo_88,60
18,promo_9,27
18,promo_90,55
18,promo_91,62
18,promo_92,70
18,promo_93,24
18,promo_94,58
18,promo_95,49
18,promo_96,70
18,promo_97,19
18,promo_98,61
18,promo_99,21
19,promo_0,43
19,promo_1,35
19,promo_10,46
19,promo_11,72
19,promo_12,58
19,promo_13,37
19,promo_14,49
19,promo_15,53
19,promo_16,64
19,promo_17,40
19,promo_18,44
19,promo_19,16
19,promo_2,14
19,promo_20,38
19,promo_21,52
19,promo_22,58
19,promo_23,20
19,promo_24,35
19,promo_25,44
19,promo_26,22
19,promo_27,34
19,promo_28,60
19,promo_29,21
19,promo_3,64
19,promo_30,60
19,promo_31,55
19,promo_32,27
19,promo_33,45
19,promo_34,28
19,promo_35,35
19,promo_36,34
19,promo_37,33
19,promo_38,71
19,promo_39,51
19,promo_4,47
19,promo_40,35
19,promo_41,64
19,promo_42,21
19,promo_43,40
19,promo_44,27
19,promo_45,49
19,promo_46,50
19,promo_47,21
19,promo_48,42
19,promo_49,42
19,promo_5,29
19,promo_50,49
19,promo_51,36
19,promo_52,35
19,promo_53,55
19,promo_54,33
19,promo_55,62
19,promo_56,54
19,promo_57,38
19,promo_58,24
19,promo_59,56
19,promo_6,38
19,promo_60,34
19,promo_61,21
19,promo_63,43
19,promo_64,35
19,promo_65,55
19,promo_66,24
19,promo_67,36
19,promo_68,50
19,promo_69,38
19,promo_7,11
19,promo_70,14
19,promo_71,53
19,promo_72,46
19,promo_73,58
19,promo_74,42
19,promo_75,45
19,promo_76,70
19,promo_77,39
19,promo_78,55
19,promo_79,24
19,promo_8,24
19,promo_80,48
19,promo_81,43
19,promo_82,56
19,promo_83,67
19,promo_84,40
19,promo_85,63
19,promo_86,17
19,promo_87,14
19,promo_88,49
19,promo_9,34
19,promo_90,62
19,promo_91,52
19,promo_92,61
19,promo_93,11
19,promo_94,60
19,promo_95,46
19,promo_96,62
19,promo_97,20
19,promo_98,46
19,promo_99,15
20,promo_0,28
20,promo_1,39
20,promo_10,59
20,promo_11,61
20,promo_12,58
20,promo_13,35
20,promo_14,41
20,promo_15,56
20,promo_16,61
20,promo_17,33
20,promo_18,53
20,promo_19,13
20,promo_2,36
20,promo_20,42
20,promo_21,31
20,promo_22,68
20,promo_23,15
20,promo_24,51
20,promo_25,43
20,promo_26,21
20,promo_27,39
20,promo_28,60
20,promo_29,22
20,promo_3,64
20,promo_30,54
20,promo_31,62
20,promo_32,15
20,promo_33,35
20,promo_34,19
20,promo_35,40
20,promo_36,30
20,promo_37,41
20,promo_38,47
20,promo_39,60
20,promo_4,38
20,promo_40,29
20,promo_41,57
20,promo_42,41
20,promo_43,32
20,promo_44,39
20,promo_45,48
20,promo_46,58
20,promo_47,24
20,promo_48,38
20,promo_49,28
20,promo_5,30
20,promo_50,47
20,promo_51,45
20,promo_52,29
20,promo_53,61
20,promo_54,36
20,promo_55,67
20,promo_56,53
20,promo_57,34
20,promo_58,25
20,promo_59,54
20,promo_6,44
20,promo_60,37
20,promo_61,28
20,promo_63,35
20,promo_64,34
20,promo_65,65
20,promo_66,40
20,promo_67,50
20,promo_68,51
20,promo_69,32
20,promo_7,12
20,promo_70,17
20,promo_71,60
20,promo_72,39
20,promo_73,65
20,promo_74,37
20,promo_75,50
20,promo_76,59
20,promo_77,44
20,promo_78,60
20,promo_79,15
20,promo_8,18
20,promo_80,34
20,promo_81,34
20,promo_82,43
20,promo_83,63
20,promo_84,42
20,promo_85,62
20,promo_86,28
20,promo_87,24
20,promo_88,60
20,promo_9,23
20,promo_90,53
20,promo_91,62
20,promo_92,57
20,promo_93,19
20,promo_94,64
20,promo_95,34
20,promo_96,56
20,promo_97,24
20,promo_98,64
20,promo_99,21
21,promo_0,38
21,promo_1,40
21,promo_10,65
21,promo_11,57
21,promo_12,50
21,promo_13,36
21,promo_14,28
21,promo_15,65
21,promo_16,65
21,promo_17,43
21,promo_18,40
21,promo_19,21
21,promo_2,24
21,promo_20,37
21,promo_21,45
21,promo_22,49
21,promo_23,19
21,promo_24,41
21,promo_25,54
21,promo_26,21
21,promo_27,29
21,promo_28,64
21,promo_29,11
21,promo_3,57
21,promo_30,62
21,promo_31,66
21,promo_32,30
21,promo_33,38
21,promo_34,13
21,promo_35,39
21,promo_36,43
21,promo_37,31
21,promo_38,53
21,promo_39,66
21,promo_4,44
21,promo_40,36
21,promo_41,62
21,promo_42,46
21,promo_43,39
21,promo_44,43
21,promo_45,47
21,promo_46,52
21,promo_47,16
21,promo_48,44
21,promo_49,46
21,promo_5,19
21,promo_50,50
21,promo_51,44
21,promo_52,38
21,promo_53,54
21,promo_54,48
21,promo_55,59
21,promo_56,45
21,promo_57,38
21,promo_58,13
21,promo_59,50
21,promo_6,32
21,promo_60,26
21,promo_61,25
21,promo_63,29
21,promo_64,32
21,promo_65,67
21,promo_66,22
21,promo_67,40
21,promo_68,58
21,promo_69,40
21,promo_7,21
21,promo_70,13
21,promo_71,63
21,promo_72,47
21,promo_73,63
21,promo_74,50
21,promo_75,32
21,promo_76,67
21,promo_77,47
21,promo_78,58
21,promo_79,18
21,promo_8,17
21,promo_80,37
21,promo_81,31
21,promo_82,36
21,promo_83,56
21,promo_84,36
21,promo_85,51
21,promo_86,24
21,promo_87,22
21,promo_88,57
21,promo_9,14
21,promo_90,60
21,promo_91,53
21,promo_92,60
21,promo_93,19
21,promo_94,60
21,promo_95,38
21,promo_96,53
21,promo_97,21
21,promo_98,58
21,promo_99,24
22,promo_0,40
22,promo_1,29
22,promo_10,61
22,promo_11,73
22,promo_12,52
22,promo_13,34
22,promo_14,33
22,promo_15,55
22,promo_16,53
22,promo_17,39
22,promo_18,45
22,promo_19,19
22,promo_2,28
22,promo_20,50
22,promo_21,60
22,promo_22,54
22,promo_23,13
22,promo_24,38
22,promo_25,42
22,promo_26,27
22,promo_27,26
22,promo_28,52
22,promo_29,18
22,promo_3,60
22,promo_30,40
22,promo_31,53
22,promo_32,20
22,promo_33,33
22,promo_34,18
22,promo_35,34
22,promo_36,47
22,promo_37,45
22,promo_38,52
22,promo_39,55
22,promo_4,27
22,promo_40,41
22,promo_41,67
22,promo_42,28
22,promo_43,32
22,promo_44,50
22,promo_45,32
22,promo_46,58
22,promo_47,12
22,promo_48,41
22,promo_49,27
22,promo_5,28
22,promo_50,38
22,promo_51,57
22,promo_52,34
22,promo_53,45
22,promo_54,43
22,promo_55,72
22,promo_56,48
22,promo_57,32
22,promo_58,20
22,promo_59,78
22,promo_6,33
22,promo_60,32
22,promo_61,25
22,promo_63,44
22,promo_64,44
22,promo_65,45
22,promo_66,59
22,promo_67,41
22,promo_68,57
22,promo_69,33
22,promo_7,17
22,promo_70,17
22,promo_71,62
22,promo_72,38
22,promo_73,58
22,promo_74,52
22,promo_75,50
22,promo_76,63
22,promo_77,32
22,promo_78,49
22,promo_79,18
22,promo_8,29
22,promo_80,36
22,promo_81,33
22,promo_82,38
22,promo_83,57
22,promo_84,34
22,promo_85,59
22,promo_86,14
22,promo_87,22
22,promo_88,60
22,promo_9,20
22,promo_90,57
22,promo_91,73
22,promo_92,54
22,promo_93,20
22,promo_94,51
22,promo_95,51
22,promo_96,64
22,promo_97,20
22,promo_98,63
22,promo_99,18
23,promo_0,24
23,promo_1,29
23,promo_10,44
23,promo_11,51
23,promo_12,62
23,promo_13,32
23,promo_14,37
23,promo_15,58
23,promo_16,54
23,promo_17,30
23,promo_18,28
23,promo_19,14
23,promo_2,19
23,promo_20,39
23,promo_21,37
23,promo_22,42
23,promo_23,20
23,promo_24,40
23,promo_25,48
23,promo_26,11
23,promo_27,29
23,promo_28,52
23,promo_29,25
23,promo_3,51
23,promo_30,60
23,promo_31,57
23,promo_32,20
23,promo_33,29
23,promo_34,25
23,promo_35,41
23,promo_36,37
23,promo_37,31
23,promo_38,53
23,promo_39,41
23,promo_4,34
23,promo_40,32
23,promo_41,59
23,promo_42,23
23,promo_43,28
23,promo_44,40
23,promo_45,45
23,promo_46,39
23,promo_47,21
23,promo_48,45
23,promo_49,36
23,promo_5,20
23,promo_50,46
23,promo_51,47
23,promo_52,29
23,promo_53,57
23,promo_54,41
23,promo_55,59
23,promo_56,32
23,promo_57,36
23,promo_58,27
23,promo_59,48
23,promo_6,28
23,promo_60,26
23,promo_61,15
23,promo_63,36
23,promo_64,35
23,promo_65,50
23,promo_66,33
23,promo_67,31
23,promo_68,66
23,promo_69,34
23,promo_7,17
23,promo_70,21
23,promo_71,41
23,promo_72,33
23,promo_73,47
23,promo_74,51
23,promo_75,36
23,promo_76,64
23,promo_77,36
23,promo_78,66
23,promo_79,16
23,promo_8,10
23,promo_80,40
23,promo_81,24
23,promo_82,34
23,promo_83,49
23,promo_84,33
23,promo_85,55
23,promo_86,13
23,promo_87,17
23,promo_88,50
23,promo_9,28
23,promo_90,54
23,promo_91,55
23,promo_92,52
23,promo_93,21
23,promo_94,51
23,promo_95,39
23,promo_96,53
23,promo_97,19
23,promo_98,50
23,promo_99,20
