daily,promotion_id,total_order_count,order_count,inorganic_ratio
2021-06-04T00:00:00,promo_18,8,8,1.0
2021-06-04T00:00:00,promo_19,1,1,1.0
2021-06-04T00:00:00,promo_2,3,3,1.0
2021-06-04T00:00:00,promo_20,12,12,1.0
2021-06-04T00:00:00,promo_21,9,9,1.0
2021-06-04T00:00:00,promo_22,7,7,1.0
2021-06-04T00:00:00,promo_23,3,3,1.0
2021-06-04T00:00:00,promo_24,7,7,1.0
2021-06-04T00:00:00,promo_25,10,10,1.0
2021-06-04T00:00:00,promo_26,10,10,1.0
2021-06-04T00:00:00,promo_27,6,6,1.0
2021-06-04T00:00:00,promo_28,11,11,1.0
2021-06-04T00:00:00,promo_29,4,4,1.0
2021-06-04T00:00:00,promo_3,12,12,1.0
2021-06-04T00:00:00,promo_30,14,14,1.0
2021-06-04T00:00:00,promo_31,16,16,1.0
2021-06-04T00:00:00,promo_32,5,5,1.0
2021-06-04T00:00:00,promo_33,8,8,1.0
2021-06-04T00:00:00,promo_34,5,5,1.0
2021-06-04T00:00:00,promo_35,6,6,1.0
2021-06-04T00:00:00,promo_36,6,6,1.0
2021-06-04T00:00:00,promo_37,8,8,1.0
2021-06-04T00:00:00,promo_38,9,9,1.0
2021-06-04T00:00:00,promo_39,22,22,1.0
2021-06-04T00:00:00,promo_4,9,9,1.0
2021-06-04T00:00:00,promo_40,14,14,1.0
2021-06-04T00:00:00,promo_41,17,17,1.0
2021-06-04T00:00:00,promo_42,9,9,1.0
2021-06-04T00:00:00,promo_43,11,11,1.0
2021-06-04T00:00:00,promo_44,11,11,1.0
2021-06-04T00:00:00,promo_45,10,10,1.0
2021-06-04T00:00:00,promo_46,18,18,1.0
2021-06-04T00:00:00,promo_47,4,4,1.0
2021-06-04T00:00:00,promo_48,11,11,1.0
2021-06-04T00:00:00,promo_49,10,10,1.0
2021-06-04T00:00:00,promo_5,3,3,1.0
2021-06-04T00:00:00,promo_50,9,9,1.0
2021-06-04T00:00:00,promo_51,10,10,1.0
2021-06-04T00:00:00,promo_52,3,3,1.0
2021-06-04T00:00:00,promo_53,13,13,1.0
2021-06-04T00:00:00,promo_54,7,7,1.0
2021-06-04T00:00:00,promo_55,16,16,1.0
2021-06-04T00:00:00,promo_56,10,10,1.0
2021-06-04T00:00:00,promo_57,12,12,1.0
2021-06-04T00:00:00,promo_58,3,3,1.0
2021-06-04T00:00:00,promo_59,10,10,1.0
2021-06-04T00:00:00,promo_6,12,12,1.0
2021-06-04T00:00:00,promo_60,5,5,1.0
2021-06-04T00:00:00,promo_61,6,6,1.0
2021-06-04T00:00:00,promo_63,16,16,1.0
2021-06-04T00:00:00,promo_64,8,8,1.0
2021-06-04T00:00:00,promo_65,21,21,1.0
2021-06-04T00:00:00,promo_66,10,10,1.0
2021-06-04T00:00:00,promo_67,7,7,1.0
2021-06-04T00:00:00,promo_68,15,15,1.0
2021-06-04T00:00:00,promo_69,5,5,1.0
2021-06-04T00:00:00,promo_7,6,6,1.0
2021-06-04T00:00:00,promo_70,8,8,1.0
2021-06-04T00:00:00,promo_71,21,21,1.0
2021-06-04T00:00:00,promo_72,6,6,1.0
2021-06-04T00:00:00,promo_73,17,17,1.0
2021-06-04T00:00:00,promo_74,7,7,1.0
2021-06-04T00:00:00,promo_75,9,9,1.0
2021-06-04T00:00:00,promo_76,16,16,1.0
2021-06-04T00:00:00,promo_77,12,12,1.0
2021-06-04T00:00:00,promo_78,15,15,1.0
2021-06-04T00:00:00,promo_79,1,1,1.0
2021-06-04T00:00:00,promo_8,4,4,1.0
2021-06-04T00:00:00,promo_80,9,9,1.0
2021-06-04T00:00:00,promo_81,9,9,1.0
2021-06-04T00:00:00,promo_82,12,12,1.0
2021-06-04T00:00:00,promo_83,13,13,1.0
2021-06-04T00:00:00,promo_84,7,7,1.0
2021-06-04T00:00:00,promo_85,11,11,1.0
2021-06-04T00:00:00,promo_86,7,7,1.0
2021-06-04T00:00:00,promo_87,4,4,1.0
2021-06-04T00:00:00,promo_88,13,13,1.0
2021-06-04T00:00:00,promo_9,4,4,1.0
2021-06-04T00:00:00,promo_90,15,15,1.0
2021-06-04T00:00:00,promo_91,17,17,1.0
2021-06-04T00:00:00,promo_92,11,11,1.0
2021-06-04T00:00:00,promo_93,3,3,1.0
2021-06-04T00:00:00,promo_94,11,11,1.0
2021-06-04T00:00:00,promo_95,7,7,1.0
2021-06-04T00:00:00,promo_96,18,18,1.0
2021-06-04T00:00:00,promo_97,3,3,1.0
2021-06-04T00:00:00,promo_98,13,13,1.0
2021-06-04T00:00:00,promo_99,8,8,1.0
2021-06-05T00:00:00,promo_0,7,7,1.0
2021-06-05T00:00:00,promo_1,6,6,1.0
2021-06-05T00:00:00,promo_10,17,17,1.0
2021-06-05T00:00:00,promo_11,13,13,1.0
2021-06-05T00:00:00,promo_12,12,12,1.0
2021-06-05T00:00:00,promo_13,8,8,1.0
2021-06-05T00:00:00,promo_14,8,8,1.0
2021-06-05T00:00:00,promo_15,11,11,1.0
2021-06-05T00:00:00,promo_16,20,20,1.0
2021-06-05T00:00:00,promo_17,11,11,1.0
2021-06-05T00:00:00,promo_18,5,5,1.0
2021-06-05T00:00:00,promo_19,2,2,1.0
2021-06-05T00:00:00,promo_2,6,6,1.0
2021-06-05T00:00:00,promo_20,11,11,1.0
2021-06-05T00:00:00,promo_21,13,13,1.0
2021-06-05T00:00:00,promo_22,12,12,1.0
2021-06-05T00:00:00,promo_23,6,6,1.0
2021-06-05T00:00:00,promo_24,10,10,1.0
2021-06-05T00:00:00,promo_25,15,15,1.0
2021-06-05T00:00:00,promo_26,6,6,1.0
2021-06-05T00:00:00,promo_27,8,8,1.0
2021-06-05T00:00:00,promo_28,10,10,1.0
2021-06-05T00:00:00,promo_29,5,5,1.0
2021-06-05T00:00:00,promo_3,15,15,1.0
2021-06-05T00:00:00,promo_30,16,16,1.0
2021-06-05T00:00:00,promo_31,19,19,1.0
2021-06-05T00:00:00,promo_32,3,3,1.0
2021-06-05T00:00:00,promo_33,8,8,1.0
2021-06-05T00:00:00,promo_34,7,7,1.0
2021-06-05T00:00:00,promo_35,14,14,1.0
2021-06-05T00:00:00,promo_36,9,9,1.0
2021-06-05T00:00:00,promo_37,12,12,1.0
2021-06-05T00:00:00,promo_38,16,16,1.0
2021-06-05T00:00:00,promo_39,11,11,1.0
2021-06-05T00:00:00,promo_4,5,5,1.0
2021-06-05T00:00:00,promo_40,5,5,1.0
2021-06-05T00:00:00,promo_41,17,17,1.0
2021-06-05T00:00:00,promo_42,6,6,1.0
2021-06-05T00:00:00,promo_43,11,11,1.0
2021-06-05T00:00:00,promo_44,9,9,1.0
2021-06-05T00:00:00,promo_45,11,11,1.0
2021-06-05T00:00:00,promo_46,16,16,1.0
2021-06-05T00:00:00,promo_47,4,4,1.0
2021-06-05T00:00:00,promo_48,12,12,1.0
2021-06-05T00:00:00,promo_49,10,10,1.0
2021-06-05T00:00:00,promo_5,8,8,1.0
2021-06-05T00:00:00,promo_50,10,10,1.0
2021-06-05T00:00:00,promo_51,13,13,1.0
2021-06-05T00:00:00,promo_52,8,8,1.0
2021-06-05T00:00:00,promo_53,14,14,1.0
2021-06-05T00:00:00,promo_54,6,6,1.0
2021-06-05T00:00:00,promo_55,18,18,1.0
2021-06-05T00:00:00,promo_56,5,5,1.0
2021-06-05T00:00:00,promo_57,13,13,1.0
2021-06-05T00:00:00,promo_58,6,6,1.0
2021-06-05T00:00:00,promo_59,20,20,1.0
2021-06-05T00:00:00,promo_6,11,11,1.0
2021-06-05T00:00:00,promo_60,11,11,1.0
2021-06-05T00:00:00,promo_61,3,3,1.0
2021-06-05T00:00:00,promo_63,8,8,1.0
2021-06-05T00:00:00,promo_64,10,10,1.0
2021-06-05T00:00:00,promo_65,12,12,1.0
2021-06-05T00:00:00,promo_66,8,8,1.0
2021-06-05T00:00:00,promo_67,9,9,1.0
2021-06-05T00:00:00,promo_68,17,17,1.0
2021-06-05T00:00:00,promo_69,12,12,1.0
2021-06-05T00:00:00,promo_7,9,9,1.0
2021-06-05T00:00:00,promo_70,5,5,1.0
2021-06-05T00:00:00,promo_71,11,11,1.0
2021-06-05T00:00:00,promo_72,10,10,1.0
2021-06-05T00:00:00,promo_73,14,14,1.0
2021-06-05T00:00:00,promo_74,10,10,1.0
2021-06-05T00:00:00,promo_75,14,14,1.0
2021-06-05T00:00:00,promo_76,15,15,1.0
2021-06-05T00:00:00,promo_77,11,11,1.0
2021-06-05T00:00:00,promo_78,15,15,1.0
2021-06-05T00:00:00,promo_79,4,4,1.0
2021-06-05T00:00:00,promo_8,3,3,1.0
2021-06-05T00:00:00,promo_80,15,15,1.0
2021-06-05T00:00:00,promo_81,15,15,1.0
2021-06-05T00:00:00,promo_82,9,9,1.0
2021-06-05T00:00:00,promo_83,15,15,1.0
2021-06-05T00:00:00,promo_84,9,9,1.0
2021-06-05T00:00:00,promo_85,18,18,1.0
2021-06-05T00:00:00,promo_86,8,8,1.0
2021-06-05T00:00:00,promo_87,1,1,1.0
2021-06-05T00:00:00,promo_88,15,15,1.0
2021-06-05T00:00:00,promo_9,10,10,1.0
2021-06-05T00:00:00,promo_90,11,11,1.0
2021-06-05T00:00:00,promo_91,17,17,1.0
2021-06-05T00:00:00,promo_92,9,9,1.0
2021-06-05T00:00:00,promo_93,2,2,1.0
2021-06-05T00:00:00,promo_94,15,15,1.0
2021-06-05T00:00:00,promo_95,2,2,1.0
2021-06-05T00:00:00,promo_96,11,11,1.0
2021-06-05T00:00:00,promo_97,6,6,1.0
2021-06-05T00:00:00,promo_98,12,12,1.0
2021-06-05T00:00:00,promo_99,4,4,1.0
2021-06-06T00:00:00,promo_0,7,7,1.0
2021-06-06T00:00:00,promo_1,6,6,1.0
2021-06-06T00:00:00,promo_10,16,16,1.0
2021-06-06T00:00:00,promo_11,16,16,1.0
2021-06-06T00:00:00,promo_12,18,18,1.0
2021-06-06T00:00:00,promo_13,10,10,1.0
2021-06-06T00:00:00,promo_14,10,10,1.0
2021-06-06T00:00:00,promo_15,17,17,1.0
2021-06-06T00:00:00,promo_16,12,12,1.0
2021-06-06T00:00:00,promo_17,9,9,1.0
2021-06-06T00:00:00,promo_18,9,9,1.0
2021-06-06T00:00:00,promo_19,3,3,1.0
2021-06-06T00:00:00,promo_2,7,7,1.0
2021-06-06T00:00:00,promo_20,10,10,1.0
2021-06-06T00:00:00,promo_21,9,9,1.0
2021-06-06T00:00:00,promo_22,12,12,1.0
2021-06-06T00:00:00,promo_23,6,6,1.0
2021-06-06T00:00:00,promo_24,11,11,1.0
2021-06-06T00:00:00,promo_25,9,9,1.0
2021-06-06T00:00:00,promo_26,5,5,1.0
2021-06-06T00:00:00,promo_27,11,11,1.0
2021-06-06T00:00:00,promo_28,14,14,1.0
2021-06-06T00:00:00,promo_29,5,5,1.0
2021-06-06T00:00:00,promo_3,14,14,1.0
2021-06-06T00:00:00,promo_30,19,19,1.0
2021-06-06T00:00:00,promo_31,10,10,1.0
2021-06-06T00:00:00,promo_32,5,5,1.0
2021-06-06T00:00:00,promo_33,6,6,1.0
2021-06-06T00:00:00,promo_34,4,4,1.0
2021-06-06T00:00:00,promo_35,6,6,1.0
2021-06-06T00:00:00,promo_36,10,10,1.0
2021-06-06T00:00:00,promo_37,9,9,1.0
2021-06-06T00:00:00,promo_38,15,15,1.0
2021-06-06T00:00:00,promo_39,16,16,1.0
2021-06-06T00:00:00,promo_4,10,10,1.0
2021-06-06T00:00:00,promo_40,4,4,1.0
2021-06-06T00:00:00,promo_41,24,24,1.0
2021-06-06T00:00:00,promo_42,5,5,1.0
2021-06-06T00:00:00,promo_43,7,7,1.0
2021-06-06T00:00:00,promo_44,5,5,1.0
2021-06-06T00:00:00,promo_45,11,11,1.0
2021-06-06T00:00:00,promo_46,11,11,1.0
2021-06-06T00:00:00,promo_47,7,7,1.0
2021-06-06T00:00:00,promo_48,12,12,1.0
2021-06-06T00:00:00,promo_49,7,7,1.0
2021-06-06T00:00:00,promo_5,10,10,1.0
2021-06-06T00:00:00,promo_50,7,7,1.0
2021-06-06T00:00:00,promo_51,11,11,1.0
2021-06-06T00:00:00,promo_52,12,12,1.0
2021-06-06T00:00:00,promo_53,13,13,1.0
2021-06-06T00:00:00,promo_54,6,6,1.0
2021-06-06T00:00:00,promo_55,11,11,1.0
2021-06-06T00:00:00,promo_56,16,16,1.0
2021-06-06T00:00:00,promo_57,9,9,1.0
2021-06-06T00:00:00,promo_58,7,7,1.0
2021-06-06T00:00:00,promo_59,13,13,1.0
2021-06-06T00:00:00,promo_6,8,8,1.0
2021-06-06T00:00:00,promo_60,8,8,1.0
2021-06-06T00:00:00,promo_61,6,6,1.0
2021-06-06T00:00:00,promo_63,13,13,1.0
2021-06-06T00:00:00,promo_64,11,11,1.0
2021-06-06T00:00:00,promo_65,17,17,1.0
2021-06-06T00:00:00,promo_66,8,8,1.0
2021-06-06T00:00:00,promo_67,8,8,1.0
2021-06-06T00:00:00,promo_68,21,21,1.0
2021-06-06T00:00:00,promo_69,8,8,1.0
2021-06-06T00:00:00,promo_7,6,6,1.0
2021-06-06T00:00:00,promo_70,6,6,1.0
2021-06-06T00:00:00,promo_71,11,11,1.0
2021-06-06T00:00:00,promo_72,6,6,1.0
2021-06-06T00:00:00,promo_73,15,15,1.0
2021-06-06T00:00:00,promo_74,4,4,1.0
2021-06-06T00:00:00,promo_75,11,11,1.0
2021-06-06T00:00:00,promo_76,15,15,1.0
2021-06-06T00:00:00,promo_77,4,4,1.0
2021-06-06T00:00:00,promo_78,12,12,1.0
2021-06-06T00:00:00,promo_79,2,2,1.0
2021-06-06T00:00:00,promo_8,6,6,1.0
2021-06-06T00:00:00,promo_80,6,6,1.0
2021-06-06T00:00:00,promo_81,14,14,1.0
2021-06-06T00:00:00,promo_82,8,8,1.0
2021-06-06T00:00:00,promo_83,18,18,1.0
2021-06-06T00:00:00,promo_84,9,9,1.0
2021-06-06T00:00:00,promo_85,13,13,1.0
2021-06-06T00:00:00,promo_86,11,11,1.0
2021-06-06T00:00:00,promo_87,8,8,1.0
2021-06-06T00:00:00,promo_88,10,10,1.0
2021-06-06T00:00:00,promo_9,4,4,1.0
2021-06-06T00:00:00,promo_90,9,9,1.0
2021-06-06T00:00:00,promo_91,11,11,1.0
2021-06-06T00:00:00,promo_92,15,15,1.0
2021-06-06T00:00:00,promo_93,6,6,1.0
2021-06-06T00:00:00,promo_94,12,12,1.0
2021-06-06T00:00:00,promo_95,14,14,1.0
2021-06-06T00:00:00,promo_96,19,19,1.0
2021-06-06T00:00:00,promo_97,6,6,1.0
2021-06-06T00:00:00,promo_98,17,17,1.0
2021-06-06T00:00:00,promo_99,5,5,1.0
2021-06-07T00:00:00,promo_0,11,11,1.0
2021-06-07T00:00:00,promo_1,9,9,1.0
2021-06-07T00:00:00,promo_10,14,14,1.0
2021-06-07T00:00:00,promo_11,21,21,1.0
2021-06-07T00:00:00,promo_12,12,12,1.0
2021-06-07T00:00:00,promo_13,8,8,1.0
2021-06-07T00:00:00,promo_14,7,7,1.0
2021-06-07T00:00:00,promo_15,15,15,1.0
2021-06-07T00:00:00,promo_16,8,8,1.0
2021-06-07T00:00:00,promo_17,6,6,1.0
2021-06-07T00:00:00,promo_18,6,6,1.0
2021-06-07T00:00:00,promo_19,4,4,1.0
2021-06-07T00:00:00,promo_2,5,5,1.0
2021-06-07T00:00:00,promo_20,15,15,1.0
2021-06-07T00:00:00,promo_21,13,13,1.0
2021-06-07T00:00:00,promo_22,7,7,1.0
2021-06-07T00:00:00,promo_23,4,4,1.0
2021-06-07T00:00:00,promo_24,9,9,1.0
2021-06-07T00:00:00,promo_25,14,14,1.0
2021-06-07T00:00:00,promo_26,6,6,1.0
2021-06-07T00:00:00,promo_27,11,11,1.0
2021-06-07T00:00:00,promo_28,16,16,1.0
2021-06-07T00:00:00,promo_29,6,6,1.0
2021-06-07T00:00:00,promo_3,17,17,1.0
2021-06-07T00:00:00,promo_30,19,19,1.0
2021-06-07T00:00:00,promo_31,17,17,1.0
2021-06-07T00:00:00,promo_32,8,8,1.0
2021-06-07T00:00:00,promo_33,8,8,1.0
2021-06-07T00:00:00,promo_34,5,5,1.0
2021-06-07T00:00:00,promo_35,13,13,1.0
2021-06-07T00:00:00,promo_36,8,8,1.0
2021-06-07T00:00:00,promo_37,9,9,1.0
2021-06-07T00:00:00,promo_38,18,18,1.0
2021-06-07T00:00:00,promo_39,9,9,1.0
2021-06-07T00:00:00,promo_4,8,8,1.0
2021-06-07T00:00:00,promo_40,7,7,1.0
2021-06-07T00:00:00,promo_41,9,9,1.0
2021-06-07T00:00:00,promo_42,1,1,1.0
2021-06-07T00:00:00,promo_43,7,7,1.0
2021-06-07T00:00:00,promo_44,6,6,1.0
2021-06-07T00:00:00,promo_45,16,16,1.0
2021-06-07T00:00:00,promo_46,12,12,1.0
2021-06-07T00:00:00,promo_47,4,4,1.0
2021-06-07T00:00:00,promo_48,9,9,1.0
2021-06-07T00:00:00,promo_49,8,8,1.0
2021-06-07T00:00:00,promo_5,6,6,1.0
2021-06-07T00:00:00,promo_50,14,14,1.0
2021-06-07T00:00:00,promo_51,5,5,1.0
2021-06-07T00:00:00,promo_52,6,6,1.0
2021-06-07T00:00:00,promo_53,10,10,1.0
2021-06-07T00:00:00,promo_54,13,13,1.0
2021-06-07T00:00:00,promo_55,20,20,1.0
2021-06-07T00:00:00,promo_56,8,8,1.0
2021-06-07T00:00:00,promo_57,11,11,1.0
2021-06-07T00:00:00,promo_58,5,5,1.0
2021-06-07T00:00:00,promo_59,18,18,1.0
2021-06-07T00:00:00,promo_6,2,2,1.0
2021-06-07T00:00:00,promo_60,7,7,1.0
2021-06-07T00:00:00,promo_61,5,5,1.0
2021-06-07T00:00:00,promo_63,15,15,1.0
2021-06-07T00:00:00,promo_64,17,17,1.0
2021-06-07T00:00:00,promo_65,10,10,1.0
2021-06-07T00:00:00,promo_66,4,4,1.0
2021-06-07T00:00:00,promo_67,7,7,1.0
2021-06-07T00:00:00,promo_68,9,9,1.0
2021-06-07T00:00:00,promo_69,4,4,1.0
2021-06-07T00:00:00,promo_7,5,5,1.0
2021-06-07T00:00:00,promo_70,2,2,1.0
2021-06-07T00:00:00,promo_71,10,10,1.0
2021-06-07T00:00:00,promo_72,11,11,1.0
2021-06-07T00:00:00,promo_73,20,20,1.0
2021-06-07T00:00:00,promo_74,12,12,1.0
2021-06-07T00:00:00,promo_75,13,13,1.0
2021-06-07T00:00:00,promo_76,10,10,1.0
2021-06-07T00:00:00,promo_77,12,12,1.0
2021-06-07T00:00:00,promo_78,13,13,1.0
2021-06-07T00:00:00,promo_79,2,2,1.0
2021-06-07T00:00:00,promo_8,5,5,1.0
2021-06-07T00:00:00,promo_80,9,9,1.0
2021-06-07T00:00:00,promo_81,10,10,1.0
2021-06-07T00:00:00,promo_82,7,7,1.0
2021-06-07T00:00:00,promo_83,20,20,1.0
2021-06-07T00:00:00,promo_84,10,10,1.0
2021-06-07T00:00:00,promo_85,15,15,1.0
2021-06-07T00:00:00,promo_86,2,2,1.0
2021-06-07T00:00:00,promo_87,7,7,1.0
2021-06-07T00:00:00,promo_88,19,19,1.0
2021-06-07T00:00:00,promo_9,5,5,1.0
2021-06-07T00:00:00,promo_90,16,16,1.0
2021-06-07T00:00:00,promo_91,9,9,1.0
2021-06-07T00:00:00,promo_92,18,18,1.0
2021-06-07T00:00:00,promo_93,5,5,1.0
2021-06-07T00:00:00,promo_94,17,17,1.0
2021-06-07T00:00:00,promo_95,8,8,1.0
2021-06-07T00:00:00,promo_96,15,15,1.0
2021-06-07T00:00:00,promo_97,4,4,1.0
2021-06-07T00:00:00,promo_98,15,15,1.0
2021-06-07T00:00:00,promo_99,5,5,1.0
2021-06-08T00:00:00,promo_0,8,8,1.0
2021-06-08T00:00:00,promo_1,8,8,1.0
2021-06-08T00:00:00,promo_10,13,13,1.0
2021-06-08T00:00:00,promo_11,19,19,1.0
2021-06-08T00:00:00,promo_12,18,18,1.0
2021-06-08T00:00:00,promo_13,4,4,1.0
2021-06-08T00:00:00,promo_14,11,11,1.0
2021-06-08T00:00:00,promo_15,16,16,1.0
2021-06-08T00:00:00,promo_16,19,19,1.0
2021-06-08T00:00:00,promo_17,8,8,1.0
2021-06-08T00:00:00,promo_18,10,10,1.0
2021-06-08T00:00:00,promo_19,3,3,1.0
2021-06-08T00:00:00,promo_2,10,10,1.0
2021-06-08T00:00:00,promo_20,6,6,1.0
2021-06-08T00:00:00,promo_21,10,10,1.0
2021-06-08T00:00:00,promo_22,15,15,1.0
2021-06-08T00:00:00,promo_23,7,7,1.0
2021-06-08T00:00:00,promo_24,6,6,1.0
2021-06-08T00:00:00,promo_25,13,13,1.0
2021-06-08T00:00:00,promo_26,5,5,1.0
2021-06-08T00:00:00,promo_27,4,4,1.0
2021-06-08T00:00:00,promo_28,11,11,1.0
2021-06-08T00:00:00,promo_29,8,8,1.0
2021-06-08T00:00:00,promo_3,22,22,1.0
2021-06-08T00:00:00,promo_30,16,16,1.0
2021-06-08T00:00:00,promo_31,16,16,1.0
2021-06-08T00:00:00,promo_32,5,5,1.0
2021-06-08T00:00:00,promo_33,11,11,1.0
2021-06-08T00:00:00,promo_34,3,3,1.0
2021-06-08T00:00:00,promo_35,9,9,1.0
2021-06-08T00:00:00,promo_36,12,12,1.0
2021-06-08T00:00:00,promo_37,16,16,1.0
2021-06-08T00:00:00,promo_38,13,13,1.0
2021-06-08T00:00:00,promo_39,10,10,1.0
2021-06-08T00:00:00,promo_4,6,6,1.0
2021-06-08T00:00:00,promo_40,6,6,1.0
2021-06-08T00:00:00,promo_41,9,9,1.0
2021-06-08T00:00:00,promo_42,4,4,1.0
2021-06-08T00:00:00,promo_43,13,13,1.0
2021-06-08T00:00:00,promo_44,10,10,1.0
2021-06-08T00:00:00,promo_45,8,8,1.0
2021-06-08T00:00:00,promo_46,14,14,1.0
2021-06-08T00:00:00,promo_47,2,2,1.0
2021-06-08T00:00:00,promo_48,8,8,1.0
2021-06-08T00:00:00,promo_49,10,10,1.0
2021-06-08T00:00:00,promo_5,3,3,1.0
2021-06-08T00:00:00,promo_50,8,8,1.0
2021-06-08T00:00:00,promo_51,9,9,1.0
2021-06-08T00:00:00,promo_52,7,7,1.0
2021-06-08T00:00:00,promo_53,15,15,1.0
2021-06-08T00:00:00,promo_54,9,9,1.0
2021-06-08T00:00:00,promo_55,18,18,1.0
2021-06-08T00:00:00,promo_56,9,9,1.0
2021-06-08T00:00:00,promo_57,13,13,1.0
2021-06-08T00:00:00,promo_58,3,3,1.0
2021-06-08T00:00:00,promo_59,14,14,1.0
2021-06-08T00:00:00,promo_6,8,8,1.0
2021-06-08T00:00:00,promo_60,7,7,1.0
2021-06-08T00:00:00,promo_61,5,5,1.0
2021-06-08T00:00:00,promo_63,8,8,1.0
2021-06-08T00:00:00,promo_64,6,6,1.0
2021-06-08T00:00:00,promo_65,14,14,1.0
2021-06-08T00:00:00,promo_66,7,7,1.0
2021-06-08T00:00:00,promo_67,17,17,1.0
2021-06-08T00:00:00,promo_68,9,9,1.0
2021-06-08T00:00:00,promo_69,7,7,1.0
2021-06-08T00:00:00,promo_7,7,7,1.0
2021-06-08T00:00:00,promo_70,5,5,1.0
2021-06-08T00:00:00,promo_71,15,15,1.0
2021-06-08T00:00:00,promo_72,10,10,1.0
2021-06-08T00:00:00,promo_73,12,12,1.0
2021-06-08T00:00:00,promo_74,14,14,1.0
2021-06-08T00:00:00,promo_75,5,5,1.0
2021-06-08T00:00:00,promo_76,9,9,1.0
2021-06-08T00:00:00,promo_77,7,7,1.0
2021-06-08T00:00:00,promo_78,18,18,1.0
2021-06-08T00:00:00,promo_79,3,3,1.0
2021-06-08T00:00:00,promo_8,4,4,1.0
2021-06-08T00:00:00,promo_80,10,10,1.0
2021-06-08T00:00:00,promo_81,6,6,1.0
2021-06-08T00:00:00,promo_82,11,11,1.0
2021-06-08T00:00:00,promo_83,16,16,1.0
2021-06-08T00:00:00,promo_84,8,8,1.0
2021-06-08T00:00:00,promo_85,15,15,1.0
2021-06-08T00:00:00,promo_86,5,5,1.0
2021-06-08T00:00:00,promo_87,1,1,1.0
2021-06-08T00:00:00,promo_88,15,15,1.0
2021-06-08T00:00:00,promo_9,6,6,1.0
2021-06-08T00:00:00,promo_90,17,17,1.0
2021-06-08T00:00:00,promo_91,12,12,1.0
2021-06-08T00:00:00,promo_92,14,14,1.0
2021-06-08T00:00:00,promo_93,1,1,1.0
2021-06-08T00:00:00,promo_94,17,17,1.0
2021-06-08T00:00:00,promo_95,18,18,1.0
2021-06-08T00:00:00,promo_96,13,13,1.0
2021-06-08T00:00:00,promo_97,6,6,1.0
2021-06-08T00:00:00,promo_98,18,18,1.0
2021-06-08T00:00:00,promo_99,3,3,1.0
2021-06-09T00:00:00,promo_0,8,8,1.0
2021-06-09T00:00:00,promo_1,7,7,1.0
2021-06-09T00:00:00,promo_10,13,13,1.0
2021-06-09T00:00:00,promo_11,19,19,1.0
2021-06-09T00:00:00,promo_12,11,11,1.0
2021-06-09T00:00:00,promo_13,8,8,1.0
2021-06-09T00:00:00,promo_14,9,9,1.0
2021-06-09T00:00:00,promo_15,10,10,1.0
2021-06-09T00:00:00,promo_16,7,7,1.0
2021-06-09T00:00:00,promo_17,11,11,1.0
2021-06-09T00:00:00,promo_18,7,7,1.0
2021-06-09T00:00:00,promo_19,3,3,1.0
2021-06-09T00:00:00,promo_2,4,4,1.0
2021-06-09T00:00:00,promo_20,11,11,1.0
2021-06-09T00:00:00,promo_21,6,6,1.0
2021-06-09T00:00:00,promo_22,16,16,1.0
2021-06-09T00:00:00,promo_23,13,13,1.0
2021-06-09T00:00:00,promo_24,10,10,1.0
2021-06-09T00:00:00,promo_25,13,13,1.0
2021-06-09T00:00:00,promo_26,8,8,1.0
2021-06-09T00:00:00,promo_27,7,7,1.0
2021-06-09T00:00:00,promo_28,17,17,1.0
2021-06-09T00:00:00,promo_29,4,4,1.0
2021-06-09T00:00:00,promo_3,14,14,1.0
2021-06-09T00:00:00,promo_30,21,21,1.0
2021-06-09T00:00:00,promo_31,12,12,1.0
2021-06-09T00:00:00,promo_32,3,3,1.0
2021-06-09T00:00:00,promo_33,9,9,1.0
2021-06-09T00:00:00,promo_34,2,2,1.0
2021-06-09T00:00:00,promo_35,3,3,1.0
2021-06-09T00:00:00,promo_36,8,8,1.0
2021-06-09T00:00:00,promo_37,7,7,1.0
2021-06-09T00:00:00,promo_38,15,15,1.0
2021-06-09T00:00:00,promo_39,11,11,1.0
2021-06-09T00:00:00,promo_4,8,8,1.0
2021-06-09T00:00:00,promo_40,9,9,1.0
2021-06-09T00:00:00,promo_41,15,15,1.0
2021-06-09T00:00:00,promo_42,5,5,1.0
2021-06-09T00:00:00,promo_43,8,8,1.0
2021-06-09T00:00:00,promo_44,7,7,1.0
2021-06-09T00:00:00,promo_45,9,9,1.0
2021-06-09T00:00:00,promo_46,14,14,1.0
2021-06-09T00:00:00,promo_47,3,3,1.0
2021-06-09T00:00:00,promo_48,13,13,1.0
2021-06-09T00:00:00,promo_49,5,5,1.0
2021-06-09T00:00:00,promo_5,5,5,1.0
2021-06-09T00:00:00,promo_50,11,11,1.0
2021-06-09T00:00:00,promo_51,16,16,1.0
2021-06-09T00:00:00,promo_52,5,5,1.0
2021-06-09T00:00:00,promo_53,15,15,1.0
2021-06-09T00:00:00,promo_54,8,8,1.0
2021-06-09T00:00:00,promo_55,22,22,1.0
2021-06-09T00:00:00,promo_56,12,12,1.0
2021-06-09T00:00:00,promo_57,6,6,1.0
2021-06-09T00:00:00,promo_58,6,6,1.0
2021-06-09T00:00:00,promo_59,10,10,1.0
2021-06-09T00:00:00,promo_6,10,10,1.0
