hourly,promotion_id,total_order_count,order_count,inorganic_ratio
9,promo_51,29,29,1.0
9,promo_52,20,20,1.0
9,promo_53,37,37,1.0
9,promo_54,16,16,1.0
9,promo_55,36,36,1.0
9,promo_56,38,38,1.0
9,promo_57,26,26,1.0
9,promo_58,13,13,1.0
9,promo_59,26,26,1.0
9,promo_6,26,26,1.0
9,promo_60,20,20,1.0
9,promo_61,16,16,1.0
9,promo_63,21,21,1.0
9,promo_64,16,16,1.0
9,promo_65,29,29,1.0
9,promo_66,18,18,1.0
9,promo_67,18,18,1.0
9,promo_68,23,23,1.0
9,promo_69,20,20,1.0
9,promo_7,15,15,1.0
9,promo_70,10,10,1.0
9,promo_71,34,34,1.0
9,promo_72,17,17,1.0
9,promo_73,34,34,1.0
9,promo_74,25,25,1.0
9,promo_75,17,17,1.0
9,promo_76,38,38,1.0
9,promo_77,20,20,1.0
9,promo_78,32,32,1.0
9,promo_79,12,12,1.0
9,promo_8,15,15,1.0
9,promo_80,30,30,1.0
9,promo_81,18,18,1.0
9,promo_82,18,18,1.0
9,promo_83,39,39,1.0
9,promo_84,25,25,1.0
9,promo_85,31,31,1.0
9,promo_86,17,17,1.0
9,promo_87,11,11,1.0
9,promo_88,33,33,1.0
9,promo_9,15,15,1.0
9,promo_90,27,27,1.0
9,promo_91,33,33,1.0
9,promo_92,35,35,1.0
9,promo_93,6,6,1.0
9,promo_94,48,48,1.0
9,promo_95,25,25,1.0
9,promo_96,40,40,1.0
9,promo_97,16,16,1.0
9,promo_98,38,38,1.0
9,promo_99,13,13,1.0
10,promo_0,22,22,1.0
10,promo_1,17,17,1.0
10,promo_10,32,32,1.0
10,promo_11,40,40,1.0
10,promo_12,40,40,1.0
10,promo_13,18,18,1.0
10,promo_14,24,24,1.0
10,promo_15,28,28,1.0
10,promo_16,31,31,1.0
10,promo_17,28,28,1.0
10,promo_18,23,23,1.0
10,promo_19,8,8,1.0
10,promo_2,17,17,1.0
10,promo_20,32,32,1.0
10,promo_21,28,28,1.0
10,promo_22,35,35,1.0
10,promo_23,13,13,1.0
10,promo_24,18,18,1.0
10,promo_25,30,30,1.0
10,promo_26,13,13,1.0
10,promo_27,22,22,1.0
10,promo_28,35,35,1.0
10,promo_29,6,6,1.0
10,promo_3,34,34,1.0
10,promo_30,42,42,1.0
10,promo_31,29,29,1.0
10,promo_32,16,16,1.0
10,promo_33,18,18,1.0
10,promo_34,14,14,1.0
10,promo_35,14,14,1.0
10,promo_36,20,20,1.0
10,promo_37,19,19,1.0
10,promo_38,51,51,1.0
10,promo_39,33,33,1.0
10,promo_4,29,29,1.0
10,promo_40,21,21,1.0
10,promo_41,38,38,1.0
10,promo_42,16,16,1.0
10,promo_43,21,21,1.0
10,promo_44,26,26,1.0
10,promo_45,23,23,1.0
10,promo_46,43,43,1.0
10,promo_47,13,13,1.0
10,promo_48,30,30,1.0
10,promo_49,26,26,1.0
10,promo_5,9,9,1.0
10,promo_50,25,25,1.0
10,promo_51,19,19,1.0
10,promo_52,18,18,1.0
10,promo_53,28,28,1.0
10,promo_54,21,21,1.0
10,promo_55,42,42,1.0
10,promo_56,35,35,1.0
10,promo_57,18,18,1.0
10,promo_58,15,15,1.0
10,promo_59,41,41,1.0
10,promo_6,20,20,1.0
10,promo_60,21,21,1.0
10,promo_61,5,5,1.0
10,promo_63,28,28,1.0
10,promo_64,30,30,1.0
10,promo_65,28,28,1.0
10,promo_66,18,18,1.0
10,promo_67,13,13,1.0
10,promo_68,42,42,1.0
10,promo_69,18,18,1.0
10,promo_7,12,12,1.0
10,promo_70,11,11,1.0
10,promo_71,44,44,1.0
10,promo_72,20,20,1.0
10,promo_73,38,38,1.0
10,promo_74,31,31,1.0
10,promo_75,17,17,1.0
10,promo_76,28,28,1.0
10,promo_77,18,18,1.0
10,promo_78,32,32,1.0
10,promo_79,4,4,1.0
10,promo_8,13,13,1.0
10,promo_80,21,21,1.0
10,promo_81,22,22,1.0
10,promo_82,24,24,1.0
10,promo_83,35,35,1.0
10,promo_84,18,18,1.0
10,promo_85,38,38,1.0
10,promo_86,14,14,1.0
10,promo_87,12,12,1.0
10,promo_88,35,35,1.0
10,promo_9,17,17,1.0
10,promo_90,42,42,1.0
10,promo_91,38,38,1.0
10,promo_92,39,39,1.0
10,promo_93,7,7,1.0
10,promo_94,29,29,1.0
10,promo_95,23,23,1.0
10,promo_96,35,35,1.0
10,promo_97,15,15,1.0
10,promo_98,25,25,1.0
10,promo_99,10,10,1.0
11,promo_0,22,22,1.0
11,promo_1,18,18,1.0
11,promo_10,37,37,1.0
11,promo_11,27,27,1.0
11,promo_12,32,32,1.0
11,promo_13,12,12,1.0
11,promo_14,20,20,1.0
11,promo_15,33,33,1.0
11,promo_16,35,35,1.0
11,promo_17,23,23,1.0
11,promo_18,22,22,1.0
11,promo_19,8,8,1.0
11,promo_2,12,12,1.0
11,promo_20,29,29,1.0
11,promo_21,22,22,1.0
11,promo_22,33,33,1.0
11,promo_23,10,10,1.0
11,promo_24,18,18,1.0
11,promo_25,22,22,1.0
11,promo_26,15,15,1.0
11,promo_27,23,23,1.0
11,promo_28,36,36,1.0
11,promo_29,11,11,1.0
11,promo_3,31,31,1.0
11,promo_30,39,39,1.0
11,promo_31,37,37,1.0
11,promo_32,12,12,1.0
11,promo_33,20,20,1.0
11,promo_34,12,12,1.0
11,promo_35,18,18,1.0
11,promo_36,23,23,1.0
11,promo_37,23,23,1.0
11,promo_38,45,45,1.0
11,promo_39,39,39,1.0
11,promo_4,16,16,1.0
11,promo_40,22,22,1.0
11,promo_41,34,34,1.0
11,promo_42,25,25,1.0
11,promo_43,23,23,1.0
11,promo_44,27,27,1.0
11,promo_45,26,26,1.0
11,promo_46,27,27,1.0
11,promo_47,9,9,1.0
11,promo_48,21,21,1.0
11,promo_49,28,28,1.0
11,promo_5,8,8,1.0
11,promo_50,15,15,1.0
11,promo_51,22,22,1.0
11,promo_52,19,19,1.0
11,promo_53,28,28,1.0
11,promo_54,26,26,1.0
11,promo_55,38,38,1.0
11,promo_56,13,13,1.0
11,promo_57,11,11,1.0
11,promo_58,15,15,1.0
11,promo_59,32,32,1.0
11,promo_6,20,20,1.0
11,promo_60,26,26,1.0
11,promo_61,13,13,1.0
11,promo_63,22,22,1.0
11,promo_64,23,23,1.0
11,promo_65,41,41,1.0
11,promo_66,22,22,1.0
11,promo_67,22,22,1.0
11,promo_68,40,40,1.0
11,promo_69,17,17,1.0
11,promo_7,17,17,1.0
11,promo_70,12,12,1.0
11,promo_71,33,33,1.0
11,promo_72,24,24,1.0
11,promo_73,36,36,1.0
11,promo_74,24,24,1.0
11,promo_75,21,21,1.0
11,promo_76,24,24,1.0
11,promo_77,23,23,1.0
11,promo_78,33,33,1.0
11,promo_79,16,16,1.0
11,promo_8,11,11,1.0
11,promo_80,30,30,1.0
11,promo_81,30,30,1.0
11,promo_82,25,25,1.0
11,promo_83,36,36,1.0
11,promo_84,19,19,1.0
11,promo_85,32,32,1.0
11,promo_86,19,19,1.0
11,promo_87,14,14,1.0
11,promo_88,38,38,1.0
11,promo_9,14,14,1.0
11,promo_90,32,32,1.0
11,promo_91,35,35,1.0
11,promo_92,36,36,1.0
11,promo_93,8,8,1.0
11,promo_94,37,37,1.0
11,promo_95,29,29,1.0
11,promo_96,30,30,1.0
11,promo_97,7,7,1.0
11,promo_98,37,37,1.0
11,promo_99,19,19,1.0
12,promo_0,18,18,1.0
12,promo_1,11,11,1.0
12,promo_10,24,24,1.0
12,promo_11,41,41,1.0
12,promo_12,32,32,1.0
12,promo_13,21,21,1.0
12,promo_14,18,18,1.0
12,promo_15,30,30,1.0
12,promo_16,34,34,1.0
12,promo_17,20,20,1.0
12,promo_18,23,23,1.0
12,promo_19,7,7,1.0
12,promo_2,12,12,1.0
12,promo_20,26,26,1.0
12,promo_21,17,17,1.0
12,promo_22,33,33,1.0
12,promo_23,13,13,1.0
12,promo_24,24,24,1.0
12,promo_25,25,25,1.0
12,promo_26,9,9,1.0
12,promo_27,18,18,1.0
12,promo_28,37,37,1.0
12,promo_29,14,14,1.0
12,promo_3,28,28,1.0
12,promo_30,45,45,1.0
12,promo_31,25,25,1.0
12,promo_32,15,15,1.0
12,promo_33,27,27,1.0
12,promo_34,11,11,1.0
12,promo_35,16,16,1.0
12,promo_36,20,20,1.0
12,promo_37,20,20,1.0
12,promo_38,37,37,1.0
12,promo_39,31,31,1.0
12,promo_4,22,22,1.0
12,promo_40,28,28,1.0
12,promo_41,35,35,1.0
12,promo_42,22,22,1.0
12,promo_43,17,17,1.0
12,promo_44,26,26,1.0
12,promo_45,26,26,1.0
12,promo_46,33,33,1.0
12,promo_47,6,6,1.0
12,promo_48,32,32,1.0
12,promo_49,11,11,1.0
12,promo_5,19,19,1.0
12,promo_50,22,22,1.0
12,promo_51,32,32,1.0
12,promo_52,18,18,1.0
12,promo_53,37,37,1.0
12,promo_54,17,17,1.0
12,promo_55,22,22,1.0
12,promo_56,20,20,1.0
12,promo_57,24,24,1.0
12,promo_58,10,10,1.0
12,promo_59,26,26,1.0
12,promo_6,19,19,1.0
12,promo_60,25,25,1.0
12,promo_61,14,14,1.0
12,promo_63,20,20,1.0
12,promo_64,22,22,1.0
12,promo_65,31,31,1.0
12,promo_66,28,28,1.0
12,promo_67,21,21,1.0
12,promo_68,32,32,1.0
12,promo_69,25,25,1.0
12,promo_7,7,7,1.0
12,promo_70,13,13,1.0
12,promo_71,28,28,1.0
12,promo_72,27,27,1.0
12,promo_73,40,40,1.0
12,promo_74,22,22,1.0
12,promo_75,20,20,1.0
12,promo_76,29,29,1.0
12,promo_77,18,18,1.0
12,promo_78,43,43,1.0
12,promo_79,12,12,1.0
12,promo_8,9,9,1.0
12,promo_80,18,18,1.0
12,promo_81,25,25,1.0
12,promo_82,23,23,1.0
12,promo_83,28,28,1.0
12,promo_84,27,27,1.0
12,promo_85,31,31,1.0
12,promo_86,11,11,1.0
12,promo_87,6,6,1.0
12,promo_88,38,38,1.0
12,promo_9,17,17,1.0
12,promo_90,39,39,1.0
12,promo_91,29,29,1.0
12,promo_92,33,33,1.0
12,promo_93,13,13,1.0
12,promo_94,34,34,1.0
12,promo_95,23,23,1.0
12,promo_96,26,26,1.0
12,promo_97,18,18,1.0
12,promo_98,34,34,1.0
12,promo_99,8,8,1.0
13,promo_0,22,22,1.0
13,promo_1,23,23,1.0
13,promo_10,33,33,1.0
13,promo_11,31,31,1.0
13,promo_12,41,41,1.0
13,promo_13,22,22,1.0
13,promo_14,20,20,1.0
13,promo_15,24,24,1.0
13,promo_16,32,32,1.0
13,promo_17,17,17,1.0
13,promo_18,30,30,1.0
13,promo_19,15,15,1.0
13,promo_2,15,15,1.0
13,promo_20,29,29,1.0
13,promo_21,22,22,1.0
13,promo_22,36,36,1.0
13,promo_23,10,10,1.0
13,promo_24,23,23,1.0
13,promo_25,28,28,1.0
13,promo_26,18,18,1.0
13,promo_27,25,25,1.0
13,promo_28,29,29,1.0
13,promo_29,16,16,1.0
13,promo_3,23,23,1.0
13,promo_30,40,40,1.0
13,promo_31,35,35,1.0
13,promo_32,17,17,1.0
13,promo_33,18,18,1.0
13,promo_34,12,12,1.0
13,promo_35,20,20,1.0
13,promo_36,18,18,1.0
13,promo_37,24,24,1.0
13,promo_38,34,34,1.0
13,promo_39,32,32,1.0
13,promo_4,19,19,1.0
13,promo_40,16,16,1.0
13,promo_41,29,29,1.0
13,promo_42,21,21,1.0
13,promo_43,21,21,1.0
13,promo_44,9,9,1.0
13,promo_45,31,31,1.0
13,promo_46,31,31,1.0
13,promo_47,14,14,1.0
13,promo_48,16,16,1.0
13,promo_49,18,18,1.0
13,promo_5,12,12,1.0
13,promo_50,22,22,1.0
13,promo_51,33,33,1.0
13,promo_52,21,21,1.0
13,promo_53,26,26,1.0
13,promo_54,18,18,1.0
13,promo_55,34,34,1.0
13,promo_56,20,20,1.0
13,promo_57,17,17,1.0
13,promo_58,22,22,1.0
13,promo_59,32,32,1.0
13,promo_6,20,20,1.0
13,promo_60,16,16,1.0
13,promo_61,16,16,1.0
13,promo_63,30,30,1.0
13,promo_64,19,19,1.0
13,promo_65,35,35,1.0
13,promo_66,18,18,1.0
13,promo_67,25,25,1.0
13,promo_68,32,32,1.0
13,promo_69,33,33,1.0
13,promo_7,9,9,1.0
13,promo_70,11,11,1.0
13,promo_71,32,32,1.0
13,promo_72,18,18,1.0
13,promo_73,32,32,1.0
13,promo_74,32,32,1.0
13,promo_75,24,24,1.0
13,promo_76,33,33,1.0
13,promo_77,14,14,1.0
13,promo_78,21,21,1.0
13,promo_79,11,11,1.0
13,promo_8,15,15,1.0
13,promo_80,21,21,1.0
13,promo_81,24,24,1.0
13,promo_82,15,15,1.0
13,promo_83,23,23,1.0
13,promo_84,21,21,1.0
13,promo_85,34,34,1.0
13,promo_86,12,12,1.0
13,promo_87,8,8,1.0
13,promo_88,47,47,1.0
13,promo_9,11,11,1.0
13,promo_90,41,41,1.0
13,promo_91,32,32,1.0
13,promo_92,28,28,1.0
13,promo_93,8,8,1.0
13,promo_94,26,26,1.0
13,promo_95,24,24,1.0
13,promo_96,38,38,1.0
13,promo_97,21,21,1.0
13,promo_98,40,40,1.0
13,promo_99,15,15,1.0
14,promo_0,25,25,1.0
14,promo_1,15,15,1.0
14,promo_10,33,33,1.0
14,promo_11,32,32,1.0
14,promo_12,31,31,1.0
14,promo_13,16,16,1.0
14,promo_14,19,19,1.0
14,promo_15,30,30,1.0
14,promo_16,38,38,1.0
14,promo_17,13,13,1.0
14,promo_18,30,30,1.0
14,promo_19,8,8,1.0
14,promo_2,14,14,1.0
14,promo_20,28,28,1.0
14,promo_21,25,25,1.0
14,promo_22,31,31,1.0
14,promo_23,13,13,1.0
14,promo_24,15,15,1.0
14,promo_25,31,31,1.0
14,promo_26,13,13,1.0
14,promo_27,29,29,1.0
14,promo_28,37,37,1.0
14,promo_29,14,14,1.0
14,promo_3,37,37,1.0
14,promo_30,33,33,1.0
14,promo_31,37,37,1.0
14,promo_32,9,9,1.0
14,promo_33,27,27,1.0
14,promo_34,12,12,1.0
14,promo_35,23,23,1.0
14,promo_36,19,19,1.0
14,promo_37,25,25,1.0
14,promo_38,35,35,1.0
14,promo_39,31,31,1.0
14,promo_4,17,17,1.0
14,promo_40,17,17,1.0
14,promo_41,32,32,1.0
14,promo_42,17,17,1.0
14,promo_43,19,19,1.0
14,promo_44,16,16,1.0
14,promo_45,25,25,1.0
14,promo_46,34,34,1.0
14,promo_47,11,11,1.0
14,promo_48,21,21,1.0
14,promo_49,20,20,1.0
14,promo_5,11,11,1.0
14,promo_50,25,25,1.0
14,promo_51,30,30,1.0
14,promo_52,22,22,1.0
14,promo_53,28,28,1.0
14,promo_54,20,20,1.0
14,promo_55,37,37,1.0
14,promo_56,31,31,1.0
14,promo_57,25,25,1.0
14,promo_58,13,13,1.0
14,promo_59,33,33,1.0
14,promo_6,25,25,1.0
14,promo_60,24,24,1.0
14,promo_61,17,17,1.0
14,promo_63,21,21,1.0
14,promo_64,25,25,1.0
14,promo_65,37,37,1.0
14,promo_66,19,19,1.0
14,promo_67,36,36,1.0
14,promo_68,38,38,1.0
14,promo_69,20,20,1.0
14,promo_7,11,11,1.0
14,promo_70,5,5,1.0
14,promo_71,36,36,1.0
14,promo_72,20,20,1.0
14,promo_73,31,31,1.0
14,promo_74,29,29,1.0
14,promo_75,23,23,1.0
14,promo_76,44,44,1.0
14,promo_77,16,16,1.0
14,promo_78,38,38,1.0
14,promo_79,9,9,1.0
14,promo_8,12,12,1.0
14,promo_80,17,17,1.0
14,promo_81,24,24,1.0
14,promo_82,19,19,1.0
14,promo_83,34,34,1.0
14,promo_84,16,16,1.0
14,promo_85,38,38,1.0
14,promo_86,18,18,1.0
14,promo_87,7,7,1.0
14,promo_88,30,30,1.0
14,promo_9,15,15,1.0
14,promo_90,43,43,1.0
14,promo_91,34,34,1.0
14,promo_92,38,38,1.0
14,promo_93,7,7,1.0
14,promo_94,29,29,1.0
14,promo_95,25,25,1.0
14,promo_96,37,37,1.0
14,promo_97,14,14,1.0
14,promo_98,33,33,1.0
14,promo_99,18,18,1.0
15,promo_0,25,25,1.0
15,promo_1,22,22,1.0
15,promo_10,38,38,1.0
15,promo_11,33,33,1.0
15,promo_12,42,42,1.0
15,promo_13,23,23,1.0
15,promo_14,19,19,1.0
15,promo_15,34,34,1.0
15,promo_16,29,29,1.0
15,promo_17,19,19,1.0
15,promo_18,16,16,1.0
15,promo_19,7,7,1.0
15,promo_2,12,12,1.0
15,promo_20,25,25,1.0
15,promo_21,29,29,1.0
15,promo_22,34,34,1.0
15,promo_23,12,12,1.0
15,promo_24,23,23,1.0
15,promo_25,30,30,1.0
15,promo_26,15,15,1.0
15,promo_27,18,18,1.0
15,promo_28,36,36,1.0
15,promo_29,15,15,1.0
15,promo_3,31,31,1.0
15,promo_30,32,32,1.0
15,promo_31,25,25,1.0
15,promo_32,12,12,1.0
15,promo_33,22,22,1.0
15,promo_34,13,13,1.0
15,promo_35,26,26,1.0
15,promo_36,15,15,1.0
15,promo_37,15,15,1.0
15,promo_38,41,41,1.0
15,promo_39,35,35,1.0
15,promo_4,21,21,1.0
15,promo_40,28,28,1.0
15,promo_41,38,38,1.0
15,promo_42,24,24,1.0
15,promo_43,20,20,1.0
15,promo_44,22,22,1.0
15,promo_45,27,27,1.0
15,promo_46,31,31,1.0
15,promo_47,14,14,1.0
15,promo_48,30,30,1.0
15,promo_49,25,25,1.0
15,promo_5,12,12,1.0
15,promo_50,23,23,1.0
15,promo_51,21,21,1.0
15,promo_52,14,14,1.0
15,promo_53,30,30,1.0
15,promo_54,23,23,1.0
15,promo_55,24,24,1.0
15,promo_56,13,13,1.0
15,promo_57,26,26,1.0
15,promo_58,12,12,1.0
15,promo_59,41,41,1.0
15,promo_6,32,32,1.0
15,promo_60,24,24,1.0
15,promo_61,7,7,1.0
15,promo_63,21,21,1.0
15,promo_64,20,20,1.0
15,promo_65,35,35,1.0
15,promo_66,19,19,1.0
15,promo_67,26,26,1.0
15,promo_68,34,34,1.0
15,promo_69,18,18,1.0
15,promo_7,11,11,1.0
15,promo_70,10,10,1.0
15,promo_71,37,37,1.0
15,promo_72,21,21,1.0
15,promo_73,32,32,1.0
15,promo_74,20,20,1.0
15,promo_75,15,15,1.0
15,promo_76,35,35,1.0
15,promo_77,24,24,1.0
15,promo_78,36,36,1.0
15,promo_79,9,9,1.0
15,promo_8,12,12,1.0
15,promo_80,24,24,1.0
15,promo_81,24,24,1.0
15,promo_82,23,23,1.0
15,promo_83,38,38,1.0
15,promo_84,26,26,1.0
15,promo_85,46,46,1.0
15,promo_86,8,8,1.0
15,promo_87,12,12,1.0
15,promo_88,31,31,1.0
15,promo_9,9,9,1.0
15,promo_90,28,28,1.0
15,promo_91,37,37,1.0
15,promo_92,36,36,1.0
15,promo_93,13,13,1.0
15,promo_94,33,33,1.0
15,promo_95,20,20,1.0
15,promo_96,27,27,1.0
15,promo_97,17,17,1.0
15,promo_98,35,35,1.0
15,promo_99,16,16,1.0
16,promo_0,25,25,1.0
16,promo_1,17,17,1.0
16,promo_10,31,31,1.0
16,promo_11,29,29,1.0
16,promo_12,33,33,1.0
16,promo_13,19,19,1.0
16,promo_14,15,15,1.0
16,promo_15,46,46,1.0
16,promo_16,39,39,1.0
16,promo_17,19,19,1.0
16,promo_18,21,21,1.0
16,promo_19,12,12,1.0
16,promo_2,11,11,1.0
16,promo_20,31,31,1.0
16,promo_21,28,28,1.0
16,promo_22,35,35,1.0
16,promo_23,24,24,1.0
16,promo_24,21,21,1.0
16,promo_25,25,25,1.0
16,promo_26,13,13,1.0
16,promo_27,29,29,1.0
16,promo_28,34,34,1.0
16,promo_29,18,18,1.0
16,promo_3,28,28,1.0
16,promo_30,36,36,1.0
16,promo_31,29,29,1.0
16,promo_32,10,10,1.0
16,promo_33,32,32,1.0
16,promo_34,16,16,1.0
16,promo_35,22,22,1.0
16,promo_36,21,21,1.0
16,promo_37,23,23,1.0
16,promo_38,27,27,1.0
16,promo_39,39,39,1.0
16,promo_4,23,23,1.0
16,promo_40,18,18,1.0
16,promo_41,40,40,1.0
16,promo_42,11,11,1.0
16,promo_43,21,21,1.0
16,promo_44,24,24,1.0
16,promo_45,26,26,1.0
16,promo_46,22,22,1.0
16,promo_47,12,12,1.0
16,promo_48,25,25,1.0
16,promo_49,25,25,1.0
16,promo_5,14,14,1.0
16,promo_50,26,26,1.0
16,promo_51,19,19,1.0
16,promo_52,21,21,1.0
16,promo_53,30,30,1.0
16,promo_54,25,25,1.0
16,promo_55,42,42,1.0
16,promo_56,26,26,1.0
16,promo_57,21,21,1.0
16,promo_58,9,9,1.0
16,promo_59,42,42,1.0
16,promo_6,21,21,1.0
16,promo_60,25,25,1.0
16,promo_61,22,22,1.0
16,promo_63,22,22,1.0
16,promo_64,16,16,1.0
16,promo_65,38,38,1.0
16,promo_66,21,21,1.0
16,promo_67,17,17,1.0
16,promo_68,22,22,1.0
16,promo_69,31,31,1.0
16,promo_7,16,16,1.0
16,promo_70,11,11,1.0
16,promo_71,34,34,1.0
16,promo_72,33,33,1.0
16,promo_73,40,40,1.0
16,promo_74,25,25,1.0
16,promo_75,22,22,1.0
16,promo_76,42,42,1.0
16,promo_77,22,22,1.0
16,promo_78,23,23,1.0
16,promo_79,5,5,1.0
16,promo_8,12,12,1.0
16,promo_80,25,25,1.0
16,promo_81,21,21,1.0
16,promo_82,23,23,1.0
16,promo_83,36,36,1.0
16,promo_84,25,25,1.0
16,promo_85,28,28,1.0
16,promo_86,13,13,1.0
16,promo_87,9,9,1.0
16,promo_88,33,33,1.0
16,promo_9,15,15,1.0
16,promo_90,37,37,1.0
16,promo_91,40,40,1.0
16,promo_92,23,23,1.0
16,promo_93,10,10,1.0
16,promo_94,36,36,1.0
16,promo_95,27,27,1.0
16,promo_96,38,38,1.0
16,promo_97,13,13,1.0
16,promo_98,35,35,1.0
16,promo_99,8,8,1.0
17,promo_0,17,17,1.0
17,promo_1,25,25,1.0
17,promo_10,39,39,1.0
17,promo_11,31,31,1.0
17,promo_12,39,39,1.0
17,promo_13,15,15,1.0
17,promo_14,23,23,1.0
17,promo_15,29,29,1.0
17,promo_16,36,36,1.0
17,promo_17,19,19,1.0
17,promo_18,41,41,1.0
17,promo_19,10,10,1.0
17,promo_2,11,11,1.0
17,promo_20,29,29,1.0
17,promo_21,21,21,1.0
17,promo_22,37,37,1.0
17,promo_23,18,18,1.0
17,promo_24,24,24,1.0
17,promo_25,25,25,1.0
17,promo_26,12,12,1.0
17,promo_27,14,14,1.0
17,promo_28,39,39,1.0
17,promo_29,14,14,1.0
17,promo_3,37,37,1.0
17,promo_30,40,40,1.0
17,promo_31,31,31,1.0
17,promo_32,15,15,1.0
17,promo_33,22,22,1.0
17,promo_34,12,12,1.0
17,promo_35,21,21,1.0
17,promo_36,33,33,1.0
17,promo_37,21,21,1.0
17,promo_38,41,41,1.0
17,promo_39,41,41,1.0
17,promo_4,20,20,1.0
17,promo_40,27,27,1.0
17,promo_41,40,40,1.0
17,promo_42,23,23,1.0
17,promo_43,25,25,1.0
17,promo_44,23,23,1.0
17,promo_45,27,27,1.0
17,promo_46,26,26,1.0
17,promo_47,12,12,1.0
17,promo_48,26,26,1.0
17,promo_49,26,26,1.0
17,promo_5,11,11,1.0
17,promo_50,24,24,1.0
17,promo_51,31,31,1.0
17,promo_52,23,23,1.0
17,promo_53,32,32,1.0
17,promo_54,19,19,1.0
17,promo_55,36,36,1.0
17,promo_56,25,25,1.0
17,promo_57,15,15,1.0
17,promo_58,14,14,1.0
17,promo_59,32,32,1.0
17,promo_6,19,19,1.0
17,promo_60,25,25,1.0
17,promo_61,17,17,1.0
17,promo_63,28,28,1.0
17,promo_64,24,24,1.0
17,promo_65,47,47,1.0
17,promo_66,25,25,1.0
17,promo_67,31,31,1.0
17,promo_68,34,34,1.0
17,promo_69,26,26,1.0
17,promo_7,7,7,1.0
17,promo_70,11,11,1.0
17,promo_71,30,30,1.0
17,promo_72,30,30,1.0
17,promo_73,40,40,1.0
17,promo_74,27,27,1.0
17,promo_75,30,30,1.0
17,promo_76,40,40,1.0
17,promo_77,17,17,1.0
17,promo_78,37,37,1.0
17,promo_79,11,11,1.0
17,promo_8,13,13,1.0
17,promo_80,19,19,1.0
17,promo_81,17,17,1.0
17,promo_82,27,27,1.0
17,promo_83,39,39,1.0
17,promo_84,29,29,1.0
17,promo_85,34,34,1.0
17,promo_86,12,12,1.0
17,promo_87,5,5,1.0
17,promo_88,42,42,1.0
17,promo_9,13,13,1.0
17,promo_90,26,26,1.0
17,promo_91,37,37,1.0
17,promo_92,33,33,1.0
17,promo_93,13,13,1.0
17,promo_94,30,30,1.0
17,promo_95,20,20,1.0
17,promo_96,42,42,1.0
17,promo_97,12,12,1.0
17,promo_98,47,47,1.0
17,promo_99,14,14,1.0
18,promo_0,28,28,1.0
18,promo_1,31,31,1.0
18,promo_10,68,68,1.0
18,promo_11,66,66,1.0
18,promo_12,63,63,1.0
18,promo_13,38,38,1.0
18,promo_14,42,42,1.0
18,promo_15,59,59,1.0
18,promo_16,62,62,1.0
18,promo_17,46,46,1.0
18,promo_18,43,43,1.0
18,promo_19,18,18,1.0
18,promo_2,22,22,1.0
18,promo_20,41,41,1.0
18,promo_21,50,50,1.0
18,promo_22,52,52,1.0
18,promo_23,26,26,1.0
18,promo_24,28,28,1.0
18,promo_25,34,34,1.0
18,promo_26,23,23,1.0
18,promo_27,44,44,1.0
18,promo_28,54,54,1.0
18,promo_29,25,25,1.0
18,promo_3,68,68,1.0
18,promo_30,60,60,1.0
18,promo_31,57,57,1.0
18,promo_32,25,25,1.0
18,promo_33,34,34,1.0
18,promo_34,20,20,1.0
18,promo_35,51,51,1.0
18,promo_36,41,41,1.0
18,promo_37,36,36,1.0
18,promo_38,62,62,1.0
18,promo_39,58,58,1.0
18,promo_4,37,37,1.0
18,promo_40,41,41,1.0
18,promo_41,64,64,1.0
18,promo_42,31,31,1.0
18,promo_43,41,41,1.0
18,promo_44,47,47,1.0
18,promo_45,44,44,1.0
18,promo_46,55,55,1.0
18,promo_47,25,25,1.0
18,promo_48,35,35,1.0
18,promo_49,38,38,1.0
18,promo_5,20,20,1.0
18,promo_50,47,47,1.0
18,promo_51,46,46,1.0
18,promo_52,26,26,1.0
18,promo_53,47,47,1.0
18,promo_54,48,48,1.0
18,promo_55,51,51,1.0
18,promo_56,30,30,1.0
18,promo_57,23,23,1.0
18,promo_58,27,27,1.0
18,promo_59,73,73,1.0
18,promo_6,25,25,1.0
18,promo_60,22,22,1.0
18,promo_61,24,24,1.0
18,promo_63,45,45,1.0
18,promo_64,42,42,1.0
18,promo_65,58,58,1.0
18,promo_66,31,31,1.0
18,promo_67,43,43,1.0
18,promo_68,52,52,1.0
18,promo_69,33,33,1.0
18,promo_7,18,18,1.0
18,promo_70,22,22,1.0
18,promo_71,55,55,1.0
18,promo_72,34,34,1.0
18,promo_73,41,41,1.0
18,promo_74,38,38,1.0
18,promo_75,35,35,1.0
18,promo_76,58,58,1.0
18,promo_77,36,36,1.0
18,promo_78,70,70,1.0
18,promo_79,15,15,1.0
18,promo_8,22,22,1.0
18,promo_80,47,47,1.0
18,promo_81,46,46,1.0
18,promo_82,50,50,1.0
18,promo_83,48,48,1.0
18,promo_84,37,37,1.0
18,promo_85,59,59,1.0
18,promo_86,27,27,1.0
18,promo_87,19,19,1.0
18,promo_88,60,60,1.0
18,promo_9,27,27,1.0
18,promo_90,55,55,1.0
18,promo_91,62,62,1.0
18,promo_92,70,70,1.0
18,promo_93,24,24,1.0
18,promo_94,58,58,1.0
18,promo_95,49,49,1.0
18,promo_96,70,70,1.0
18,promo_97,19,19,1.0
