monetary,frequency,segments_numeric
28.350128205128193,60.21052631578947,1.0
21.683333333333334,27.5,1.0
35.4675,5.0,2.0
35.49,45.0,2.0
32.91435897435897,63.39473684210526,1.0
31.67641304347826,51.86666666666667,1.0
28.92833333333333,27.0,1.0
31.47984375,75.80645161290323,1.0
24.9175,33.0,1.0
29.897941176470596,48.7,1.0
34.435,32.0,2.0
31.43386363636364,55.13953488372093,1.0
20.127499999999998,37.0,0.0
22.705,12.0,1.0
25.255714285714287,55.926829268292686,1.0
35.4525,6.0,
23.295,18.0,1.0
28.564310344827582,81.85714285714286,1.0
30.037499999999998,36.0,1.0
28.73326086956522,51.2,1.0
29.435641025641026,62.921052631578945,1.0
31.356428571428577,57.0,1.0
23.9,46.0,1.0
27.793571428571425,56.829268292682926,1.0
14.015,19.0,0.0
31.0475,31.0,1.0
36.54,46.0,2.0
29.63315217391305,53.06666666666667,1.0
29.339791666666667,51.1063829787234,1.0
29.070555555555565,55.52272727272727,1.0
31.06681818181818,54.25581395348837,1.0
38.655,59.0,2.0
27.424508196721316,39.81666666666667,1.0
23.9975,10.0,
36.91,11.0,2.0
26.57697674418604,57.23809523809524,1.0
30.999999999999996,49.520833333333336,1.0
38.685,23.0,2.0
22.197499999999998,13.0,1.0
16.66166666666667,24.5,0.0
30.873333333333335,28.0,1.0
19.4825,28.0,0.0
29.63378378378378,66.86111111111111,1.0
10.9525,2.0,
27.369318181818183,54.44186046511628,1.0
30.54291666666666,50.319148936170215,1.0
30.875,26.0,1.0
28.814607843137257,46.1,1.0
29.744326923076926,47.529411764705884,1.0
28.1475,67.0,1.0
28.53644736842105,59.351351351351354,1.0
30.537222222222226,69.6,1.0
28.377499999999998,19.0,1.0
31.579999999999995,84.14814814814815,1.0
26.828699999999994,48.42857142857143,1.0
21.7375,30.0,1.0
53.825,27.0,11.0
29.86452830188678,45.67307692307692,1.0
17.637500000000003,21.0,0.0
22.1375,47.0,1.0
21.2775,56.0,1.0
19.556250000000002,14.333333333333334,0.0
35.082499999999996,26.0,2.0
14.753333333333332,17.5,0.0
18.66,29.0,0.0
21.715,15.0,
30.45487804878049,60.225,1.0
29.730000000000004,43.509433962264154,1.0
36.915,7.0,
28.44714285714286,57.951219512195124,1.0
28.97,22.5,1.0
38.42000000000001,16.5,2.0
30.41114583333334,50.02127659574468,1.0
30.81426829268291,57.5,1.0
27.354456521739127,47.6,1.0
29.89577777777778,54.79545454545455,1.0
30.543382352941173,68.48484848484848,1.0
25.96866666666667,52.81818181818182,1.0
32.2675,16.0,
36.6825,7.0,2.0
28.1025,13.0,1.0
29.00476190476191,58.170731707317074,1.0
37.21,35.0,2.0
30.72073170731706,59.125,1.0
40.68,43.0,2.0
28.65794117647059,48.64,1.0
28.552500000000002,34.0,1.0
23.490000000000002,40.0,1.0
34.79,8.0,
27.26175438596492,43.05357142857143,1.0
42.535,65.0,11.0
30.592567567567574,65.38888888888889,1.0
17.523333333333337,25.5,0.0
28.257500000000004,62.83783783783784,1.0
35.4,42.0,2.0
33.81666666666666,9.0,
18.375,3.0,
26.415434782608692,53.08888888888889,1.0
30.472111111111126,54.18181818181818,1.0
30.696590909090904,53.906976744186046,1.0
30.351538461538464,62.73684210526316,1.0
7.34,10.0,0.0
33.1475,40.0,1.0
53.565,15.0,11.0
41.68666666666667,23.5,11.0
29.78705882352941,47.2,1.0
22.6575,34.0,
50.227500000000006,24.0,11.0
30.960833333333333,56.58536585365854,1.0
38.0775,9.0,
26.6525,18.0,1.0
28.817500000000003,2.0,
33.310138888888886,68.14285714285714,1.0
29.015,22.0,1.0
36.235,14.0,2.0
25.904387755102036,49.520833333333336,1.0
27.973333333333333,14.5,1.0
27.413499999999992,58.794871794871796,1.0
29.519000000000005,69.5,1.0
27.996625,58.717948717948715,1.0
20.873333333333335,26.0,1.0
24.456666666666667,16.0,1.0
35.06166666666667,9.5,2.0
36.675,29.0,2.0
29.88008771929825,42.357142857142854,1.0
33.3325,18.0,1.0
27.34,11.0,
28.632702702702698,67.58333333333333,1.0
27.005,9.0,1.0
29.766444444444446,52.52272727272727,1.0
30.45439024390244,61.175,1.0
30.330000000000002,56.75609756097561,1.0
29.12,9.0,1.0
30.313333333333333,17.5,1.0
35.305,7.0,2.0
42.9225,2.0,
29.304399999999998,47.46938775510204,1.0
27.265,24.0,1.0
29.6,10.0,1.0
29.53636363636364,53.0,1.0
31.51,49.583333333333336,1.0
32.429574468085114,50.108695652173914,1.0
29.59702380952381,58.146341463414636,1.0
42.1375,11.0,11.0
26.795545454545447,44.55555555555556,1.0
40.71,5.0,2.0
28.62141509433962,46.36538461538461,1.0
28.735999999999994,49.10204081632653,1.0
38.9725,9.0,
27.57283783783783,66.88888888888889,1.0
32.30822916666667,50.95744680851064,1.0
34.069021739130434,49.55555555555556,2.0
44.635,16.0,11.0
40.205,7.0,2.0
31.962500000000002,11.0,1.0
28.10520833333334,51.59574468085106,1.0
45.19,33.0,11.0
20.0925,6.0,0.0
33.77723404255319,50.93478260869565,2.0
29.395,4.0,
25.877499999999998,20.0,1.0
29.947499999999998,6.0,
33.343333333333334,30.5,1.0
29.4625,51.31111111111111,1.0
26.597727272727273,55.325581395348834,1.0
28.45,8.0,1.0
29.370975609756105,55.8,1.0
27.095545454545466,43.907407407407405,1.0
29.7425,9.0,
30.490425531914898,52.30434782608695,1.0
31.41300000000001,49.38775510204081,1.0
31.554459459459455,67.13888888888889,1.0
30.328068181818182,53.86046511627907,1.0
28.838297872340434,48.93478260869565,1.0
18.923333333333332,24.0,0.0
30.88616279069768,55.904761904761905,1.0
24.415000000000003,22.5,1.0
28.932083333333342,64.54285714285714,1.0
26.5175,20.0,1.0
31.486341463414636,59.95,1.0
28.9795,49.57142857142857,1.0
32.03076086956521,54.13333333333333,1.0
35.7775,9.0,2.0
32.992,54.5,1.0
13.29,34.0,0.0
33.03645161290322,77.16666666666667,1.0
35.230000000000004,3.0,
27.96614583333333,49.91489361702128,1.0
26.18,32.0,1.0
33.501666666666665,30.5,1.0
28.205,13.0,1.0
20.0325,46.0,0.0
29.953999999999997,61.97435897435897,1.0
23.74,33.0,1.0
16.7225,19.0,0.0
23.6525,70.0,1.0
31.052272727272733,73.0625,1.0
27.371666666666666,8.5,1.0
31.424545454545463,55.2093023255814,1.0
28.52,7.0,1.0
31.550000000000004,66.0,1.0
24.79691176470588,73.0,1.0
19.623333333333335,21.0,0.0
28.23767441860465,57.785714285714285,1.0
31.2775,13.0,1.0
37.82,10.0,2.0
30.7225,29.0,1.0
30.805760869565212,54.13333333333333,1.0
30.470540540540544,62.55555555555556,1.0
29.996250000000003,19.333333333333332,1.0
31.24010416666667,51.51063829787234,1.0
28.653863636363635,55.69767441860465,1.0
29.60179487179488,62.81578947368421,1.0
29.06726190476191,58.853658536585364,1.0
28.547399999999996,49.06122448979592,1.0
32.464999999999996,19.5,1.0
32.04666666666666,20.5,1.0
38.50833333333333,26.0,2.0
30.74,25.0,1.0
29.049130434782615,51.71111111111111,1.0
18.48375,10.666666666666666,0.0
42.9725,7.0,11.0
35.3925,68.0,2.0
29.889605263157897,57.567567567567565,1.0
30.32460000000001,47.93877551020408,1.0
28.41023809523809,54.63414634146341,1.0
28.786702127659577,51.21739130434783,1.0
28.503292682926823,57.0,1.0
35.26,41.0,2.0
35.62166666666666,31.0,2.0
31.758205128205127,61.3421052631579,1.0
26.55833333333334,61.18421052631579,1.0
27.98,52.0,1.0
34.615,16.0,2.0
29.186176470588236,46.94,1.0
22.855,11.5,1.0
34.16166666666667,21.0,2.0
34.36347222222221,61.65714285714286,2.0
13.790000000000001,17.0,0.0
31.236020408163263,50.479166666666664,1.0
31.053369565217398,52.0,1.0
31.3925,60.0,1.0
16.645,0.0,0.0
36.575,51.0,2.0
30.216190476190473,58.4390243902439,1.0
29.20021276595745,52.369565217391305,1.0
27.934519230769233,46.96078431372549,1.0
26.471666666666664,11.0,1.0
28.864375,49.340425531914896,1.0
29.07630434782607,53.0,1.0
26.939431818181813,56.83720930232558,1.0
31.289666666666665,80.6896551724138,1.0
31.27577586206896,42.0,1.0
25.849999999999998,5.0,
20.237499999999997,8.0,0.0
27.418452380952377,54.31707317073171,1.0
26.5625,8.0,1.0
29.79425531914893,52.06521739130435,1.0
29.246315789473687,63.972972972972975,1.0
19.223333333333333,27.0,0.0
34.15927083333333,50.06382978723404,2.0
32.37340909090909,55.69767441860465,1.0
30.751511627906982,56.73809523809524,1.0
28.502111111111116,50.70454545454545,1.0
24.0175,29.0,1.0
30.419250000000005,62.0,1.0
23.8125,15.666666666666666,1.0
28.831666666666667,20.0,1.0
28.60244680851064,48.108695652173914,1.0
30.0325,14.0,1.0
33.8575,5.0,2.0
28.817307692307693,47.3921568627451,1.0
28.302500000000002,13.0,1.0
34.94308510638298,51.108695652173914,2.0
44.3825,7.0,
31.159534883720934,55.88095238095238,1.0
22.3325,16.0,1.0
36.9425,4.0,2.0
31.23,22.0,1.0
31.20500000000001,52.41304347826087,1.0
31.827083333333334,50.765957446808514,1.0
34.76440476190477,59.21951219512195,2.0
52.23833333333334,12.5,11.0
12.6825,15.0,0.0
25.888552631578943,64.35135135135135,1.0
22.189,15.25,1.0
30.025454545454547,53.04651162790697,1.0
27.36770833333333,51.04255319148936,1.0
29.110000000000007,49.083333333333336,1.0
29.60523255813952,54.833333333333336,1.0
15.825,18.0,
28.459300000000006,49.3469387755102,1.0
29.009729729729735,66.38888888888889,1.0
20.9175,6.0,
35.2525,7.0,2.0
29.15833333333333,11.5,1.0
24.2425,15.0,1.0
29.00357142857143,57.4390243902439,1.0
27.707653061224484,48.625,1.0
21.82,24.0,1.0
31.009999999999998,15.0,1.0
28.436333333333327,54.31818181818182,1.0
26.9425,8.0,
31.83297297297297,64.5,1.0
42.3,19.0,11.0
30.636739130434773,51.44444444444444,1.0
25.386666666666667,23.0,1.0
29.559166666666677,56.073170731707314,1.0
41.212500000000006,13.0,2.0
27.775,8.0,1.0
29.11722222222222,45.264150943396224,1.0
31.961315789473677,64.54054054054055,1.0
29.151250000000005,69.65714285714286,1.0
14.487499999999999,10.0,
30.479615384615386,47.529411764705884,1.0
28.877875,59.61538461538461,1.0
26.792500000000004,54.093023255813954,1.0
31.885937499999994,45.51063829787234,1.0
25.569565217391304,53.2,1.0
30.8125,16.0,1.0
39.92166666666666,6.5,
32.550104166666664,49.95744680851064,1.0
13.5075,18.0,0.0
28.915000000000003,7.0,
19.8675,7.0,0.0
29.800405405405407,60.333333333333336,1.0
28.9856862745098,47.54,1.0
27.916666666666668,50.234042553191486,1.0
39.9925,4.0,2.0
17.55625,12.666666666666666,0.0
43.129999999999995,16.0,11.0
30.48,25.0,1.0
31.476808510638314,52.69565217391305,1.0
32.480588235294114,72.60606060606061,1.0
29.130116279069764,58.04761904761905,1.0
51.1075,4.0,11.0
50.9075,20.0,11.0
22.55666666666667,27.0,1.0
13.0775,41.0,0.0
30.91233333333334,54.13636363636363,1.0
32.3575,10.0,
28.74357142857142,48.354166666666664,1.0
28.985,10.0,1.0
32.546710526315785,63.2972972972973,1.0
26.268387096774187,76.66666666666667,1.0
39.5125,30.0,2.0
29.746666666666666,26.5,1.0
25.442051282051278,59.68421052631579,1.0
24.425,19.0,1.0
29.96999999999999,62.05128205128205,1.0
32.400568181818194,55.69767441860465,1.0
31.485869565217396,51.77777777777778,1.0
25.39375,16.0,1.0
34.97552631578947,63.189189189189186,2.0
28.753369565217394,52.53333333333333,1.0
19.53,19.0,0.0
19.822499999999998,8.0,0.0
31.7875,16.0,1.0
29.588229166666654,49.702127659574465,1.0
31.766923076923085,61.28947368421053,1.0
25.0525,17.0,
27.973750000000003,12.333333333333334,1.0
29.465476190476195,58.26829268292683,1.0
27.995348837209296,53.80952380952381,1.0
32.17657142857143,67.5,1.0
18.445,10.0,0.0
21.7175,25.0,1.0
28.145,19.0,1.0
29.84499999999999,58.794871794871796,1.0
39.1025,17.333333333333332,2.0
29.26033333333333,52.90909090909091,1.0
27.823333333333334,22.5,1.0
29.817500000000003,53.0,1.0
43.817499999999995,10.0,
36.7875,7.0,2.0
32.705,26.0,1.0
31.120319148936176,53.02173913043478,1.0
30.39154761904762,57.90243902439025,1.0
33.22,28.0,1.0
35.879999999999995,15.0,
25.7525,3.0,1.0
27.581590909090906,56.627906976744185,1.0
29.495,37.0,1.0
27.012500000000003,17.0,1.0
29.551956521739132,51.955555555555556,1.0
29.299999999999997,21.0,
29.700131578947374,62.83783783783784,1.0
45.3425,45.0,11.0
20.192500000000003,30.0,0.0
32.00405405405406,66.94444444444444,1.0
46.504999999999995,32.0,11.0
26.475,32.0,1.0
18.315,9.5,0.0
31.277297297297302,65.38888888888889,1.0
29.088414634146336,59.5,1.0
27.63829268292683,58.95,1.0
27.267187499999995,72.58064516129032,1.0
12.8925,3.0,0.0
31.064166666666665,47.59574468085106,1.0
33.8975,8.0,
38.555,3.0,2.0
29.81846153846154,58.28947368421053,1.0
24.886666666666667,26.0,1.0
29.42,5.0,
26.4025,7.0,
31.425102040816334,50.0,1.0
8.23,13.0,0.0
41.7025,13.0,11.0
29.496022727272734,54.69767441860465,1.0
29.189999999999998,9.0,
28.64723684210527,66.27027027027027,1.0
38.3775,8.0,2.0
29.23718749999999,51.1063829787234,1.0
39.9375,4.0,2.0
36.879999999999995,7.0,
28.399772727272737,54.83720930232558,1.0
30.91608108108108,65.66666666666667,1.0
31.683461538461536,63.526315789473685,1.0
33.33157407407408,43.37735849056604,1.0
27.53051020408163,48.958333333333336,1.0
36.7125,20.0,2.0
26.209999999999994,52.95348837209303,1.0
27.66011627906977,56.404761904761905,1.0
30.442000000000014,43.01851851851852,1.0
20.255000000000003,24.0,0.0
29.115000000000002,7.0,1.0
15.865,8.0,0.0
36.678333333333335,23.5,2.0
47.769999999999996,11.0,11.0
30.07848837209303,55.785714285714285,1.0
29.565,19.0,1.0
29.230609756097554,58.825,1.0
29.976511627906984,56.595238095238095,1.0
28.50326923076923,46.6078431372549,1.0
26.4125,18.0,
27.276071428571424,86.51851851851852,1.0
16.5225,11.0,
32.63414634146341,58.925,1.0
26.116666666666664,19.0,1.0
28.00566666666666,52.59090909090909,1.0
36.6175,20.0,2.0
32.28542553191489,51.82608695652174,1.0
31.467653061224507,50.8125,1.0
25.39,30.5,1.0
28.921250000000004,62.743589743589745,1.0
38.526666666666664,9.5,2.0
16.7775,40.0,0.0
15.51,15.0,0.0
22.9775,15.0,1.0
18.9125,40.0,0.0
34.89,15.0,2.0
25.87602941176471,70.33333333333333,1.0
31.424555555555557,51.79545454545455,1.0
29.855,26.5,1.0
29.110000000000003,7.0,1.0
36.962500000000006,17.0,2.0
30.915350877192974,41.285714285714285,1.0
31.74478723404255,52.08695652173913,1.0
18.768333333333334,16.0,0.0
31.31770833333333,48.808510638297875,1.0
28.79437499999999,50.57446808510638,1.0
32.599512195121946,56.8,1.0
21.145,5.0,1.0
28.121219512195122,57.525,1.0
28.7425,4.0,1.0
31.697400000000002,48.63265306122449,1.0
30.502763157894737,65.97297297297297,1.0
29.872391304347808,53.71111111111111,1.0
24.6725,69.0,1.0
31.435000000000002,16.0,1.0
24.5,14.0,
14.232500000000002,13.0,
22.586666666666662,12.5,1.0
39.60125,17.666666666666668,2.0
28.447624999999995,62.61538461538461,1.0
33.589999999999996,9.0,1.0
29.387500000000003,48.91836734693877,1.0
28.26976744186047,53.666666666666664,1.0
18.549999999999997,7.0,0.0
37.45,10.0,2.0
27.8775,10.0,1.0
37.010000000000005,16.0,2.0
20.572499999999998,33.0,0.0
17.765,19.5,0.0
31.384047619047607,57.21951219512195,1.0
26.548548387096773,75.16666666666667,1.0
24.7575,36.0,1.0
26.606666666666666,27.5,1.0
37.5525,21.0,2.0
32.99948717948718,55.36842105263158,1.0
26.354583333333334,40.67796610169491,1.0
29.46614583333333,51.12765957446808,1.0
29.91854166666667,48.42553191489362,1.0
31.258240740740735,43.58490566037736,1.0
28.58094339622642,44.09615384615385,1.0
37.885000000000005,10.0,2.0
33.69754901960784,48.18,2.0
35.835,15.5,2.0
32.81377551020409,49.375,1.0
29.0175,12.0,
44.89,9.0,11.0
27.914803921568627,48.18,1.0
28.55666666666667,50.5531914893617,1.0
16.5225,48.0,0.0
30.843076923076918,47.35294117647059,1.0
21.8125,15.0,1.0
30.835849056603774,45.51923076923077,1.0
25.303500000000003,47.89795918367347,1.0
44.115,6.0,
19.38,9.0,0.0
27.59957446808511,49.43478260869565,1.0
45.8925,7.0,11.0
45.0575,13.0,11.0
37.495,14.0,2.0
33.2675,8.0,1.0
34.52333333333333,11.0,2.0
29.103536585365855,60.05,1.0
25.57166666666667,9.0,1.0
29.606410256410246,64.13157894736842,1.0
49.735,17.0,11.0
32.97333333333333,18.5,1.0
48.1075,6.0,
30.630384615384617,61.921052631578945,1.0
25.685,35.0,1.0
38.455,7.0,2.0
39.53666666666667,29.0,2.0
28.103333333333335,34.0,1.0
26.46892156862745,48.48,1.0
32.46,8.0,1.0
38.74375,16.0,2.0
31.988717948717948,50.18421052631579,1.0
30.147619047619052,57.390243902439025,1.0
21.85666666666667,18.0,1.0
40.5375,25.0,2.0
28.93255813953488,57.666666666666664,1.0
27.197499999999998,37.0,1.0
30.182333333333325,53.63636363636363,1.0
14.267500000000002,6.0,
29.75871794871795,63.6578947368421,1.0
16.00375,15.0,0.0
51.932500000000005,63.0,11.0
31.376666666666665,28.0,1.0
28.481666666666666,13.0,1.0
28.11,10.0,1.0
17.32,15.0,
31.283541666666668,51.91489361702128,1.0
27.567500000000003,69.0,1.0
27.27,14.0,1.0
43.4875,16.0,
25.2175,16.0,
30.569318181818186,54.627906976744185,1.0
31.007159090909102,55.23255813953488,1.0
22.55,13.5,1.0
28.6625,71.0,1.0
29.151739130434787,51.6,1.0
30.587840909090914,46.7906976744186,1.0
29.520000000000003,21.0,
29.080121951219514,60.725,1.0
20.2325,30.0,0.0
29.33,18.0,1.0
28.353333333333335,19.5,1.0
26.472500000000004,17.0,1.0
26.588750000000005,51.61702127659574,1.0
33.7325,42.0,2.0
29.93344444444444,51.54545454545455,1.0
29.494069767441868,55.404761904761905,1.0
31.950000000000003,48.0,1.0
18.028333333333336,9.5,
24.785,60.05,1.0
14.605,11.0,0.0
30.08579545454546,56.27906976744186,1.0
24.365000000000002,27.0,1.0
31.056136363636366,54.76744186046512,1.0
17.342,15.25,0.0
27.55348837209302,55.833333333333336,1.0
31.095,9.0,
29.788333333333338,5.0,1.0
38.42,35.0,2.0
21.694999999999997,7.0,1.0
19.015,21.0,0.0
28.995,41.0,1.0
32.40914893617021,50.65217391304348,1.0
18.2225,48.0,0.0
36.4825,25.0,
28.305,14.0,1.0
24.18,10.0,1.0
24.7325,10.0,
25.954761904761913,58.58536585365854,1.0
29.228229166666665,48.87234042553192,1.0
23.8125,14.0,
17.67,10.0,0.0
27.064142857142862,69.20588235294117,1.0
31.248947368421053,61.16216216216216,1.0
23.6925,18.0,1.0
27.28,10.0,
16.073333333333334,6.5,
25.272857142857145,66.76470588235294,1.0
52.275,68.0,11.0
23.259999999999998,40.0,1.0
31.244565217391308,50.62222222222222,1.0
32.59344444444445,55.18181818181818,1.0
44.2475,6.0,11.0
32.76192307692307,62.1578947368421,1.0
36.733333333333334,18.5,2.0
29.797542372881342,40.62068965517241,1.0
29.92,16.0,
29.880000000000003,16.0,
21.711666666666662,8.0,1.0
30.707375000000003,61.05128205128205,1.0
28.837500000000002,54.95348837209303,1.0
27.084000000000003,66.73529411764706,1.0
21.68,26.0,1.0
30.173365384615376,46.90196078431372,1.0
34.692499999999995,39.0,2.0
27.28,15.0,
29.4675,19.0,1.0
31.162954545454536,55.81395348837209,1.0
34.946666666666665,27.0,2.0
15.594999999999999,24.5,0.0
39.8275,14.0,2.0
29.970975609756092,57.925,1.0
21.8125,13.0,1.0
29.424605263157893,64.29729729729729,1.0
36.915,8.0,2.0
29.80666666666667,6.5,1.0
26.97306818181818,54.093023255813954,1.0
26.73223404255319,52.67391304347826,1.0
28.129999999999995,48.95918367346939,1.0
29.705288461538466,47.13725490196079,1.0
31.197499999999998,20.0,1.0
30.320188679245284,45.82692307692308,1.0
43.25,33.0,11.0
41.580000000000005,11.0,11.0
30.10758333333333,40.728813559322035,1.0
27.2075,40.0,1.0
29.490937499999987,51.744680851063826,1.0
25.005,15.0,1.0
29.653421052631582,64.70270270270271,1.0
26.135,38.0,1.0
30.521363636363628,54.76744186046512,1.0
28.283125000000002,51.12765957446808,1.0
24.55,20.5,1.0
28.60370967741935,80.16666666666667,1.0
33.73,15.0,2.0
22.802500000000002,11.0,
18.4975,15.0,0.0
29.692386363636363,55.41860465116279,1.0
29.438749999999995,68.34285714285714,1.0
30.975480769230767,45.88235294117647,1.0
16.775,16.0,0.0
32.58857142857143,41.92727272727273,1.0
36.644999999999996,25.0,2.0
29.083545454545447,40.870370370370374,1.0
38.735,34.0,2.0
36.6,7.0,2.0
38.151666666666664,24.5,2.0
30.1375,21.0,1.0
22.3175,4.0,1.0
23.4175,20.0,1.0
30.435000000000002,15.0,
26.565,12.0,1.0
31.665,5.0,1.0
25.12,28.0,1.0
32.557500000000005,23.0,1.0
43.88,37.0,11.0
37.4475,38.0,2.0
30.201909090909094,43.51851851851852,1.0
19.305,13.0,
36.54,8.0,
27.97694444444444,67.14285714285714,1.0
36.178333333333335,20.0,2.0
29.009999999999998,14.0,
33.093333333333334,12.5,1.0
29.29,56.325581395348834,1.0
31.081666666666667,8.0,
32.725,51.0,1.0
17.403333333333332,22.0,0.0
30.034625,62.17948717948718,1.0
29.027674418604658,57.30952380952381,1.0
33.05986486486487,62.083333333333336,1.0
22.896666666666665,25.5,1.0
30.235,10.0,1.0
17.8875,24.0,0.0
19.55,6.0,0.0
15.963333333333333,18.5,0.0
27.7125,41.0,1.0
28.985689655172415,82.85714285714286,1.0
24.14,26.0,1.0
35.1925,2.0,2.0
25.689999999999998,22.0,1.0
16.79,13.0,0.0
31.235,10.0,1.0
31.644302325581403,56.54761904761905,1.0
29.995978260869553,49.13333333333333,1.0
33.6225,6.0,1.0
28.76759615384614,47.3921568627451,1.0
31.956875000000007,49.97872340425532,1.0
29.219897959183665,48.833333333333336,1.0
22.125,8.0,1.0
55.66,8.0,
33.390392156862745,45.06,1.0
19.075000000000003,41.0,0.0
40.0075,10.0,2.0
29.466499999999996,61.43589743589744,1.0
25.035000000000004,64.2,1.0
34.1225,32.0,2.0
30.396571428571423,64.05882352941177,1.0
26.654047619047613,56.68292682926829,1.0
32.32,23.5,1.0
27.325438596491235,40.410714285714285,1.0
26.19755813953488,56.88095238095238,1.0
28.18769230769231,44.86274509803921,1.0
30.058048780487812,59.95,1.0
26.7125,42.0,1.0
38.605,17.0,2.0
36.1,46.0,2.0
33.82333333333333,20.0,2.0
37.852500000000006,37.0,2.0
26.97838235294117,71.0909090909091,1.0
30.569499999999998,47.244897959183675,1.0
29.83585365853659,58.175,1.0
29.90079545454545,56.83720930232558,1.0
34.582499999999996,4.0,2.0
30.399130434782606,50.666666666666664,1.0
20.635,50.0,0.0
27.240204081632648,50.291666666666664,1.0
30.1775,56.0,1.0
21.93,13.0,1.0
31.525700000000008,48.795918367346935,1.0
27.665555555555564,69.82857142857142,1.0
29.383488372093034,57.73809523809524,1.0
28.943888888888882,51.95454545454545,1.0
26.12243243243243,64.05555555555556,1.0
32.37764705882352,71.57575757575758,1.0
31.99333333333333,22.0,1.0
42.64,24.0,11.0
31.153333333333336,14.0,1.0
28.15413461538461,46.1764705882353,1.0
29.6075,39.0,1.0
31.492631578947375,63.729729729729726,1.0
38.4125,13.0,
29.053000000000008,60.43589743589744,1.0
30.72141304347826,52.46666666666667,1.0
30.891046511627902,56.166666666666664,1.0
27.23060975609756,57.7,1.0
30.693452380952387,58.68292682926829,1.0
30.258648648648652,62.138888888888886,1.0
28.0175,18.0,
37.73,47.0,2.0
31.6714,49.714285714285715,1.0
19.8625,26.0,0.0
35.150000000000006,17.0,
19.131666666666668,17.5,0.0
36.285,24.0,2.0
27.518829787234036,52.26086956521739,1.0
16.53,10.5,0.0
20.0975,63.0,0.0
25.2925,21.0,1.0
23.14,45.0,1.0
23.4775,9.0,
30.072419354838708,76.73333333333333,1.0
32.75255813953488,58.166666666666664,1.0
28.151249999999997,13.333333333333334,1.0
28.198666666666664,51.81818181818182,1.0
35.75833333333333,16.0,2.0
36.3325,30.0,2.0
29.50228571428572,64.17647058823529,1.0
27.064999999999998,55.674418604651166,1.0
28.793749999999996,58.94871794871795,1.0
33.9725,40.0,2.0
32.37053571428571,88.74074074074075,1.0
33.287,49.142857142857146,1.0
30.7425,15.0,
28.90478723404254,51.02173913043478,1.0
30.163000000000007,55.06818181818182,1.0
17.1625,16.0,0.0
29.825,6.5,1.0
31.42634615384616,45.6078431372549,1.0
29.3875,16.0,1.0
24.708000000000002,13.0,1.0
21.558333333333334,14.0,1.0
26.961944444444452,64.17142857142858,1.0
29.25369047619047,58.19512195121951,1.0
28.483522727272735,56.13953488372093,1.0
29.38631578947368,63.432432432432435,1.0
29.235,14.0,1.0
20.93,24.0,1.0
15.217500000000001,58.0,0.0
30.629787234042556,51.5,1.0
29.680000000000003,16.5,1.0
31.956794871794866,62.921052631578945,1.0
29.88204545454545,55.093023255813954,1.0
30.327435897435898,63.1578947368421,1.0
33.125,23.0,1.0
31.216052631578947,59.91891891891892,1.0
31.735147058823532,68.24242424242425,1.0
29.415416666666673,67.74285714285715,1.0
14.235,53.0,0.0
30.816749999999995,61.30769230769231,1.0
30.34,28.0,1.0
17.325,28.0,0.0
30.198333333333334,18.5,1.0
32.208720930232566,55.023809523809526,1.0
25.331046511627914,54.404761904761905,1.0
26.515,28.0,1.0
22.6075,5.0,1.0
32.95,8.0,1.0
28.454255319148924,51.06521739130435,1.0
28.87848837209302,58.04761904761905,1.0
29.71051282051282,60.81578947368421,1.0
31.020348837209298,53.714285714285715,1.0
30.707403846153845,47.90196078431372,1.0
28.6075,3.0,
28.141162790697678,57.19047619047619,1.0
23.15,19.0,1.0
30.012346938775526,46.520833333333336,1.0
22.528333333333336,30.0,1.0
46.175,57.0,11.0
26.209047619047617,57.09756097560975,1.0
28.98884615384615,60.10526315789474,1.0
30.76242424242424,72.71875,1.0
39.839999999999996,15.0,
27.660952380952374,59.390243902439025,1.0
31.960789473684205,62.24324324324324,1.0
29.553900000000013,46.673469387755105,1.0
30.26803921568628,45.98,1.0
14.7725,14.0,0.0
32.36922413793103,42.75438596491228,1.0
27.644479166666667,50.93617021276596,1.0
29.695833333333333,68.91428571428571,1.0
29.638382352941182,71.3030303030303,1.0
14.079999999999998,7.5,0.0
28.117244897959182,47.333333333333336,1.0
42.807500000000005,20.0,11.0
32.06053191489361,52.47826086956522,1.0
32.3025,11.0,1.0
31.22,4.5,1.0
27.881666666666664,9.0,1.0
17.215,4.0,0.0
23.025000000000002,7.5,1.0
19.868333333333336,27.0,0.0
26.682499999999997,14.0,1.0
26.0,25.0,1.0
31.79347222222223,66.68571428571428,1.0
31.721734693877554,50.479166666666664,1.0
29.676805555555557,65.37142857142857,1.0
28.22176470588235,47.54,1.0
28.9375,38.0,1.0
24.70375,17.666666666666668,1.0
30.165595238095243,57.02439024390244,1.0
27.30895348837209,56.142857142857146,1.0
27.9747,48.6530612244898,1.0
23.35,17.0,1.0
29.377830188679248,46.13461538461539,1.0
30.0625,18.0,1.0
30.314313725490194,46.52,1.0
29.235468749999995,75.06451612903226,1.0
28.05919642857142,42.72727272727273,1.0
31.524711538461546,46.6078431372549,1.0
27.48598039215687,48.92,1.0
29.96009615384616,44.84313725490196,1.0
33.8375,15.0,
33.946666666666665,19.0,2.0
16.433333333333334,11.5,0.0
22.822499999999998,34.0,1.0
29.873055555555556,43.22641509433962,1.0
43.2175,21.0,11.0
