client,latitude,longitude,prepare
u_285632,41.0053654,29.0427317,1.6166666666666667
u_u_1876624,41.0053654,29.0427317,4.1
u_u_1510717,40.9652435,29.0572266,2.091666666666667
u_567668,41.0032897,29.04264,0.85
u_557724,41.0029712,29.0442676,1.6333333333333333
u_97480,40.987573,29.0583161,2.3833333333333333
u_u_1927552,41.0053654,29.0427317,1.9
u_u_1167378,40.9842535,29.0431925,1.2
u_u_1940856,40.9840486,29.0232468,0.8
u_659595,41.0053654,29.0427317,2.066666666666667
u_24071,40.9654952,29.069517,4.133333333333334
u_118389,40.9656522,29.0602052,1.9166666666666667
u_u_1379315,41.0029712,29.0442676,4.5
u_u_1985433,40.9842535,29.0431925,3.333333333333333
u_u_1378726,41.0053654,29.0427317,0.21666666666666667
u_432279,41.0053654,29.0427317,4.333333333333333
u_99437,40.9886221,29.0267308,0.05
u_16535,40.9864484,29.07219,3.4833333333333334
u_915213,41.0027508,29.0406145,0.18333333333333332
u_u_1304413,40.9977377,29.0387159,1.1
u_u_1376059,41.0029712,29.0442676,0.6
u_u_1281126,41.0027508,29.0406145,0.38333333333333336
u_162640,41.0053654,29.0427317,0.35
u_678794,41.0053654,29.0427317,0.38333333333333336
u_875457,41.0071856,29.0402062,7.033333333333333
u_418190,41.0071856,29.0402062,0.95
u_u_1354959,41.0071856,29.0402062,0.75
u_284133,40.9926262,29.0321588,3.466666666666667
u_u_1986085,40.9854819,29.0416013,1.3166666666666667
u_416552,40.9864484,29.07219,2.85
u_u_1756203,41.0029712,29.0442676,0.016666666666666666
u_u_1544256,40.9840674,29.0588391,1.6833333333333333
u_399960,40.9916207,29.0319878,1.9000000000000001
u_u_1440926,41.0029712,29.0442676,0.8833333333333333
u_u_1438899,40.9852525,29.0615369,0.8666666666666667
u_277350,40.9833338,29.0262128,5.066666666666666
u_177714,41.0032897,29.04264,2.6166666666666667
u_u_1986644,40.9657733,29.0599085,5.933333333333334
u_u_1826461,41.0053654,29.0427317,6.333333333333333
u_u_1072656,40.9842535,29.0431925,0.19166666666666665
u_u_1883805,40.9846415,29.0696609,2.783333333333333
u_u_1826273,40.9842535,29.0431925,0.016666666666666666
u_84915,40.9848937,29.0221986,0.95
u_u_1626243,40.9852525,29.0615369,0.15
u_978652,41.0053654,29.0427317,3.066666666666667
u_558527,40.9842535,29.0431925,3.4416666666666664
u_889001,41.0071856,29.0402062,0.2833333333333333
u_u_1209722,41.0000178,29.0355806,3.95
u_427497,41.0029712,29.0442676,0.7
u_u_1438781,40.9852525,29.0615369,3.5833333333333335
u_686919,41.0053654,29.0427317,2.966666666666667
u_u_1038845,40.9864484,29.07219,0.35
u_u_1410228,41.0071856,29.0402062,0.4666666666666667
u_u_1506604,40.9886982,29.0690417,1.9444444444444444
u_u_1433747,40.9656522,29.0602052,4.85
u_u_1851760,40.9916207,29.0319878,0.48333333333333334
u_u_1065997,41.0053654,29.0427317,1.3833333333333333
u_688578,41.0053654,29.0427317,1.15
u_u_1653316,41.0029712,29.0442676,4.966666666666667
u_410510,40.998658,29.0370467,3.15
u_u_1288316,40.9816288,29.0413568,2.7
u_206782,40.9864484,29.07219,2.3833333333333333
u_u_1665098,40.9842535,29.0431925,0.15
u_u_1987252,40.9846415,29.0696609,1.6833333333333333
u_u_1089031,40.9839057,29.0276192,1.2
u_u_1657753,40.9862176,29.0280159,2.6333333333333333
u_681811,40.9842535,29.0431925,3.033333333333333
u_3885,40.9885967,29.0311022,7.15
u_u_1230828,40.9846415,29.0696609,1.325
u_u_1343319,41.0029712,29.0442676,2.35
u_407797,41.0029712,29.0442676,2.2333333333333334
u_648897,40.9916207,29.0319878,1.8166666666666667
u_477068,40.9656522,29.0602052,2.45
u_22833,40.9916207,29.0319878,1.05
u_u_1361746,41.0053654,29.0427317,2.6166666666666667
u_627134,40.9655609,29.0667777,2.05
u_u_1924649,41.0029712,29.0442676,2.2666666666666666
u_u_1139151,40.9864484,29.07219,1.8333333333333333
u_336051,40.9960586,29.0386775,1.6166666666666667
u_u_1022375,41.0029712,29.0442676,4.025
u_u_1386878,40.9923708,29.0276226,5.783333333333333
u_128080,40.9916207,29.0319878,0.725
u_u_1129142,41.0053654,29.0427317,5.983333333333333
u_582024,40.9657733,29.0599085,1.0166666666666666
u_263942,41.0053654,29.0427317,7.233333333333333
u_324888,41.0029712,29.0442676,1.1666666666666667
u_u_1757912,40.9842535,29.0431925,0.9166666666666666
u_u_1741751,40.9853634,29.0376462,2.5833333333333335
u_u_1647691,41.0032897,29.04264,2.841666666666667
u_35842,41.0071856,29.0402062,0.9416666666666667
u_u_1484105,41.0071856,29.0402062,3.683333333333333
u_u_1444952,40.9875801,29.0285248,4.358333333333333
u_u_1097926,41.0071856,29.0402062,3.725
u_u_1393661,41.0029712,29.0442676,2.8000000000000003
u_u_1420117,40.987573,29.0583161,1.7
u_u_1857963,40.9655609,29.0667777,7.1
u_u_1147588,40.987568,29.0605601,4.866666666666666
u_u_1533789,40.9864484,29.07219,0.31666666666666665
u_607395,40.9840674,29.0588391,2.2333333333333334
u_u_1134060,41.0029712,29.0442676,2.5166666666666666
u_u_1741153,41.0029712,29.0442676,3.4333333333333336
u_u_1361734,40.9655609,29.0667777,2.816666666666667
u_u_1262499,41.0029712,29.0442676,3.55
u_u_1905361,41.0053654,29.0427317,1.0833333333333333
u_104110,40.9853758,29.067773,2.9
u_978944,40.9977377,29.0387159,0.5833333333333334
u_u_1670825,40.9846415,29.0696609,3.691666666666667
u_u_1721708,40.9885967,29.0311022,1.7166666666666666
u_u_1552873,40.9916207,29.0319878,1.35
u_851452,40.9656522,29.0602052,1.3666666666666667
u_u_1155805,40.9864484,29.07219,2.8249999999999997
u_766135,40.9864484,29.07219,2.533333333333333
u_80080,41.0071856,29.0402062,3.033333333333333
u_u_1376943,40.9916207,29.0319878,1.5833333333333333
u_216140,40.9656522,29.0602052,1.5166666666666666
u_807378,41.0032897,29.04264,4.716666666666667
u_u_1255157,41.0029712,29.0442676,0.4666666666666667
u_u_1599352,41.0032897,29.04264,1.55
u_u_1706445,40.987573,29.0583161,3.433333333333333
u_u_1592597,41.0071856,29.0402062,7.2
u_568709,40.9922145,29.0307292,5.066666666666666
u_u_1918544,40.9846415,29.0696609,1.1833333333333333
u_907112,40.9630975,29.0705187,0.6
u_u_1441368,41.0029712,29.0442676,3.7583333333333333
u_497444,40.9916207,29.0319878,2.1333333333333333
u_248706,41.0053654,29.0427317,4.05
u_606935,40.9846415,29.0696609,0.8666666666666667
u_u_1111835,40.9842535,29.0431925,4.3
u_96231,40.9864484,29.07219,4.55
u_u_1116373,41.0071856,29.0402062,5.558333333333334
u_421518,41.0053654,29.0427317,2.7333333333333334
u_u_1924469,41.0029712,29.0442676,1.2666666666666666
u_270140,40.9885967,29.0311022,2.65
u_847052,41.0029712,29.0442676,0.2
u_352621,40.9840486,29.0232468,3.966666666666667
u_u_1933466,40.9874691,29.0270888,2.9833333333333334
u_603346,41.0071856,29.0402062,3.75
u_919474,41.0053654,29.0427317,2.2333333333333334
u_361280,41.0029712,29.0442676,1.1833333333333333
u_197923,41.0053654,29.0427317,2.9
u_u_1194297,40.9862176,29.0280159,2.7666666666666666
u_u_1344001,41.0029712,29.0442676,3.2666666666666666
u_983643,40.9846415,29.0696609,6.15
u_967610,41.0053654,29.0427317,2.1166666666666667
u_u_1065918,40.9977377,29.0387159,1.95
u_u_1218893,41.0053654,29.0427317,1.8166666666666667
u_910702,41.008304,29.0400169,2.65
u_702507,41.0032897,29.04264,1.5666666666666667
u_417105,40.9842535,29.0431925,0.26666666666666666
u_u_1113956,41.0053654,29.0427317,1.4666666666666666
u_598562,40.9885967,29.0311022,2.933333333333333
u_u_1842294,41.0071856,29.0402062,2.225
u_u_1971527,41.0086187,29.0406752,3.683333333333333
u_u_1856648,40.9916207,29.0319878,3.65
u_138361,40.998351,29.0373976,1.0333333333333334
u_u_1718914,41.0071856,29.0402062,6.8
u_381672,40.987568,29.0605601,7.366666666666666
u_770317,41.0027949,29.0412776,4.383333333333334
u_553378,40.9842535,29.0431925,3.95
u_271197,41.0029712,29.0442676,4.083333333333333
u_547316,40.9841584,29.0584083,5.633333333333334
u_u_1284041,41.0071856,29.0402062,2.45
u_u_1434534,41.0053654,29.0427317,2.433333333333333
u_472108,40.9852525,29.0615369,1.8833333333333333
u_243169,41.0053654,29.0427317,0.7
u_773215,40.9842535,29.0431925,2.1166666666666667
u_121748,40.9907325,29.0295795,3.066666666666667
u_u_1783363,40.9842535,29.0431925,1.85
u_u_1094963,41.0029712,29.0442676,0.8333333333333334
u_u_1379796,41.0071856,29.0402062,4.916666666666667
u_557977,41.0071856,29.0402062,2.466666666666667
u_u_1443453,40.9848937,29.0221986,5.2
u_u_1914116,41.0029712,29.0442676,5.383333333333334
u_717085,40.9656997,29.060088,5.416666666666667
u_328543,41.0053654,29.0427317,8.05
u_u_1772705,40.9907325,29.0295795,4.608333333333333
u_u_1202121,41.0029712,29.0442676,1.35
u_885158,40.9854819,29.0416013,3.783333333333333
u_859770,40.9910574,29.026479,2.6666666666666665
u_u_1100717,41.0029712,29.0442676,0.016666666666666666
u_871101,41.0029712,29.0442676,1.7
u_364815,41.008304,29.0400169,1.8666666666666667
u_u_1417427,41.0029712,29.0442676,4.933333333333334
u_789860,41.0086187,29.0406752,1.5333333333333334
u_u_1809494,41.0029712,29.0442676,3.3
u_u_1693715,40.9923708,29.0276226,3.716666666666667
u_u_1152104,41.0029712,29.0442676,0.2833333333333333
u_237695,41.0053654,29.0427317,0.9666666666666668
u_u_1096352,41.0032897,29.04264,0.15
u_u_1750024,41.0086187,29.0406752,3.5166666666666666
u_u_1853486,40.9848937,29.0221986,5.733333333333333
u_112028,41.0029712,29.0442676,0.38333333333333336
u_u_1865843,41.0053654,29.0427317,4.066666666666666
u_u_1577947,40.9655559,29.0710524,3.0
u_u_1040431,41.0081906,29.0402053,1.2
u_u_1074106,41.0053654,29.0427317,1.35
u_516605,40.9654952,29.069517,2.25
u_995075,41.0029712,29.0442676,4.516666666666667
u_436540,40.9923708,29.0276226,0.48333333333333334
u_142210,40.987573,29.0583161,0.6666666666666666
u_508088,41.0029712,29.0442676,4.333333333333333
u_u_1625779,41.0029712,29.0442676,3.6750000000000003
u_u_1777289,40.9875059,29.0609668,0.5
u_9039,40.9852525,29.0615369,9.866666666666667
u_u_1172570,40.9886221,29.0267308,5.027777777777778
u_u_1038697,41.0029712,29.0442676,2.433333333333333
u_u_1635103,40.9833243,29.0237359,5.7
u_u_1265365,40.9864484,29.07219,1.6333333333333333
u_u_1035054,40.9656997,29.060088,0.8666666666666667
u_378591,40.9864484,29.07219,4.616666666666666
u_u_1112228,40.9854819,29.0416013,9.783333333333333
u_815830,40.987573,29.0583161,0.05
u_u_1222652,40.9842535,29.0431925,0.06666666666666667
u_u_1052779,40.9842535,29.0431925,0.7833333333333333
u_187333,41.0029712,29.0442676,2.3833333333333333
u_697297,40.9923708,29.0276226,2.466666666666667
u_522134,40.9907325,29.0295795,2.6083333333333334
u_120866,40.9656522,29.0602052,6.033333333333333
u_u_1472748,40.9654952,29.069517,3.0833333333333335
u_605047,40.9846415,29.0696609,4.783333333333333
u_u_1698072,40.9862579,29.0254396,5.8999999999999995
u_u_1214173,40.9864484,29.07219,0.6833333333333333
u_196046,41.0071856,29.0402062,0.03333333333333333
u_690648,41.0071856,29.0402062,0.8333333333333333
u_u_1579759,41.0029712,29.0442676,4.233333333333333
u_214273,41.0053654,29.0427317,0.25
u_u_1270755,40.9926262,29.0321588,4.333333333333333
u_u_1398280,40.9842535,29.0431925,1.45
u_u_1930602,41.0032897,29.04264,1.05
u_u_1937635,40.9916207,29.0319878,6.6
u_942573,40.9840674,29.0588391,3.6666666666666665
u_u_1991050,40.9852525,29.0615369,3.4166666666666665
u_692187,41.0048116,29.0420995,8.516666666666667
u_898008,40.9656997,29.060088,2.7
u_121336,40.9916207,29.0319878,0.95
u_527378,41.0086187,29.0406752,0.7666666666666667
u_u_1816487,41.0081906,29.0402053,4.8999999999999995
u_104692,41.0032897,29.04264,8.166666666666666
u_u_1983698,40.9842535,29.0431925,3.5
u_411084,40.9845593,29.0397726,2.8333333333333335
u_u_1843920,40.9862176,29.0280159,1.05
u_u_1565195,41.0029712,29.0442676,1.1833333333333333
u_56306,40.9840674,29.0588391,2.05
u_101060,40.964953,29.0679434,5.133333333333334
u_u_1809502,40.9853634,29.0376462,7.733333333333333
u_u_1333876,40.9656997,29.060088,4.483333333333333
u_838914,41.0071856,29.0402062,3.1166666666666667
u_857514,41.0029712,29.0442676,0.7
u_250022,40.9892902,29.0288784,2.1333333333333333
u_164017,40.9652435,29.0572266,2.6666666666666665
u_u_1918807,41.0053654,29.0427317,1.2083333333333335
u_252541,41.0032897,29.04264,1.5666666666666667
u_21837,40.9833243,29.0237359,2.6
u_u_1530250,40.9842535,29.0431925,4.066666666666666
u_u_1833277,41.0053654,29.0427317,0.21666666666666667
u_216224,41.008304,29.0400169,0.9333333333333333
u_881643,40.9839057,29.0276192,0.2
u_u_1018728,40.9834503,29.0400335,3.9
u_660444,41.0053654,29.0427317,4.616666666666666
u_u_1306223,40.9852525,29.0615369,0.05
u_893408,40.9932725,29.0287855,0.05
u_u_1935316,40.9853758,29.067773,4.425
u_756595,41.0029712,29.0442676,0.7833333333333333
u_u_1072538,41.0029712,29.0442676,3.5166666666666666
u_u_1774070,40.9864484,29.07219,0.561111111111111
u_89768,40.9846415,29.0696609,0.7666666666666667
u_u_1145989,40.9842535,29.0431925,1.6833333333333333
u_u_1555506,41.0053654,29.0427317,2.7666666666666666
u_512983,40.9845593,29.0397726,0.6833333333333333
u_u_1928757,40.9864484,29.07219,2.2333333333333334
u_696243,41.0044356,29.0442313,3.9
u_475585,41.0032897,29.04264,3.1166666666666667
u_788193,40.9833243,29.0237359,3.6
u_u_1197723,40.9910574,29.026479,2.05
u_u_1298570,40.9833243,29.0237359,5.8
u_u_1274357,40.9864484,29.07219,3.341666666666667
u_630733,40.9842535,29.0431925,1.9166666666666667
u_u_1273766,41.0053654,29.0427317,2.4166666666666665
u_240475,40.9853634,29.0376462,6.183333333333334
u_531653,41.0053654,29.0427317,5.166666666666667
u_318816,41.0053654,29.0427317,8.9
u_u_1964133,40.9852525,29.0615369,2.55
u_615202,40.9656997,29.060088,0.4666666666666667
u_993683,41.0053654,29.0427317,2.033333333333333
u_116854,40.9842535,29.0431925,1.1
u_945271,41.0029712,29.0442676,1.4666666666666666
u_u_1808579,40.9874691,29.0270888,6.033333333333333
u_386669,41.0071856,29.0402062,1.0
u_53695,41.0053654,29.0427317,3.316666666666667
u_u_1567749,41.0029712,29.0442676,4.566666666666666
u_u_1431715,40.9926262,29.0321588,0.9666666666666667
u_365351,40.9845593,29.0397726,6.866666666666666
u_u_1200205,40.9842535,29.0431925,2.1333333333333333
u_508215,40.9864484,29.07219,1.45
u_u_1298879,40.9840486,29.0232468,1.125
u_u_1874695,41.0029712,29.0442676,3.4833333333333334
u_u_1317030,41.0032897,29.04264,2.7333333333333334
u_26714,41.0029712,29.0442676,0.8166666666666667
u_215519,41.0053654,29.0427317,3.3666666666666667
u_u_1221744,40.9874691,29.0270888,0.45
u_u_1696524,40.9864484,29.07219,4.85
u_u_1800613,41.0029712,29.0442676,2.0749999999999997
u_902889,41.0053654,29.0427317,6.25
u_473515,41.0029712,29.0442676,0.6166666666666667
u_790451,40.9930382,29.0306892,0.016666666666666666
u_u_1649807,40.9885967,29.0311022,3.433333333333333
u_u_1620874,41.0032897,29.04264,1.0833333333333333
u_u_1947425,40.9846415,29.0696609,5.75
u_17621,40.9916207,29.0319878,0.1
u_u_1733125,40.9853634,29.0376462,0.9333333333333333
u_229474,40.9852525,29.0615369,3.316666666666667
u_896975,40.9852525,29.0615369,0.8666666666666667
u_478197,41.008304,29.0400169,1.2333333333333334
u_609598,41.0032897,29.04264,2.9166666666666665
u_u_1327946,41.0053654,29.0427317,2.95
u_193478,40.9867569,29.059069,0.16666666666666666
u_u_1815840,40.9923708,29.0276226,1.9666666666666668
u_u_1836296,41.0081906,29.0402053,1.1833333333333333
u_u_1613268,40.9840486,29.0232468,3.6333333333333333
u_616222,41.0071856,29.0402062,1.0166666666666666
u_309604,40.9910574,29.026479,5.95
u_925903,41.0071856,29.0402062,1.95
u_u_1664290,40.9656997,29.060088,1.35
u_u_1859873,40.9833338,29.0262128,0.7666666666666667
u_u_1096524,41.0071856,29.0402062,1.1333333333333333
u_291037,40.9864484,29.07219,1.2
u_238012,40.9892902,29.0288784,4.866666666666666
u_935216,40.9833243,29.0237359,4.266666666666667
u_u_1401308,40.9643614,29.0705465,6.783333333333333
u_u_1719240,40.9840674,29.0588391,0.6166666666666667
u_u_1365461,41.0029712,29.0442676,2.1333333333333333
u_463945,40.9846415,29.0696609,3.55
u_696221,40.9886221,29.0267308,1.95
u_44252,41.0086187,29.0406752,4.766666666666667
u_193155,41.0029712,29.0442676,3.95
u_245190,40.9977377,29.0387159,0.2
u_297161,40.987568,29.0605601,3.3333333333333335
u_u_1047632,41.0029712,29.0442676,0.16666666666666666
u_u_1682041,40.9916207,29.0319878,1.4333333333333333
u_u_1868837,40.987573,29.0583161,1.65
u_u_1288074,41.0029712,29.0442676,5.25
u_u_1642135,40.9840486,29.0232468,6.541666666666667
u_u_1545318,40.9971665,29.0342061,2.761111111111111
u_u_1540181,41.0053654,29.0427317,2.466666666666667
u_12962,40.9930382,29.0306892,1.2
u_962208,40.9825922,29.0393637,3.816666666666667
u_u_1344728,40.9954803,29.0349695,8.583333333333334
u_89402,40.9882874,29.0319396,2.9166666666666665
u_u_1526678,40.9652435,29.0572266,5.55
u_u_1234630,41.0071856,29.0402062,2.0833333333333335
u_981831,40.9932034,29.0266147,2.55
u_u_1597342,40.9916207,29.0319878,0.23333333333333334
u_239235,40.9910574,29.026479,4.95
u_u_1141354,41.0071856,29.0402062,0.6166666666666667
u_u_1212004,41.0029712,29.0442676,2.85
u_u_1513268,41.0029712,29.0442676,1.9333333333333333
u_u_1807175,41.0071856,29.0402062,0.9333333333333333
u_987216,40.9654952,29.069517,0.4666666666666667
u_463407,41.0071856,29.0402062,0.6666666666666666
u_u_1929406,40.9652435,29.0572266,3.1333333333333333
u_186497,41.0053654,29.0427317,4.883333333333334
u_u_1802759,40.9864484,29.07219,2.5166666666666666
u_u_1799991,41.0027949,29.0412776,0.5166666666666667
u_423768,41.0071856,29.0402062,0.9333333333333333
u_812128,40.9874691,29.0270888,1.0833333333333333
u_u_1730931,40.9864484,29.07219,0.8333333333333334
u_u_1949329,40.987568,29.0605601,2.0833333333333335
u_u_1575029,40.9842535,29.0431925,4.216666666666667
u_408746,40.9840486,29.0232468,0.5166666666666667
u_711687,40.9656997,29.060088,3.5
u_327435,41.0081906,29.0402053,1.3333333333333333
u_u_1234197,41.0053654,29.0427317,2.966666666666667
u_475027,41.0053654,29.0427317,7.466666666666667
u_285467,40.9864484,29.07219,3.7
u_u_1014834,40.9853634,29.0376462,1.3083333333333333
u_437171,40.9864484,29.07219,2.7
u_u_1664547,41.0029712,29.0442676,1.5
u_u_1238233,41.0007186,29.0333057,2.2333333333333334
u_u_1960881,41.0053654,29.0427317,5.783333333333333
u_509627,41.008304,29.0400169,1.1166666666666667
u_183236,41.0029712,29.0442676,4.783333333333333
u_u_1281957,41.0053654,29.0427317,3.75
u_173340,40.9930382,29.0306892,1.8833333333333333
u_u_1586681,40.9842535,29.0431925,3.1
u_u_1118386,41.0071856,29.0402062,4.116666666666666
u_404807,40.9910574,29.026479,1.6833333333333333
u_u_1868476,41.0029712,29.0442676,3.5166666666666666
u_u_1669523,40.9840486,29.0232468,1.8
u_u_1794901,40.9656522,29.0602052,5.183333333333334
u_972874,41.0053654,29.0427317,1.0833333333333333
u_478929,41.0029712,29.0442676,3.316666666666667
u_136572,41.0029712,29.0442676,0.05
u_782049,40.9977377,29.0387159,1.45
u_u_1353585,40.9892902,29.0288784,1.2666666666666666
u_626277,40.9842535,29.0431925,4.266666666666667
u_u_1578253,41.0071856,29.0402062,8.783333333333333
u_u_1537968,40.9840486,29.0232468,2.566666666666667
u_595702,41.0053654,29.0427317,2.0166666666666666
u_425961,40.9875801,29.0285248,1.0
u_984584,40.9872149,29.0682441,3.183333333333333
u_291932,40.9852525,29.0615369,5.0
u_u_1312253,41.0029712,29.0442676,2.183333333333333
u_22328,40.9926262,29.0321588,2.283333333333333
u_485472,41.0029712,29.0442676,5.5
u_558921,41.0053654,29.0427317,0.35
u_867684,40.9655559,29.0710524,0.7166666666666667
u_333575,40.9907325,29.0295795,4.6
u_u_1298161,41.0053654,29.0427317,4.116666666666666
u_u_1096904,40.9852525,29.0615369,4.333333333333333
u_262572,41.0029712,29.0442676,4.483333333333333
u_u_1421662,41.0053654,29.0427317,4.7
u_u_1731414,41.0032897,29.04264,2.8555555555555556
u_962765,41.0029712,29.0442676,3.6333333333333333
u_u_1627721,41.0071856,29.0402062,2.066666666666667
u_u_1244182,40.9841584,29.0584083,0.5333333333333333
u_u_1175743,41.0052838,29.044233,1.8
u_u_1107842,41.0032897,29.04264,0.85
u_331792,41.0029712,29.0442676,1.1333333333333333
u_u_1421219,40.9910574,29.026479,2.7583333333333333
u_u_1498985,40.9916207,29.0319878,0.3
u_83195,41.0053654,29.0427317,5.25
u_u_1178186,40.9916207,29.0319878,6.716666666666667
u_434903,41.0029712,29.0442676,1.85
u_827256,41.0053654,29.0427317,2.6166666666666667
u_u_1437060,40.9841584,29.0584083,1.55
u_u_1201001,40.9977377,29.0387159,1.55
u_463043,41.0053654,29.0427317,1.1833333333333333
u_u_1857143,41.0053654,29.0427317,1.3666666666666667
u_u_1264235,40.9867569,29.059069,3.6333333333333333
u_u_1303988,40.9853634,29.0376462,1.2
u_u_1562362,41.0071856,29.0402062,1.8333333333333333
u_u_1987939,41.0071856,29.0402062,0.7
u_722483,40.9845593,29.0397726,3.533333333333333
u_720391,41.0029712,29.0442676,0.8333333333333334
u_u_1705881,41.0053654,29.0427317,1.0333333333333334
u_347650,40.9846415,29.0696609,2.3666666666666667
u_u_1328495,40.9840486,29.0232468,0.15
u_181791,41.0053654,29.0427317,3.966666666666667
u_800050,40.9846415,29.0696609,1.8
u_u_1148618,40.9864484,29.07219,1.2666666666666666
u_470920,40.9862176,29.0280159,2.716666666666667
u_818608,41.0029712,29.0442676,0.5166666666666667
u_u_1549830,41.008304,29.0400169,5.533333333333333
u_u_1373463,40.9916207,29.0319878,0.95
u_349146,40.9923708,29.0276226,1.05
u_u_1059866,41.0032897,29.04264,0.3333333333333333
u_484131,40.9833243,29.0237359,1.5333333333333334
u_u_1848157,41.0029712,29.0442676,0.65
u_12980,41.0029712,29.0442676,3.216666666666667
u_u_1965790,40.9864484,29.07219,1.0166666666666666
u_u_1770967,41.0053654,29.0427317,0.7333333333333333
u_518805,40.9840674,29.0588391,5.2
u_u_1829384,40.9652435,29.0572266,0.9333333333333333
