client,frequency,recency,monetary,order_count
u_349590,632.0,204,42.89833333333333,3
u_349670,319.3333333333333,317,34.31125,3
u_349695,1247.0,1,36.435,2
u_349934,225.0,698,33.302499999999995,2
u_350122,99.0,315,27.4775,3
u_350156,634.0,222,25.87,2
u_350291,185.5,644,16.71166666666667,1
u_350340,179.0,809,28.849999999999998,2
u_350361,140.5,896,29.743333333333336,1
u_350376,55.0,1012,35.552499999999995,1
u_350389,418.0,171,34.2,1
u_350561,93.0,853,23.0325,6
u_350780,307.0,173,25.44125,3
u_351036,512.0,205,23.689999999999998,4
u_351070,596.0,79,41.565,4
u_351107,91.0,5,41.817499999999995,1
u_351109,378.3333333333333,292,22.4575,3
u_351664,381.5,588,27.611666666666668,3
u_352785,577.5,105,26.19666666666667,2
u_353103,103.0,673,21.752499999999998,2
u_353125,943.0,392,23.552500000000002,3
u_353249,376.0,1063,36.75,1
u_353288,57.0,563,24.39,1
u_353452,242.0,530,43.05,4
u_353635,609.0,96,31.153333333333336,8
u_353835,202.0,531,20.555,4
u_353967,882.0,173,34.58,9
u_35413,322.0,216,34.925,7
u_354191,293.0,1008,32.5625,3
u_35424,336.0,627,28.4525,5
u_354270,503.0,436,40.086666666666666,5
u_354276,357.0,315,28.2725,3
u_354421,1308.0,73,22.165,4
u_354541,340.0,365,31.288333333333338,3
u_354728,397.0,733,41.75,3
u_355073,572.0,272,15.6375,4
u_355206,348.0,698,36.8475,5
u_355547,172.0,120,25.619999999999997,4
u_356139,23.0,1131,30.997500000000002,3
u_356264,345.0,773,35.830000000000005,3
u_356293,685.0,106,18.3625,2
u_356382,1013.0,390,35.3875,3
u_356540,1039.0,74,43.715,4
u_356870,905.0,172,31.9225,3
u_356966,192.0,1201,24.7625,1
u_3570,455.5,412,19.198333333333334,4
u_357508,264.0,289,24.1,1
u_357512,24.0,1084,27.505,3
u_357801,151.0,5,38.7775,1
u_358124,772.0,339,20.830000000000002,3
u_358207,347.5,394,20.433333333333334,1
u_358389,986.0,495,32.425,3
u_358688,968.0,254,24.3475,1
u_358711,240.5,195,24.003333333333334,4
u_358745,149.0,925,15.121666666666664,2
u_358748,528.5,273,29.276666666666667,2
u_358811,178.0,269,22.158749999999998,1
u_359062,348.0,882,51.155,2
u_359133,269.0,706,38.5375,2
u_359141,598.0,556,15.34,2
u_359165,342.0,97,28.5925,1
u_359477,225.25,153,37.319,3
u_359907,704.0,268,34.260000000000005,4
u_359948,673.0,796,12.915,2
u_360676,276.0,794,29.34,2
u_360814,1272.0,125,39.0975,3
u_360891,601.0,0,34.419999999999995,1
u_360918,120.5,223,19.646666666666665,2
u_361008,986.0,362,28.445,1
u_361067,672.0,73,32.19,1
u_361124,200.0,319,34.77,3
u_361550,215.0,291,27.880000000000003,4
u_361621,468.5,458,27.426666666666666,3
u_361837,354.0,783,40.865,3
u_361897,576.0,631,23.9075,5
u_361899,572.0,222,32.83,2
u_362331,909.0,566,42.9075,1
u_362499,204.0,220,36.586666666666666,2
u_362690,23.0,482,27.4525,3
u_362791,247.5,130,36.035,3
u_36289,1112.0,238,42.292500000000004,2
u_36295,508.0,39,31.293333333333333,2
u_362974,941.0,96,36.17,5
u_363189,1057.0,124,16.7575,5
u_363193,178.0,18,28.54,3
u_36324,220.0,770,26.3175,6
u_363305,525.0,970,31.645,4
u_363334,411.0,416,41.025000000000006,1
u_363554,169.0,1011,35.0375,1
u_363644,513.0,311,28.669999999999998,3
u_363755,720.0,291,35.0475,2
u_363822,622.0,49,30.1625,1
u_36383,69.0,1202,25.997500000000002,8
u_363906,726.5,25,23.855,6
u_363952,73.0,530,29.8375,3
u_364141,1036.0,166,34.1225,1
u_364193,393.0,485,27.686666666666667,6
u_364266,701.0,771,30.15,1
u_364414,1341.0,122,26.295,4
u_364608,366.6666666666667,104,46.29,4
u_364777,189.0,62,40.1625,3
u_364813,469.0,689,32.14,2
u_36493,35.0,1298,40.2225,3
u_365221,1382.0,110,26.0275,2
u_365473,811.0,560,12.365,2
u_365720,166.0,1008,30.22,3
u_365788,94.0,606,29.1825,7
u_366258,52.0,704,17.92,5
u_366312,267.0,1104,30.474999999999998,3
u_366451,970.0,222,15.515,2
u_366453,624.0,253,43.8775,6
u_36656,309.0,777,36.9325,2
u_36668,236.0,913,29.649999999999995,3
u_366696,547.0,895,36.1225,1
u_36690,436.0,264,13.5125,1
u_366947,395.0,541,13.375,5
u_367303,823.0,670,36.375,1
u_367353,1004.0,35,27.975,3
u_367367,772.0,481,25.369999999999997,3
u_367438,713.0,629,27.125,6
u_367704,242.0,194,29.325,1
u_367724,646.5,1,45.044999999999995,3
u_367885,1151.0,147,26.4075,3
u_368069,146.0,461,34.505,4
u_368169,153.0,1252,8.35,6
u_368277,997.0,229,23.9075,1
u_368378,721.0,387,37.055,4
u_368405,380.0,230,27.4225,5
u_368418,365.0,390,34.620000000000005,2
u_368473,442.0,62,31.985,8
u_368535,473.0,902,34.965,3
u_368566,326.0,346,22.745,2
u_368614,329.3333333333333,192,19.37625,5
u_369120,266.0,1008,14.61,3
u_369227,7.0,1297,37.417500000000004,3
u_369346,984.0,146,21.275,4
u_369437,235.0,830,37.932500000000005,2
u_369509,827.0,566,22.4125,4
u_369811,502.0,486,20.9525,4
u_369815,542.0,208,31.965,2
u_369951,337.0,460,39.0925,2
u_370130,143.0,509,16.7875,4
u_370724,6.0,79,23.7175,1
u_370754,662.0,482,32.1175,3
u_371044,71.0,893,42.3825,2
u_371336,410.0,229,29.71666666666667,2
u_37160,504.0,123,27.57166666666667,9
u_371636,439.6666666666667,145,26.23,3
u_371685,563.0,82,23.822499999999998,3
u_371816,303.0,144,29.91,7
u_371834,314.0,1177,25.799999999999997,4
u_371910,489.0,721,49.6575,6
u_371935,778.0,592,23.7975,2
u_372221,223.0,432,40.682500000000005,3
u_372260,298.5,221,37.17666666666667,2
u_372565,354.5,208,24.650000000000002,4
u_372594,313.0,195,27.847500000000004,1
u_372797,705.0,6,44.89166666666667,5
u_37292,411.0,150,31.69,1
u_37300,48.0,1131,21.6125,4
u_373253,1435.0,6,31.9225,2
u_373676,382.0,457,23.1925,3
u_373684,311.3333333333333,216,26.47875,7
u_373708,299.0,894,25.48,2
u_373896,630.0,499,30.1075,3
u_373984,322.0,124,19.903333333333332,7
u_374173,562.0,524,22.854999999999997,1
u_374177,483.0,145,19.5275,4
u_374306,120.0,841,27.89,4
u_374670,183.66666666666666,896,33.64875,1
u_374972,130.0,183,25.314999999999998,5
u_375124,16.0,1448,44.459999999999994,4
u_375685,442.0,185,29.455000000000002,3
u_375814,188.0,1108,16.872500000000002,2
u_375981,54.0,197,27.66,7
u_376232,476.0,819,28.2925,11
u_376612,28.0,168,31.87,2
u_376643,678.0,144,28.583333333333332,4
u_376704,313.0,0,23.950000000000003,5
u_376735,239.0,268,30.74666666666667,4
u_376750,527.5,290,40.24333333333333,4
u_376777,98.0,265,31.5825,2
u_377414,484.5,268,38.775,2
u_377465,1064.0,170,22.932499999999997,2
u_377915,142.0,1326,36.9975,1
u_378603,950.0,229,31.677500000000002,6
u_37866,585.0,229,27.108333333333334,5
u_378682,206.0,587,27.615,4
u_378823,268.0,228,44.14,3
u_37894,331.0,658,33.615,4
u_378982,323.0,772,26.646666666666665,4
u_379010,90.0,1232,38.8375,5
u_379682,277.8,49,24.17083333333333,1
u_379720,460.0,984,30.6675,5
u_379734,358.0,822,46.6875,8
u_379780,107.5,706,33.77,2
u_379872,574.0,53,32.739999999999995,1
u_379974,335.0,797,33.295,4
u_380266,45.0,710,32.5625,5
u_380658,461.0,312,20.5525,3
u_380729,304.0,85,26.25833333333333,2
u_380942,745.0,298,34.82,3
u_381074,537.5,183,22.99,5
u_381103,955.0,392,16.9675,3
u_381142,1237.0,142,24.45,2
u_381353,385.0,192,24.927500000000002,2
u_381367,819.0,339,26.77,3
u_381422,396.0,578,26.766666666666666,2
u_38151,190.0,1009,14.8,1
u_381567,1050.0,103,28.5975,3
u_381610,703.0,653,24.4225,6
u_381644,314.0,606,48.705,5
u_381930,362.0,597,40.335,1
u_382502,474.0,73,15.120000000000001,3
u_382540,433.0,3,28.241666666666664,4
u_383050,68.0,337,31.697499999999998,3
u_383097,253.0,505,12.0425,5
u_383161,214.0,899,27.9525,4
u_3833,489.0,864,22.5925,4
u_383753,352.0,770,10.2225,6
u_383772,601.5,200,33.665,5
u_383781,1028.0,245,19.1675,4
u_383811,349.0,387,32.845,4
u_383834,226.66666666666666,672,28.17875,2
u_383887,327.0,27,28.935,9
u_384315,1325.0,27,37.57,4
u_384656,618.0,226,37.975,2
u_384667,510.5,422,35.583333333333336,1
u_38478,513.0,1,35.39,3
u_38479,1176.0,314,31.58,3
u_384791,1229.0,62,40.1625,5
u_384809,548.0,511,43.7375,2
u_384977,451.0,124,32.837500000000006,5
u_385018,240.5,706,30.546666666666667,2
u_385411,577.5,52,32.65833333333333,6
u_385964,1055.0,145,19.7425,5
u_386153,625.0,312,31.299999999999997,6
u_386163,835.0,656,21.875,3
u_386253,310.0,31,28.295,3
u_38656,460.0,243,35.650000000000006,1
u_387126,17.0,1347,15.192499999999999,3
u_387129,479.0,99,28.112499999999997,6
u_387466,74.0,1010,41.81,3
u_388299,753.0,503,40.9525,2
u_388647,1062.0,243,33.37,2
u_38868,110.0,1086,25.4325,3
u_388863,192.5,817,24.705,4
u_388877,519.0,709,33.17,4
u_388993,935.0,457,25.384999999999998,6
u_389273,471.0,775,20.8625,3
u_38961,452.5,370,26.145,3
u_389657,813.0,85,20.64,4
u_390451,120.0,385,33.9025,3
u_39051,500.0,24,35.1175,2
u_390540,481.0,649,36.8225,3
u_390560,338.0,495,44.465,1
u_390574,648.0,607,31.9175,2
u_390602,1367.0,29,40.8,3
u_390669,1012.0,194,36.2025,3
u_390673,313.0,51,34.4675,4
u_390770,365.6666666666667,294,36.68375,1
u_391081,817.0,246,26.72,4
u_391232,460.0,196,21.26,1
u_391447,745.0,48,23.82,2
u_391555,594.0,418,17.950000000000003,6
u_391628,89.0,1091,42.0775,2
u_392320,261.0,658,35.21,1
u_392324,43.0,1422,22.720000000000002,3
u_392432,881.0,492,23.33,4
u_392754,521.0,585,25.84,5
u_392824,186.0,442,29.115000000000002,3
u_392930,380.0,250,33.283750000000005,2
u_393008,339.5,211,27.820000000000004,5
u_393190,71.0,652,38.33,7
u_393266,276.6666666666667,480,19.978749999999998,1
u_393477,417.0,339,27.71,2
u_39351,643.0,112,11.675,3
u_393626,183.0,588,38.7525,2
u_393630,515.5,340,15.63,2
u_393673,103.0,389,24.447499999999998,6
u_393738,379.0,1029,29.667499999999997,4
u_393768,704.0,748,36.88,4
u_394010,431.0,195,28.105,2
u_394139,492.0,1009,25.0975,3
u_39422,242.0,626,27.122500000000002,5
u_394799,167.5,480,42.74000000000001,4
u_395218,672.0,362,27.43,5
u_395737,967.0,388,30.1875,2
u_395755,305.5,422,16.395,3
u_395893,502.0,243,25.19,1
u_396135,622.0,698,21.255000000000003,5
u_396183,608.0,100,32.9725,1
u_39622,959.0,413,20.2875,7
u_396268,471.0,141,18.276666666666667,3
u_396819,778.0,458,12.7375,1
u_39698,828.0,481,25.880000000000003,2
u_39749,604.0,676,16.655,2
u_397691,678.0,151,32.7475,3
u_397889,944.0,125,35.4525,3
u_398317,425.0,125,24.4075,4
u_398607,443.5,169,24.183333333333337,7
u_398797,856.0,420,41.81,5
u_399062,1370.0,119,46.0775,5
u_399355,295.0,308,19.645,3
u_399644,349.5,710,26.37166666666667,4
u_399717,362.0,937,27.0275,4
u_399904,539.0,433,33.2675,1
u_400045,697.0,145,40.74,1
u_400128,23.0,1242,39.4775,1
u_400152,1363.0,60,28.115000000000002,5
u_400194,61.0,448,21.015,4
u_400576,407.0,442,10.935,3
u_400720,517.0,560,18.435,7
u_400787,300.25,72,31.226,1
u_401173,154.0,917,23.04,5
u_401175,1210.0,242,15.515,4
u_401345,842.0,292,29.99,3
u_40159,218.0,46,47.345,5
u_401765,622.5,29,37.42666666666667,4
u_402016,397.0,622,35.34,2
u_402065,1175.0,248,23.4225,1
u_402250,263.0,102,31.660000000000004,4
u_402286,96.0,506,22.5525,6
u_402399,287.0,217,31.923333333333332,1
u_402606,966.0,78,17.122500000000002,8
u_402719,190.8,441,32.44833333333333,3
u_402749,506.5,146,39.45666666666667,2
u_40299,462.5,25,35.07,2
u_403362,599.0,773,31.15,2
u_403440,433.0,246,38.0975,2
u_403528,117.5,199,30.763333333333335,7
u_403678,361.0,365,25.552500000000002,3
u_403759,291.0,994,17.6525,2
u_403923,223.66666666666666,553,18.42,1
u_403967,861.0,395,13.739999999999998,5
u_404007,7.0,68,37.0675,2
u_404337,372.5,170,16.853333333333335,1
u_404577,137.0,1276,38.120000000000005,5
u_404598,151.66666666666666,659,30.181250000000002,5
u_40464,1331.0,171,29.9125,3
u_404648,215.0,28,49.3175,3
u_40472,930.0,53,11.4475,1
u_4050,597.0,147,20.645000000000003,5
u_405014,659.0,841,30.145,1
u_405193,988.0,0,17.39,5
u_405336,1186.0,240,36.697500000000005,2
u_40535,141.5,37,48.443333333333335,4
u_405573,270.0,719,23.73,3
u_405872,812.0,628,30.8625,3
u_40596,71.0,821,28.994999999999997,5
u_406149,441.0,2,22.346249999999998,3
u_406353,304.0,482,21.10625,4
u_407291,662.0,60,14.100000000000001,3
u_407382,537.5,372,13.450000000000001,2
u_407711,19.0,413,21.665,4
u_408190,634.0,204,38.214999999999996,1
u_40826,271.0,721,25.9375,5
u_408372,503.0,482,23.40833333333333,1
u_408430,157.0,710,13.395,3
u_408537,668.0,676,26.1675,4
u_408626,300.5,288,35.35,1
u_408630,284.5,99,29.2,3
u_408835,213.5,872,27.771666666666665,6
u_409134,533.0,241,36.792500000000004,3
u_409194,897.0,64,21.4875,2
u_409200,737.5,4,23.551666666666666,4
u_409237,434.0,98,20.627499999999998,2
u_409251,1077.0,410,34.9975,1
u_409294,475.5,553,24.648333333333337,3
u_409326,284.0,75,35.6,3
u_409434,251.0,782,27.8875,1
u_410022,973.0,40,31.445,3
u_410167,97.0,746,37.93,1
u_410195,351.5,441,22.174999999999997,3
u_410670,154.0,532,21.877499999999998,2
u_411317,598.5,291,17.680000000000003,3
u_411435,559.0,672,27.345,4
u_411720,475.0,388,16.9,3
u_411867,1070.0,258,22.8475,1
u_412027,264.0,135,21.0625,3
u_412098,155.5,989,22.52333333333333,4
u_412176,356.5,124,25.106666666666666,1
u_412413,409.3333333333333,75,37.4375,3
u_41263,206.5,23,45.32666666666666,8
u_412979,150.0,435,16.259999999999998,2
u_412985,745.0,324,9.01,1
u_413591,375.0,853,20.7625,4
u_413798,274.0,206,34.58,2
u_413942,1056.0,336,24.362499999999997,4
u_413962,50.0,746,21.8075,2
u_414018,567.0,619,26.07,10
u_414188,188.0,468,33.254999999999995,1
u_4142,358.5,172,22.756666666666664,5
u_414240,287.5,174,20.356666666666666,2
u_414356,149.0,341,20.728333333333335,3
u_414365,205.0,508,21.4375,1
u_414601,401.0,1041,32.38,1
u_414674,644.0,604,22.6625,5
u_414691,136.0,1067,29.29,3
u_414725,377.0,79,15.15125,4
u_415180,717.5,12,22.25,5
u_415235,20.0,727,27.6475,4
u_4153,493.5,21,27.18166666666667,1
u_415749,406.6666666666667,268,32.83125,5
u_415787,365.5,570,25.873333333333335,4
u_415936,119.0,365,32.1225,2
u_415939,80.0,740,37.465,5
u_416011,326.0,638,22.42,3
u_416173,313.0,701,27.475,1
u_416555,758.0,734,25.5825,4
u_416744,525.5,57,24.83,1
u_417124,115.0,1257,27.512500000000003,3
u_417215,405.0,348,36.337500000000006,1
u_417932,212.0,941,21.9725,1
u_418291,293.0,144,19.695,1
u_418296,102.0,1,28.6325,5
u_418371,597.0,149,28.1075,3
u_418545,356.0,675,17.8425,3
u_41861,645.0,493,16.6075,4
u_418793,347.0,745,24.76,5
u_419016,295.0,462,23.6725,4
u_419292,191.0,475,23.0875,3
u_419389,365.0,770,43.855,1
u_419420,939.0,1,52.582499999999996,3
u_420156,1215.0,40,17.6125,2
u_420320,326.0,144,31.0,3
u_420335,557.0,114,22.3,1
u_420346,1102.0,278,13.247499999999999,7
u_420573,285.0,225,23.591666666666665,2
u_420991,208.0,1044,31.2575,2
u_421131,408.0,962,18.7625,7
u_421418,386.0,561,27.155,1
u_421845,434.0,25,43.26166666666668,2
u_422257,818.0,216,28.909999999999997,2
u_422409,1283.0,127,41.4925,2
u_4225,1236.0,60,28.2575,2
u_422571,457.0,465,23.095,1
u_422916,183.0,483,33.902499999999996,4
u_422936,399.0,795,29.267500000000002,2
u_422952,33.0,1372,29.98,2
u_42297,597.5,295,26.036666666666665,2
u_423108,408.0,77,38.3425,3
u_423262,16.0,926,19.66,3
u_423344,522.0,248,19.2825,1
u_423537,159.0,467,19.165,4
u_423825,209.0,754,24.99625,5
u_423848,507.0,722,33.0025,2
u_423915,1088.0,48,38.3675,2
u_424151,10.0,1199,42.849999999999994,5
u_424779,833.0,483,25.2225,3
u_424899,47.0,1155,20.689999999999998,2
u_425105,276.0,375,29.79,1
u_425185,1009.0,4,15.2525,3
u_425277,273.0,795,14.631666666666666,5
u_42538,273.0,1108,19.7975,5
u_425434,211.0,149,18.355,3
u_425478,357.0,434,42.32333333333333,2
u_425557,269.0,694,32.6125,2
u_425622,67.0,79,22.375,2
u_42586,65.0,32,29.802500000000002,5
u_425871,298.2,3,27.24083333333333,4
u_425920,382.0,436,33.9025,2
u_426039,573.0,363,21.355,1
u_426330,453.0,298,42.1225,7
u_426505,349.0,603,38.470000000000006,2
u_426547,223.0,206,44.35166666666667,4
u_426550,167.0,222,24.73,2
u_427019,253.0,660,32.7025,1
u_427427,649.0,696,43.3675,4
u_427752,799.0,312,24.192500000000003,1
u_427916,241.75,241,20.671,4
u_427935,528.0,441,37.0475,1
u_427973,213.5,920,23.208333333333332,2
u_427999,542.0,470,21.2375,4
u_428348,984.0,29,27.875,6
u_428370,398.5,275,26.278333333333332,4
u_428499,117.0,413,23.5725,3
u_428645,534.0,965,48.8375,2
u_428729,946.0,56,46.260000000000005,3
u_428779,438.5,2,28.255,3
u_429174,233.0,236,14.37,3
u_429627,377.5,348,20.82,4
u_429683,999.0,298,49.9,3
u_429948,147.0,265,29.240000000000002,2
u_430104,77.0,817,24.682499999999997,3
u_430141,129.75,806,25.991000000000003,3
u_43036,458.0,0,41.33,4
u_430378,695.0,77,37.215,3
u_430723,251.0,588,25.0425,2
u_430781,525.0,768,37.9825,4
u_431156,88.0,1308,51.955,5
u_431266,353.0,170,23.171666666666667,2
u_431475,543.0,321,48.144999999999996,2
u_431502,266.0,528,13.4225,1
u_431764,325.6666666666667,196,30.245,5
u_431869,1087.0,241,20.237499999999997,6
u_431930,611.0,865,22.2125,3
u_432106,839.0,171,26.6725,3
u_432229,240.0,201,24.895000000000003,2
u_433045,481.0,941,39.62,4
u_433252,69.0,1398,26.995,1
u_433325,620.0,177,36.56166666666666,1
u_433680,417.6666666666667,172,26.4425,3
u_433861,410.0,388,36.7825,2
u_433968,363.0,168,30.185,5
u_434132,53.0,581,31.990000000000002,5
u_434257,134.0,180,39.4625,1
u_434617,463.0,2,20.42,1
u_434678,333.0,580,15.94,4
u_434785,219.33333333333334,553,30.8675,5
u_434831,484.0,50,25.50875,2
u_434850,64.0,203,26.5075,1
u_434863,17.0,130,18.65,4
u_435317,519.0,36,29.762500000000003,4
u_43537,334.5,604,29.365,7
u_435661,263.0,627,36.51,3
u_435715,1121.0,177,42.602500000000006,2
u_435833,516.0,170,24.005,1
u_435973,287.5,389,24.21166666666667,5
u_436182,225.5,447,36.77333333333333,2
u_43626,570.0,355,34.9375,3
u_436341,101.0,422,37.45625,2
u_436782,331.0,924,19.04,3
u_437067,241.5,745,33.73,8
u_437277,162.0,1242,38.815,3
u_437333,656.0,586,21.985,3
u_438033,105.0,879,24.9,3
u_438260,424.5,484,23.540000000000003,2
u_438446,479.5,170,34.068333333333335,5
u_438565,142.0,149,23.71,1
u_438706,607.0,173,14.120000000000001,4
u_438742,897.0,170,20.995,1
u_439015,1213.0,60,32.144999999999996,2
u_439153,277.0,697,30.9825,1
u_439280,362.3333333333333,170,18.4375,3
u_43942,854.0,441,35.7975,4
u_439575,579.0,242,36.135,3
u_439635,760.0,376,39.5875,8
u_439656,320.3333333333333,506,21.78125,4
u_440096,937.0,359,29.545,3
u_44015,235.0,1204,27.4025,4
u_440417,365.0,703,24.9125,3
u_440632,1060.0,192,26.43,2
u_440846,632.0,459,37.315,1
u_440908,225.0,932,18.68166666666667,4
u_440984,187.0,1041,28.625,3
u_441046,105.33333333333333,797,30.87875,2
u_441355,226.0,602,36.792500000000004,4
u_441759,36.0,828,22.8825,2
u_441783,275.0,244,12.808333333333332,4
u_441842,500.0,697,34.2775,1
u_442082,949.0,541,25.162499999999998,4
u_442100,36.0,398,28.724999999999998,3
u_442554,1168.0,298,29.325,3
u_443220,595.0,492,23.130000000000003,5
u_443280,660.0,168,32.655,3
u_443405,1373.0,12,21.717499999999998,5
u_44409,1398.0,67,26.810000000000002,6
u_444176,408.0,1035,37.1725,2
u_444680,354.0,504,25.905,3
u_444696,1104.0,386,21.715,5
u_444847,418.3333333333333,213,30.34375,3
u_445387,563.5,224,20.69,2
u_445393,403.0,227,25.709999999999997,4
u_445403,932.0,78,21.05,2
u_445691,670.0,663,30.86,3
u_445705,382.0,511,29.3675,3
u_446123,274.0,770,26.15,4
u_446476,929.0,308,24.34,2
u_446730,300.5,299,32.13166666666667,4
u_446814,397.5,561,39.49,1
u_447100,490.0,460,33.901666666666664,1
u_447134,376.5,53,29.988333333333333,4
u_447223,139.0,58,33.86,2
u_447344,796.0,275,16.9225,3
u_447411,165.0,1067,32.52333333333333,3
u_447649,276.0,1132,37.1475,2
u_448101,270.0,926,33.083333333333336,5
u_448463,1178.0,309,25.3925,6
u_448665,1141.0,361,25.485,4
u_448691,440.0,79,28.427500000000002,1
u_448693,282.3333333333333,506,25.205000000000002,1
u_449364,356.6666666666667,304,27.1925,2
u_4495,841.0,98,27.4575,3
u_44960,257.0,513,40.43000000000001,1
u_450186,398.3333333333333,227,41.07875,3
u_450286,556.0,265,32.519999999999996,2
u_450473,191.0,1301,27.14,4
u_450593,251.5,7,28.233333333333334,3
u_450937,318.3333333333333,393,33.05875,4
u_451058,112.0,775,32.64,5
u_451077,227.0,973,21.8625,2
u_451084,244.66666666666666,252,31.68375,1
u_451357,320.5,378,24.10666666666667,3
u_451420,334.5,698,21.631666666666664,2
u_451644,238.0,316,19.73,2
u_451727,428.0,586,36.0175,3
u_451765,502.0,577,43.7025,5
u_451804,602.0,554,41.74,7
u_451908,481.0,315,23.6725,2
u_452017,670.5,166,31.53833333333333,2
u_452073,489.5,13,24.98833333333333,1
u_452262,93.0,1077,26.52333333333333,1
u_452447,280.5,725,40.53,4
u_452457,1138.0,358,46.305,3
u_452677,266.6666666666667,648,25.4975,1
u_452713,108.0,97,28.5475,1
u_452856,910.0,227,28.15,8
u_452878,516.0,248,31.838333333333335,2
u_452963,381.0,370,19.37,1
u_453307,134.0,552,21.4375,3
u_453432,336.0,1011,17.33,3
u_453724,435.5,80,48.38333333333333,3
u_453802,511.0,48,27.314999999999998,6
u_454113,725.0,383,29.747500000000002,3
u_454138,546.5,64,18.213333333333335,1
u_454252,468.5,240,38.66833333333333,5
u_454496,407.0,507,27.16,4
u_454520,21.0,1322,33.4675,2
u_454850,935.0,84,25.4075,2
u_454949,315.0,1008,37.6325,2
u_455163,285.0,479,33.17666666666667,5
u_455387,318.5,28,30.407999999999998,3
u_455615,71.0,850,37.4075,5
u_455818,469.3333333333333,92,31.848750000000003,3
u_455955,143.0,170,29.385,3
u_456409,186.0,80,26.095,2
u_456455,480.0,194,27.95,3
u_456480,189.0,880,44.74,5
u_456575,559.0,0,34.4225,5
u_457150,72.0,1064,20.11,3
u_45735,502.0,28,22.75,2
u_457710,51.0,793,35.34,1
u_457839,454.0,604,24.4675,1
u_457889,223.0,987,12.8025,3
u_457910,164.83333333333334,235,28.566428571428577,2
u_458009,711.0,793,26.8825,4
u_45802,86.0,816,16.81,5
u_458084,282.0,1076,10.2625,4
u_45815,232.0,609,16.1675,2
u_458478,13.0,1081,35.9675,2
u_458718,155.25,246,37.331,3
u_458727,399.0,373,29.2975,2
u_458946,517.0,867,12.705,4
u_458953,417.0,5,31.338749999999997,4
u_45905,48.0,14,12.9775,1
u_459300,178.0,944,23.48,1
u_459803,261.0,957,39.245000000000005,2
u_459938,122.0,532,34.8825,4
u_460445,95.0,636,18.869999999999997,3
u_460502,340.0,744,21.2625,3
u_460532,616.0,296,41.445,4
u_460559,744.0,1,32.095,3
u_460568,533.0,872,46.2675,3
u_460821,108.0,915,21.474999999999998,1
u_460923,935.0,159,21.4275,7
u_461024,257.0,894,33.41,3
u_461383,169.0,700,35.715,4
u_461439,187.0,576,38.04833333333333,4
u_461484,646.0,698,39.6175,2
u_461831,888.0,227,27.3,4
u_462017,421.6666666666667,33,30.86625,2
u_462277,1186.0,168,34.2525,2
u_462293,526.5,443,19.111666666666668,1
u_462411,708.0,107,34.0475,1
u_462496,288.0,889,28.955000000000002,6
u_462533,662.0,83,39.00333333333333,1
u_462542,157.66666666666666,587,40.07375,4
u_462546,670.0,418,14.717500000000001,1
u_462755,677.0,139,34.69166666666667,2
u_462873,529.0,288,22.564999999999998,4
u_463122,820.0,406,18.869999999999997,7
u_463149,420.0,75,28.218333333333334,1
u_463475,268.0,15,24.42833333333333,3
u_463581,96.0,98,22.3575,2
u_463766,119.0,484,35.625,2
u_463886,1032.0,11,31.707500000000003,5
u_464230,307.0,1178,17.167499999999997,2
u_464245,387.5,624,28.986666666666665,5
u_464388,973.0,179,26.9575,1
u_464569,240.0,633,34.321666666666665,3
u_46504,1080.0,247,31.8125,1
u_465522,367.5,62,25.543333333333333,4
u_465888,25.0,754,32.45,3
u_46677,551.5,292,37.88333333333333,2
u_467345,335.0,941,37.315,3
u_467382,574.5,170,28.418333333333333,1
u_467886,9.0,918,19.8575,2
u_468297,724.0,672,28.2725,2
u_468392,1131.0,141,13.8575,1
u_468417,582.0,368,40.31999999999999,2
u_468573,575.0,485,20.0675,2
u_468630,565.0,898,13.8975,3
u_468641,1258.0,204,36.4175,2
u_468856,769.0,699,50.445,2
u_46914,1434.0,61,28.377499999999998,2
u_469528,39.0,1101,26.932499999999997,3
u_469976,143.0,73,12.6475,2
u_470339,89.0,727,31.805,2
u_470496,601.0,698,22.877499999999998,2
u_470679,425.0,325,20.8175,5
u_470930,347.0,397,28.4075,3
u_471129,650.0,78,37.995000000000005,2
u_471323,489.0,163,45.05833333333334,2
u_471436,40.0,997,35.4825,3
u_471469,822.0,601,36.775,1
u_471561,710.0,42,37.415,3
u_471612,149.0,500,39.735,4
u_471613,230.0,330,31.265,1
u_471733,650.0,146,18.706666666666667,4
u_471854,999.0,96,24.002499999999998,5
u_471940,136.5,1012,28.238333333333333,7
u_47228,1207.0,195,35.7425,1
u_472334,555.0,125,25.180000000000003,2
u_472346,275.0,349,21.235,7
u_47237,156.0,1346,38.17,5
u_472902,1300.0,98,58.457499999999996,3
u_473237,55.0,480,22.845,2
u_473780,787.0,32,31.0425,3
u_474218,84.0,337,25.208333333333332,5
u_474453,329.75,25,26.860000000000003,4
u_474974,449.0,338,22.189999999999998,3
u_475039,350.5,774,42.089999999999996,2
u_475157,671.0,414,29.487499999999997,1
u_475438,374.0,384,25.299999999999997,5
u_475447,333.0,243,25.785,5
u_475657,863.0,0,24.2075,3
u_475922,287.0,845,33.2275,1
u_476140,347.0,869,23.1125,2
u_476208,95.66666666666667,700,28.509999999999998,1
u_476334,396.0,567,22.655,4
u_476519,261.0,653,28.34333333333333,2
u_476986,310.0,865,28.255000000000003,3
u_477064,495.0,435,21.525000000000002,2
