,hours,product,order_count,product_order_count_rank,hourly_total_orders,hourly_order_ratio
1274,6,p_165,23,132,810,0.028395061728395062
1275,6,p_166,28,68,810,0.0345679012345679
1276,6,p_167,28,69,810,0.0345679012345679
1277,6,p_168,24,126,810,0.02962962962962963
1278,6,p_169,26,93,810,0.03209876543209877
1279,6,p_17,25,108,810,0.030864197530864196
1280,6,p_170,30,42,810,0.037037037037037035
1281,6,p_171,18,188,810,0.022222222222222223
1282,6,p_172,32,26,810,0.03950617283950617
1283,6,p_173,23,133,810,0.028395061728395062
1284,6,p_174,20,165,810,0.024691358024691357
1285,6,p_175,26,94,810,0.03209876543209877
1286,6,p_176,31,30,810,0.03827160493827161
1287,6,p_177,31,31,810,0.03827160493827161
1288,6,p_178,32,27,810,0.03950617283950617
1289,6,p_179,23,134,810,0.028395061728395062
1290,6,p_18,34,13,810,0.04197530864197531
1291,6,p_180,20,166,810,0.024691358024691357
1292,6,p_181,30,43,810,0.037037037037037035
1293,6,p_182,20,167,810,0.024691358024691357
1294,6,p_183,29,51,810,0.03580246913580247
1295,6,p_184,20,168,810,0.024691358024691357
1296,6,p_185,31,32,810,0.03827160493827161
1297,6,p_186,28,70,810,0.0345679012345679
1298,6,p_187,23,135,810,0.028395061728395062
1299,6,p_188,19,177,810,0.02345679012345679
1300,6,p_189,31,33,810,0.03827160493827161
1301,6,p_19,24,127,810,0.02962962962962963
1302,6,p_190,20,169,810,0.024691358024691357
1303,6,p_191,27,83,810,0.03333333333333333
1304,6,p_192,30,44,810,0.037037037037037035
1305,6,p_193,25,109,810,0.030864197530864196
1306,6,p_194,26,95,810,0.03209876543209877
1307,6,p_195,21,151,810,0.025925925925925925
1308,6,p_196,21,152,810,0.025925925925925925
1309,6,p_197,26,96,810,0.03209876543209877
1310,6,p_198,22,144,810,0.027160493827160494
1311,6,p_199,21,153,810,0.025925925925925925
1312,6,p_2,21,154,810,0.025925925925925925
1313,6,p_20,16,193,810,0.019753086419753086
1314,6,p_21,26,97,810,0.03209876543209877
1315,6,p_22,25,110,810,0.030864197530864196
1316,6,p_23,26,98,810,0.03209876543209877
1317,6,p_24,22,145,810,0.027160493827160494
1318,6,p_25,27,84,810,0.03333333333333333
1319,6,p_26,38,2,810,0.04691358024691358
1320,6,p_27,34,14,810,0.04197530864197531
1321,6,p_28,19,178,810,0.02345679012345679
1322,6,p_29,34,15,810,0.04197530864197531
1323,6,p_3,29,52,810,0.03580246913580247
1324,6,p_30,25,111,810,0.030864197530864196
1325,6,p_31,30,45,810,0.037037037037037035
1326,6,p_32,20,170,810,0.024691358024691357
1327,6,p_33,19,179,810,0.02345679012345679
1328,6,p_34,22,146,810,0.027160493827160494
1329,6,p_35,38,3,810,0.04691358024691358
1330,6,p_36,23,136,810,0.028395061728395062
1331,6,p_37,37,7,810,0.04567901234567901
1332,6,p_38,21,155,810,0.025925925925925925
1333,6,p_39,23,137,810,0.028395061728395062
1334,6,p_4,12,200,810,0.014814814814814815
1335,6,p_40,33,21,810,0.040740740740740744
1336,6,p_41,21,156,810,0.025925925925925925
1337,6,p_42,18,189,810,0.022222222222222223
1338,6,p_43,18,190,810,0.022222222222222223
1339,6,p_44,15,196,810,0.018518518518518517
1340,6,p_45,29,53,810,0.03580246913580247
1341,6,p_46,28,71,810,0.0345679012345679
1342,6,p_47,25,112,810,0.030864197530864196
1343,6,p_48,15,197,810,0.018518518518518517
1344,6,p_49,20,171,810,0.024691358024691357
1345,6,p_5,19,180,810,0.02345679012345679
1346,6,p_50,18,191,810,0.022222222222222223
1347,6,p_51,29,54,810,0.03580246913580247
1348,6,p_52,27,85,810,0.03333333333333333
1349,6,p_53,21,157,810,0.025925925925925925
1350,6,p_54,17,192,810,0.020987654320987655
1351,6,p_55,29,55,810,0.03580246913580247
1352,6,p_56,25,113,810,0.030864197530864196
1353,6,p_57,24,128,810,0.02962962962962963
1354,6,p_58,29,56,810,0.03580246913580247
1355,6,p_59,29,57,810,0.03580246913580247
1356,6,p_6,28,72,810,0.0345679012345679
1357,6,p_60,20,172,810,0.024691358024691357
1358,6,p_61,29,58,810,0.03580246913580247
1359,6,p_62,25,114,810,0.030864197530864196
1360,6,p_63,23,138,810,0.028395061728395062
1361,6,p_64,26,99,810,0.03209876543209877
1362,6,p_65,21,158,810,0.025925925925925925
1363,6,p_66,23,139,810,0.028395061728395062
1364,6,p_67,19,181,810,0.02345679012345679
1365,6,p_68,13,199,810,0.016049382716049384
1366,6,p_69,16,194,810,0.019753086419753086
1367,6,p_7,36,9,810,0.044444444444444446
1368,6,p_70,21,159,810,0.025925925925925925
1369,6,p_71,31,34,810,0.03827160493827161
1370,6,p_72,21,160,810,0.025925925925925925
1371,6,p_73,26,100,810,0.03209876543209877
1372,6,p_74,34,16,810,0.04197530864197531
1373,6,p_75,16,195,810,0.019753086419753086
1374,6,p_76,34,17,810,0.04197530864197531
1375,6,p_77,26,101,810,0.03209876543209877
1376,6,p_78,25,115,810,0.030864197530864196
1377,6,p_79,25,116,810,0.030864197530864196
1378,6,p_8,20,173,810,0.024691358024691357
1379,6,p_80,28,73,810,0.0345679012345679
1380,6,p_81,31,35,810,0.03827160493827161
1381,6,p_82,33,22,810,0.040740740740740744
1382,6,p_83,26,102,810,0.03209876543209877
1383,6,p_84,38,4,810,0.04691358024691358
1384,6,p_85,27,86,810,0.03333333333333333
1385,6,p_86,25,117,810,0.030864197530864196
1386,6,p_87,22,147,810,0.027160493827160494
1387,6,p_88,21,161,810,0.025925925925925925
1388,6,p_89,28,74,810,0.0345679012345679
1389,6,p_9,26,103,810,0.03209876543209877
1390,6,p_90,23,140,810,0.028395061728395062
1391,6,p_91,34,18,810,0.04197530864197531
1392,6,p_92,24,129,810,0.02962962962962963
1393,6,p_93,26,104,810,0.03209876543209877
1394,6,p_94,33,23,810,0.040740740740740744
1395,6,p_95,37,8,810,0.04567901234567901
1396,6,p_96,20,174,810,0.024691358024691357
1397,6,p_97,32,28,810,0.03950617283950617
1398,6,p_98,29,59,810,0.03580246913580247
1399,6,p_99,22,148,810,0.027160493827160494
1400,7,p_0,43,16,1096,0.03923357664233577
1401,7,p_1,32,137,1096,0.029197080291970802
1402,7,p_10,27,183,1096,0.024635036496350366
1403,7,p_100,44,13,1096,0.040145985401459854
1404,7,p_101,26,188,1096,0.023722627737226276
1405,7,p_102,34,112,1096,0.03102189781021898
1406,7,p_103,36,84,1096,0.032846715328467155
1407,7,p_104,33,125,1096,0.030109489051094892
1408,7,p_105,42,22,1096,0.03832116788321168
1409,7,p_106,33,126,1096,0.030109489051094892
1410,7,p_107,33,127,1096,0.030109489051094892
1411,7,p_108,29,173,1096,0.02645985401459854
1412,7,p_109,45,10,1096,0.04105839416058394
1413,7,p_11,29,174,1096,0.02645985401459854
1414,7,p_110,33,128,1096,0.030109489051094892
1415,7,p_111,35,99,1096,0.03193430656934307
1416,7,p_112,35,100,1096,0.03193430656934307
1417,7,p_113,50,2,1096,0.04562043795620438
1418,7,p_114,32,138,1096,0.029197080291970802
1419,7,p_115,33,129,1096,0.030109489051094892
1420,7,p_116,35,101,1096,0.03193430656934307
1421,7,p_117,27,184,1096,0.024635036496350366
1422,7,p_118,33,130,1096,0.030109489051094892
1423,7,p_119,35,102,1096,0.03193430656934307
1424,7,p_12,31,147,1096,0.028284671532846715
1425,7,p_120,34,113,1096,0.03102189781021898
1426,7,p_121,28,179,1096,0.025547445255474453
1427,7,p_122,34,114,1096,0.03102189781021898
1428,7,p_123,44,14,1096,0.040145985401459854
1429,7,p_124,31,148,1096,0.028284671532846715
1430,7,p_125,41,32,1096,0.037408759124087594
1431,7,p_126,22,198,1096,0.020072992700729927
1432,7,p_127,25,191,1096,0.02281021897810219
1433,7,p_128,37,67,1096,0.03375912408759124
1434,7,p_129,37,68,1096,0.03375912408759124
1435,7,p_13,33,131,1096,0.030109489051094892
1436,7,p_130,31,149,1096,0.028284671532846715
1437,7,p_131,34,115,1096,0.03102189781021898
1438,7,p_132,39,45,1096,0.035583941605839414
1439,7,p_133,30,161,1096,0.02737226277372263
1440,7,p_134,44,15,1096,0.040145985401459854
1441,7,p_135,35,103,1096,0.03193430656934307
1442,7,p_136,36,85,1096,0.032846715328467155
1443,7,p_137,28,180,1096,0.025547445255474453
1444,7,p_138,34,116,1096,0.03102189781021898
1445,7,p_139,36,86,1096,0.032846715328467155
1446,7,p_14,41,33,1096,0.037408759124087594
1447,7,p_140,31,150,1096,0.028284671532846715
1448,7,p_141,35,104,1096,0.03193430656934307
1449,7,p_142,52,1,1096,0.04744525547445255
1450,7,p_143,37,69,1096,0.03375912408759124
1451,7,p_144,42,23,1096,0.03832116788321168
1452,7,p_145,39,46,1096,0.035583941605839414
1453,7,p_146,33,132,1096,0.030109489051094892
1454,7,p_147,26,189,1096,0.023722627737226276
1455,7,p_148,36,87,1096,0.032846715328467155
1456,7,p_149,28,181,1096,0.025547445255474453
1457,7,p_15,23,197,1096,0.020985401459854013
1458,7,p_150,39,47,1096,0.035583941605839414
1459,7,p_151,20,199,1096,0.01824817518248175
1460,7,p_152,31,151,1096,0.028284671532846715
1461,7,p_153,31,152,1096,0.028284671532846715
1462,7,p_154,34,117,1096,0.03102189781021898
1463,7,p_155,20,200,1096,0.01824817518248175
1464,7,p_156,29,175,1096,0.02645985401459854
1465,7,p_157,39,48,1096,0.035583941605839414
1466,7,p_158,30,162,1096,0.02737226277372263
1467,7,p_159,40,42,1096,0.0364963503649635
1468,7,p_16,45,11,1096,0.04105839416058394
1469,7,p_160,32,139,1096,0.029197080291970802
1470,7,p_161,36,88,1096,0.032846715328467155
1471,7,p_162,34,118,1096,0.03102189781021898
1472,7,p_163,33,133,1096,0.030109489051094892
1473,7,p_164,41,34,1096,0.037408759124087594
1474,7,p_165,30,163,1096,0.02737226277372263
1475,7,p_166,37,70,1096,0.03375912408759124
1476,7,p_167,36,89,1096,0.032846715328467155
1477,7,p_168,40,43,1096,0.0364963503649635
1478,7,p_169,42,24,1096,0.03832116788321168
1479,7,p_17,34,119,1096,0.03102189781021898
1480,7,p_170,42,25,1096,0.03832116788321168
1481,7,p_171,36,90,1096,0.032846715328467155
1482,7,p_172,41,35,1096,0.037408759124087594
1483,7,p_173,48,6,1096,0.043795620437956206
1484,7,p_174,32,140,1096,0.029197080291970802
1485,7,p_175,35,105,1096,0.03193430656934307
1486,7,p_176,33,134,1096,0.030109489051094892
1487,7,p_177,36,91,1096,0.032846715328467155
1488,7,p_178,37,71,1096,0.03375912408759124
1489,7,p_179,31,153,1096,0.028284671532846715
1490,7,p_18,35,106,1096,0.03193430656934307
1491,7,p_180,35,107,1096,0.03193430656934307
1492,7,p_181,38,58,1096,0.03467153284671533
1493,7,p_182,35,108,1096,0.03193430656934307
1494,7,p_183,37,72,1096,0.03375912408759124
1495,7,p_184,35,109,1096,0.03193430656934307
1496,7,p_185,39,49,1096,0.035583941605839414
1497,7,p_186,25,192,1096,0.02281021897810219
1498,7,p_187,38,59,1096,0.03467153284671533
1499,7,p_188,25,193,1096,0.02281021897810219
1500,7,p_189,36,92,1096,0.032846715328467155
1501,7,p_19,33,135,1096,0.030109489051094892
1502,7,p_190,25,194,1096,0.02281021897810219
1503,7,p_191,32,141,1096,0.029197080291970802
1504,7,p_192,38,60,1096,0.03467153284671533
1505,7,p_193,39,50,1096,0.035583941605839414
1506,7,p_194,42,26,1096,0.03832116788321168
1507,7,p_195,31,154,1096,0.028284671532846715
1508,7,p_196,41,36,1096,0.037408759124087594
1509,7,p_197,35,110,1096,0.03193430656934307
1510,7,p_198,38,61,1096,0.03467153284671533
1511,7,p_199,31,155,1096,0.028284671532846715
1512,7,p_2,34,120,1096,0.03102189781021898
1513,7,p_20,39,51,1096,0.035583941605839414
1514,7,p_21,36,93,1096,0.032846715328467155
1515,7,p_22,35,111,1096,0.03193430656934307
1516,7,p_23,37,73,1096,0.03375912408759124
1517,7,p_24,29,176,1096,0.02645985401459854
1518,7,p_25,36,94,1096,0.032846715328467155
1519,7,p_26,24,196,1096,0.021897810218978103
1520,7,p_27,31,156,1096,0.028284671532846715
1521,7,p_28,50,3,1096,0.04562043795620438
1522,7,p_29,34,121,1096,0.03102189781021898
1523,7,p_3,49,4,1096,0.04470802919708029
1524,7,p_30,43,17,1096,0.03923357664233577
1525,7,p_31,46,8,1096,0.041970802919708027
1526,7,p_32,38,62,1096,0.03467153284671533
1527,7,p_33,38,63,1096,0.03467153284671533
1528,7,p_34,30,164,1096,0.02737226277372263
1529,7,p_35,42,27,1096,0.03832116788321168
1530,7,p_36,37,74,1096,0.03375912408759124
1531,7,p_37,30,165,1096,0.02737226277372263
1532,7,p_38,41,37,1096,0.037408759124087594
1533,7,p_39,29,177,1096,0.02645985401459854
1534,7,p_4,38,64,1096,0.03467153284671533
1535,7,p_40,28,182,1096,0.025547445255474453
1536,7,p_41,32,142,1096,0.029197080291970802
1537,7,p_42,42,28,1096,0.03832116788321168
1538,7,p_43,37,75,1096,0.03375912408759124
1539,7,p_44,43,18,1096,0.03923357664233577
1540,7,p_45,32,143,1096,0.029197080291970802
1541,7,p_46,34,122,1096,0.03102189781021898
1542,7,p_47,34,123,1096,0.03102189781021898
1543,7,p_48,29,178,1096,0.02645985401459854
1544,7,p_49,42,29,1096,0.03832116788321168
1545,7,p_5,38,65,1096,0.03467153284671533
1546,7,p_50,37,76,1096,0.03375912408759124
1547,7,p_51,45,12,1096,0.04105839416058394
1548,7,p_52,27,185,1096,0.024635036496350366
1549,7,p_53,36,95,1096,0.032846715328467155
1550,7,p_54,38,66,1096,0.03467153284671533
1551,7,p_55,34,124,1096,0.03102189781021898
1552,7,p_56,41,38,1096,0.037408759124087594
1553,7,p_57,37,77,1096,0.03375912408759124
1554,7,p_58,49,5,1096,0.04470802919708029
1555,7,p_59,30,166,1096,0.02737226277372263
1556,7,p_6,43,19,1096,0.03923357664233577
1557,7,p_60,30,167,1096,0.02737226277372263
1558,7,p_61,39,52,1096,0.035583941605839414
1559,7,p_62,37,78,1096,0.03375912408759124
1560,7,p_63,42,30,1096,0.03832116788321168
1561,7,p_64,32,144,1096,0.029197080291970802
1562,7,p_65,31,157,1096,0.028284671532846715
1563,7,p_66,43,20,1096,0.03923357664233577
1564,7,p_67,27,186,1096,0.024635036496350366
1565,7,p_68,27,187,1096,0.024635036496350366
1566,7,p_69,39,53,1096,0.035583941605839414
1567,7,p_7,36,96,1096,0.032846715328467155
1568,7,p_70,37,79,1096,0.03375912408759124
1569,7,p_71,48,7,1096,0.043795620437956206
1570,7,p_72,32,145,1096,0.029197080291970802
1571,7,p_73,25,195,1096,0.02281021897810219
1572,7,p_74,39,54,1096,0.035583941605839414
1573,7,p_75,30,168,1096,0.02737226277372263
1574,7,p_76,39,55,1096,0.035583941605839414
1575,7,p_77,37,80,1096,0.03375912408759124
1576,7,p_78,30,169,1096,0.02737226277372263
1577,7,p_79,32,146,1096,0.029197080291970802
1578,7,p_8,40,44,1096,0.0364963503649635
1579,7,p_80,31,158,1096,0.028284671532846715
1580,7,p_81,31,159,1096,0.028284671532846715
1581,7,p_82,37,81,1096,0.03375912408759124
1582,7,p_83,37,82,1096,0.03375912408759124
1583,7,p_84,36,97,1096,0.032846715328467155
1584,7,p_85,42,31,1096,0.03832116788321168
1585,7,p_86,39,56,1096,0.035583941605839414
1586,7,p_87,31,160,1096,0.028284671532846715
1587,7,p_88,33,136,1096,0.030109489051094892
1588,7,p_89,41,39,1096,0.037408759124087594
1589,7,p_9,46,9,1096,0.041970802919708027
1590,7,p_90,36,98,1096,0.032846715328467155
1591,7,p_91,39,57,1096,0.035583941605839414
1592,7,p_92,37,83,1096,0.03375912408759124
1593,7,p_93,30,170,1096,0.02737226277372263
1594,7,p_94,30,171,1096,0.02737226277372263
1595,7,p_95,41,40,1096,0.037408759124087594
1596,7,p_96,26,190,1096,0.023722627737226276
1597,7,p_97,41,41,1096,0.037408759124087594
1598,7,p_98,43,21,1096,0.03923357664233577
1599,7,p_99,30,172,1096,0.02737226277372263
1600,8,p_0,118,145,3935,0.029987293519695046
1601,8,p_1,116,157,3935,0.029479034307496824
1602,8,p_10,125,93,3935,0.03176620076238882
1603,8,p_100,134,38,3935,0.03405336721728081
1604,8,p_101,122,119,3935,0.031003811944091488
1605,8,p_102,116,158,3935,0.029479034307496824
1606,8,p_103,115,167,3935,0.029224904701397714
1607,8,p_104,120,133,3935,0.030495552731893267
1608,8,p_105,113,178,3935,0.028716645489199492
1609,8,p_106,116,159,3935,0.029479034307496824
1610,8,p_107,141,12,3935,0.03583227445997459
1611,8,p_108,135,33,3935,0.03430749682337993
1612,8,p_109,141,13,3935,0.03583227445997459
1613,8,p_11,115,168,3935,0.029224904701397714
1614,8,p_110,144,6,3935,0.03659466327827192
1615,8,p_111,123,107,3935,0.0312579415501906
1616,8,p_112,119,138,3935,0.030241423125794156
1617,8,p_113,126,84,3935,0.03202033036848793
1618,8,p_114,143,8,3935,0.036340533672172805
1619,8,p_115,128,67,3935,0.03252858958068615
1620,8,p_116,117,152,3935,0.029733163913595935
1621,8,p_117,118,146,3935,0.029987293519695046
1622,8,p_118,107,195,3935,0.02719186785260483
1623,8,p_119,111,187,3935,0.02820838627700127
1624,8,p_12,131,54,3935,0.033290978398983484
1625,8,p_120,123,108,3935,0.0312579415501906
1626,8,p_121,120,134,3935,0.030495552731893267
1627,8,p_122,115,169,3935,0.029224904701397714
1628,8,p_123,110,189,3935,0.02795425667090216
1629,8,p_124,145,4,3935,0.036848792884371026
1630,8,p_125,140,17,3935,0.035578144853875476
1631,8,p_126,139,22,3935,0.03532401524777637
1632,8,p_127,122,120,3935,0.031003811944091488
1633,8,p_128,124,99,3935,0.031512071156289706
1634,8,p_129,135,34,3935,0.03430749682337993
1635,8,p_13,121,129,3935,0.030749682337992378
1636,8,p_130,130,58,3935,0.03303684879288437
1637,8,p_131,128,68,3935,0.03252858958068615
1638,8,p_132,139,23,3935,0.03532401524777637
1639,8,p_133,113,179,3935,0.028716645489199492
1640,8,p_134,126,85,3935,0.03202033036848793
1641,8,p_135,122,121,3935,0.031003811944091488
1642,8,p_136,122,122,3935,0.031003811944091488
1643,8,p_137,126,86,3935,0.03202033036848793
1644,8,p_138,141,14,3935,0.03583227445997459
1645,8,p_139,145,5,3935,0.036848792884371026
1646,8,p_14,136,31,3935,0.034561626429479034
1647,8,p_140,131,55,3935,0.033290978398983484
1648,8,p_141,129,62,3935,0.03278271918678526
1649,8,p_142,137,29,3935,0.03481575603557815
1650,8,p_143,124,100,3935,0.031512071156289706
1651,8,p_144,125,94,3935,0.03176620076238882
1652,8,p_145,134,39,3935,0.03405336721728081
1653,8,p_146,131,56,3935,0.033290978398983484
1654,8,p_147,116,160,3935,0.029479034307496824
1655,8,p_148,108,194,3935,0.02744599745870394
1656,8,p_149,126,87,3935,0.03202033036848793
1657,8,p_15,121,130,3935,0.030749682337992378
1658,8,p_150,109,192,3935,0.02770012706480305
1659,8,p_151,128,69,3935,0.03252858958068615
1660,8,p_152,118,147,3935,0.029987293519695046
1661,8,p_153,127,76,3935,0.03227445997458704
1662,8,p_154,133,50,3935,0.033799237611181705
1663,8,p_155,117,153,3935,0.029733163913595935
1664,8,p_156,125,95,3935,0.03176620076238882
1665,8,p_157,138,26,3935,0.035069885641677255
1666,8,p_158,124,101,3935,0.031512071156289706
1667,8,p_159,116,161,3935,0.029479034307496824
1668,8,p_16,125,96,3935,0.03176620076238882
1669,8,p_160,122,123,3935,0.031003811944091488
1670,8,p_161,105,198,3935,0.026683608640406607
1671,8,p_162,116,162,3935,0.029479034307496824
1672,8,p_163,134,40,3935,0.03405336721728081
1673,8,p_164,113,180,3935,0.028716645489199492
1674,8,p_165,134,41,3935,0.03405336721728081
1675,8,p_166,129,63,3935,0.03278271918678526
1676,8,p_167,135,35,3935,0.03430749682337993
1677,8,p_168,132,52,3935,0.03354510800508259
1678,8,p_169,129,64,3935,0.03278271918678526
1679,8,p_17,129,65,3935,0.03278271918678526
1680,8,p_170,105,199,3935,0.026683608640406607
1681,8,p_171,126,88,3935,0.03202033036848793
1682,8,p_172,134,42,3935,0.03405336721728081
1683,8,p_173,134,43,3935,0.03405336721728081
1684,8,p_174,113,181,3935,0.028716645489199492
1685,8,p_175,131,57,3935,0.033290978398983484
1686,8,p_176,117,154,3935,0.029733163913595935
1687,8,p_177,138,27,3935,0.035069885641677255
1688,8,p_178,124,102,3935,0.031512071156289706
1689,8,p_179,123,109,3935,0.0312579415501906
1690,8,p_18,128,70,3935,0.03252858958068615
1691,8,p_180,134,44,3935,0.03405336721728081
1692,8,p_181,128,71,3935,0.03252858958068615
1693,8,p_182,130,59,3935,0.03303684879288437
1694,8,p_183,121,131,3935,0.030749682337992378
1695,8,p_184,130,60,3935,0.03303684879288437
1696,8,p_185,127,77,3935,0.03227445997458704
1697,8,p_186,115,170,3935,0.029224904701397714
1698,8,p_187,120,135,3935,0.030495552731893267
1699,8,p_188,113,182,3935,0.028716645489199492
1700,8,p_189,112,185,3935,0.028462515883100382
1701,8,p_19,116,163,3935,0.029479034307496824
1702,8,p_190,148,3,3935,0.03761118170266836
1703,8,p_191,123,110,3935,0.0312579415501906
1704,8,p_192,116,164,3935,0.029479034307496824
1705,8,p_193,122,124,3935,0.031003811944091488
1706,8,p_194,119,139,3935,0.030241423125794156
1707,8,p_195,126,89,3935,0.03202033036848793
1708,8,p_196,121,132,3935,0.030749682337992378
1709,8,p_197,122,125,3935,0.031003811944091488
1710,8,p_198,115,171,3935,0.029224904701397714
1711,8,p_199,111,188,3935,0.02820838627700127
1712,8,p_2,123,111,3935,0.0312579415501906
1713,8,p_20,137,30,3935,0.03481575603557815
1714,8,p_21,124,103,3935,0.031512071156289706
1715,8,p_22,128,72,3935,0.03252858958068615
1716,8,p_23,124,104,3935,0.031512071156289706
1717,8,p_24,118,148,3935,0.029987293519695046
1718,8,p_25,141,15,3935,0.03583227445997459
1719,8,p_26,117,155,3935,0.029733163913595935
1720,8,p_27,109,193,3935,0.02770012706480305
1721,8,p_28,114,175,3935,0.028970775095298603
1722,8,p_29,122,126,3935,0.031003811944091488
1723,8,p_3,143,9,3935,0.036340533672172805
1724,8,p_30,118,149,3935,0.029987293519695046
1725,8,p_31,136,32,3935,0.034561626429479034
1726,8,p_32,123,112,3935,0.0312579415501906
1727,8,p_33,119,140,3935,0.030241423125794156
1728,8,p_34,123,113,3935,0.0312579415501906
1729,8,p_35,110,190,3935,0.02795425667090216
1730,8,p_36,116,165,3935,0.029479034307496824
1731,8,p_37,110,191,3935,0.02795425667090216
1732,8,p_38,127,78,3935,0.03227445997458704
1733,8,p_39,140,18,3935,0.035578144853875476
1734,8,p_4,112,186,3935,0.028462515883100382
1735,8,p_40,106,197,3935,0.026937738246505718
1736,8,p_41,119,141,3935,0.030241423125794156
1737,8,p_42,125,97,3935,0.03176620076238882
1738,8,p_43,129,66,3935,0.03278271918678526
1739,8,p_44,123,114,3935,0.0312579415501906
1740,8,p_45,115,172,3935,0.029224904701397714
1741,8,p_46,114,176,3935,0.028970775095298603
1742,8,p_47,114,177,3935,0.028970775095298603
1743,8,p_48,140,19,3935,0.035578144853875476
1744,8,p_49,113,183,3935,0.028716645489199492
1745,8,p_5,123,115,3935,0.0312579415501906
1746,8,p_50,127,79,3935,0.03227445997458704
1747,8,p_51,130,61,3935,0.03303684879288437
1748,8,p_52,142,10,3935,0.0360864040660737
1749,8,p_53,132,53,3935,0.03354510800508259
1750,8,p_54,124,105,3935,0.031512071156289706
1751,8,p_55,134,45,3935,0.03405336721728081
1752,8,p_56,139,24,3935,0.03532401524777637
1753,8,p_57,118,150,3935,0.029987293519695046
1754,8,p_58,123,116,3935,0.0312579415501906
1755,8,p_59,156,2,3935,0.03964421855146125
1756,8,p_6,120,136,3935,0.030495552731893267
1757,8,p_60,119,142,3935,0.030241423125794156
1758,8,p_61,122,127,3935,0.031003811944091488
1759,8,p_62,140,20,3935,0.035578144853875476
1760,8,p_63,123,117,3935,0.0312579415501906
1761,8,p_64,127,80,3935,0.03227445997458704
1762,8,p_65,123,118,3935,0.0312579415501906
1763,8,p_66,126,90,3935,0.03202033036848793
1764,8,p_67,126,91,3935,0.03202033036848793
1765,8,p_68,128,73,3935,0.03252858958068615
1766,8,p_69,135,36,3935,0.03430749682337993
1767,8,p_7,134,46,3935,0.03405336721728081
1768,8,p_70,161,1,3935,0.040914866581956796
1769,8,p_71,134,47,3935,0.03405336721728081
1770,8,p_72,127,81,3935,0.03227445997458704
1771,8,p_73,127,82,3935,0.03227445997458704
1772,8,p_74,128,74,3935,0.03252858958068615
1773,8,p_75,107,196,3935,0.02719186785260483
1774,8,p_76,126,92,3935,0.03202033036848793
1775,8,p_77,133,51,3935,0.033799237611181705
1776,8,p_78,118,151,3935,0.029987293519695046
1777,8,p_79,122,128,3935,0.031003811944091488
1778,8,p_8,141,16,3935,0.03583227445997459
1779,8,p_80,124,106,3935,0.031512071156289706
1780,8,p_81,103,200,3935,0.026175349428208386
1781,8,p_82,115,173,3935,0.029224904701397714
1782,8,p_83,128,75,3935,0.03252858958068615
1783,8,p_84,142,11,3935,0.0360864040660737
1784,8,p_85,139,25,3935,0.03532401524777637
1785,8,p_86,117,156,3935,0.029733163913595935
1786,8,p_87,125,98,3935,0.03176620076238882
1787,8,p_88,144,7,3935,0.03659466327827192
1788,8,p_89,119,143,3935,0.030241423125794156
1789,8,p_9,113,184,3935,0.028716645489199492
1790,8,p_90,120,137,3935,0.030495552731893267
1791,8,p_91,134,48,3935,0.03405336721728081
1792,8,p_92,135,37,3935,0.03430749682337993
1793,8,p_93,116,166,3935,0.029479034307496824
1794,8,p_94,140,21,3935,0.035578144853875476
1795,8,p_95,138,28,3935,0.035069885641677255
1796,8,p_96,134,49,3935,0.03405336721728081
1797,8,p_97,127,83,3935,0.03227445997458704
1798,8,p_98,119,144,3935,0.030241423125794156
1799,8,p_99,115,174,3935,0.029224904701397714
1800,9,p_0,274,62,8507,0.03220876924885389
1801,9,p_1,276,54,8507,0.032443869754319975
1802,9,p_10,245,182,8507,0.028799811919595627
1803,9,p_100,259,135,8507,0.030445515457858233
1804,9,p_101,282,35,8507,0.03314917127071823
1805,9,p_102,253,163,8507,0.029740213941459974
1806,9,p_103,295,8,8507,0.03467732455624779
1807,9,p_104,274,63,8507,0.03220876924885389
1808,9,p_105,243,186,8507,0.02856471141412954
1809,9,p_106,260,126,8507,0.030563065710591277
1810,9,p_107,249,176,8507,0.029270012930527802
1811,9,p_108,282,36,8507,0.03314917127071823
1812,9,p_109,263,112,8507,0.03091571646879041
1813,9,p_11,263,113,8507,0.03091571646879041
1814,9,p_110,256,143,8507,0.030092864699659105
1815,9,p_111,300,3,8507,0.03526507581991301
1816,9,p_112,261,121,8507,0.03068061596332432
1817,9,p_113,284,26,8507,0.03338427177618432
1818,9,p_114,269,89,8507,0.03162101798518867
1819,9,p_115,234,196,8507,0.02750675913953215
1820,9,p_116,283,32,8507,0.033266721523451274
1821,9,p_117,243,187,8507,0.02856471141412954
1822,9,p_118,266,98,8507,0.03126836722698954
1823,9,p_119,247,179,8507,0.029034912425061715
1824,9,p_12,258,139,8507,0.03032796520512519
1825,9,p_120,295,9,8507,0.03467732455624779
1826,9,p_121,286,18,8507,0.033619372281650406
1827,9,p_122,298,4,8507,0.035029975314446925
1828,9,p_123,280,42,8507,0.03291407076525214
1829,9,p_124,253,164,8507,0.029740213941459974
1830,9,p_125,242,189,8507,0.028447161161396495
1831,9,p_126,258,140,8507,0.03032796520512519
1832,9,p_127,278,50,8507,0.032678970259786055
1833,9,p_128,259,136,8507,0.030445515457858233
1834,9,p_129,279,48,8507,0.0327965205125191
1835,9,p_13,270,82,8507,0.03173856823792171
1836,9,p_130,262,117,8507,0.030798166216057365
