f_anomaly,m_anomaly,monetary_diff,frequency_diff,f_dec_inc,m_dec_inc,naming
significant decrease,significant increase,2.648106823222953,253.41071428571428,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-0.7168650744270089,258.23809523809524,increase,decrease,"Frequency; decrease, Monetary ; decrease"
nomal decrease/increase,significant increase,5.239624605054679,322.60555555555555,increase,increase,"Frequency; no change, Monetary ; increase"
significant decrease,significant increase,2.808194937081577,240.52380952380952,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant increase,12.924959577818722,332.5777777777778,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-3.9119376554091545,208.07142857142858,increase,decrease,"Frequency; decrease, Monetary ; decrease"
nomal decrease/increase,significant decrease,-4.81848276138307,328.64285714285717,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant decrease,significant decrease,-10.013660306905717,290.5333333333333,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-9.410775030453987,286.7416666666667,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,3.135437865235975,361.64761904761906,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-1.5017924983756714,346.1380952380953,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,7.590362008214029,288.35357142857146,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-15.018417999425107,283.16666666666663,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,21.9085899774517,357.2142857142857,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-0.6684159141778956,200.83928571428572,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,12.439706872478137,334.7857142857143,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-3.356726860063411,242.88571428571427,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,nomal decrease/increase,0.8920375954253359,269.5374149659864,increase,increase,"Frequency; decrease, Monetary ; no change"
significant increase,significant decrease,-10.254735671455666,363.05,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,4.159464567786181,409.8333333333333,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,6.94655696913599,409.95,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-2.469962603683978,242.3047619047619,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,5.270747493475682,307.8,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant increase,1.9629587010418632,528.25,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,6.189328302567205,376.25,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant increase,2.1965260693005106,256.7142857142857,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant increase,4.873385374546039,333.0,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,2.3382527287801054,339.8833333333333,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-8.312480310052617,179.47857142857143,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-4.5089429041104765,358.04761904761904,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-4.176208630284652,238.08134920634922,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-3.7348799014886254,274.16666666666663,increase,decrease,"Frequency; decrease, Monetary ; decrease"
nomal decrease/increase,significant increase,5.591677182912839,324.31547619047615,increase,increase,"Frequency; no change, Monetary ; increase"
significant increase,significant increase,6.4880826342957185,331.30952380952385,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-4.718397512634596,389.6333333333333,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-12.145382858299556,218.24074074074073,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,nomal decrease/increase,0.43351216877053744,175.63636363636363,increase,increase,"Frequency; decrease, Monetary ; no change"
significant increase,significant increase,9.817540213118026,341.6,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-17.939571530544583,314.8492063492064,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-15.158820254313092,285.30952380952385,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-1.8061160600185389,194.8148148148148,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,8.655074108242978,218.57142857142858,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-17.238064323152813,148.30952380952382,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,6.823124324753877,417.25,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-8.596210034489623,283.65714285714284,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,7.906638146378107,224.57589285714286,increase,increase,"Frequency; decrease, Monetary ; increase"
nomal decrease/increase,significant decrease,-4.1692627748350155,318.00555555555553,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant decrease,significant increase,7.999899864196763,296.9613095238095,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-2.6844912846883204,409.9,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,1.1400925547735987,303.68367346938777,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,2.544086658202481,216.73809523809524,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,2.350983233243216,269.43333333333334,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,4.6968629449109365,257.5777777777778,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,9.9255769438474,234.04761904761904,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,2.2724360699313095,216.32857142857142,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-5.286514411505426,406.93333333333334,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,nomal decrease/increase,-0.0731465557749793,441.0238095238095,increase,decrease,"Frequency; increase, Monetary ; no change"
significant decrease,significant increase,1.824485703988767,304.69642857142856,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-4.8027358511289115,285.9690476190476,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-11.540797014713284,219.6,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-5.813656914607648,391.76190476190476,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-6.432731432964381,296.17777777777775,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-2.5616628477308474,264.1333333333333,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,12.458060094689323,347.00555555555553,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-4.622606600999838,207.20000000000002,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,1.2444468144327487,291.4142857142857,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-2.0323615003522377,338.54761904761904,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,6.393812008959554,421.4916666666667,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-4.636282732486734,309.99350649350646,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-1.0353277336060813,306.1928571428572,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-13.192812047402064,413.73333333333335,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-4.902849941778737,315.61904761904765,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-4.880654973596325,236.35357142857143,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,1.2902644889180763,386.7416666666667,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,nomal decrease/increase,0.20558921395078755,220.90833333333333,increase,increase,"Frequency; decrease, Monetary ; no change"
nomal decrease/increase,significant decrease,-11.747024547199416,322.33333333333337,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant increase,significant increase,12.86570824665682,455.82380952380953,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-0.40762309948604525,466.2,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,4.776764871279397,238.83333333333331,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-4.989681097702565,178.07142857142858,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-8.43912928074598,444.1,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-0.2833171877637213,221.89880952380952,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,18.013685288995493,209.66666666666666,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-9.540032587051403,410.8333333333333,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,9.08420751441803,289.73809523809524,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-9.563689808994543,191.80714285714285,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,16.804376881172242,370.40555555555557,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,nomal decrease/increase,0.871983551457518,387.6333333333333,increase,increase,"Frequency; increase, Monetary ; no change"
significant decrease,significant decrease,-5.983244470052192,223.9647435897436,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,1.8035036498804935,441.8333333333333,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant increase,9.355944364567598,254.71726190476193,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-1.964059062074206,148.25,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-1.998940386261257,345.4166666666667,increase,decrease,"Frequency; increase, Monetary ; decrease"
nomal decrease/increase,significant decrease,-10.915079721576646,325.51111111111106,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant decrease,significant decrease,-2.281457666754733,274.8583333333333,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-0.6654050007888515,298.5918367346939,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,8.200087810866545,362.5833333333333,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant increase,12.945595788980523,309.1333333333333,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,20.789423835966723,221.33928571428572,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,3.472085041701824,303.05102040816325,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-0.884332456648341,91.77777777777777,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,11.036895879592219,396.83333333333337,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant increase,4.230894095957257,201.85555555555555,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,2.148700572848316,184.09523809523807,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant increase,11.84708713094394,332.7333333333333,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-7.752027627100556,410.77777777777777,increase,decrease,"Frequency; increase, Monetary ; decrease"
nomal decrease/increase,significant decrease,-6.968983997276851,318.80952380952385,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant decrease,significant decrease,-13.633137946629112,232.10714285714286,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-5.279802254438401,359.9666666666667,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,3.1725297904014624,362.05555555555554,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-10.803434705138208,295.33482142857144,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,6.273194669175233,221.46428571428572,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-10.858929289362095,249.70416666666665,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,5.959932171503706,385.77777777777777,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant increase,13.463674585769564,304.375,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-1.7945313700040444,288.212962962963,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-5.585726470708188,332.9835164835165,increase,decrease,"Frequency; increase, Monetary ; decrease"
nomal decrease/increase,significant increase,13.335564849098553,316.8333333333333,increase,increase,"Frequency; no change, Monetary ; increase"
significant increase,significant increase,3.4738953755583104,351.95238095238096,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,9.44084233979029,430.54761904761904,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,nomal decrease/increase,-0.15675106301905117,231.36666666666667,increase,decrease,"Frequency; decrease, Monetary ; no change"
significant decrease,significant increase,6.466107753349661,209.375,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-7.252219718197974,353.3333333333333,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-1.0489495322190798,226.33333333333334,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,5.226273691637168,278.4095238095238,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant increase,1.2216288934648105,407.4583333333333,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-4.945698478053021,294.6,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,12.036267430633313,344.1333333333333,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-6.321756043086456,375.51111111111106,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant decrease,-5.780626346965626,424.1,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,12.187308774441473,280.2857142857143,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-4.3756908608298986,301.80952380952385,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,7.1735145908268905,190.6090909090909,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,9.428916303664451,309.54761904761904,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,13.604477391093955,290.8916666666667,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,7.283497509615756,267.18367346938777,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-5.777922909533004,355.57142857142856,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-3.4894241224186757,288.4714285714286,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,nomal decrease/increase,-0.18840619422493887,285.57142857142856,increase,decrease,"Frequency; decrease, Monetary ; no change"
significant decrease,significant decrease,-8.966907400261807,273.35714285714283,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,nomal decrease/increase,0.9660377568006631,300.24702380952385,increase,increase,"Frequency; decrease, Monetary ; no change"
significant increase,nomal decrease/increase,0.2828518042961825,401.3,increase,increase,"Frequency; increase, Monetary ; no change"
significant increase,significant decrease,-1.5353435357340715,345.69047619047615,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,7.053068994361723,265.66666666666663,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-5.271413092613223,298.07142857142856,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,20.658634228834096,331.82993197278915,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant increase,12.326841282801979,296.4142857142857,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,8.156283429233085,306.45238095238096,increase,increase,"Frequency; decrease, Monetary ; increase"
nomal decrease/increase,significant decrease,-9.601245076830192,316.7857142857143,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant increase,significant decrease,-8.525124283305235,356.0416666666667,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-6.379795452782087,229.69047619047618,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,12.037767553826168,357.22222222222223,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-6.621836176303525,341.7416666666667,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant decrease,-2.8239848895867574,333.77777777777777,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,9.56063972964883,383.6944444444444,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,nomal decrease/increase,0.8601805767044581,399.1333333333333,increase,increase,"Frequency; increase, Monetary ; no change"
significant decrease,significant increase,6.856611450394951,218.34920634920636,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-0.8303686631388132,220.625,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,3.6013966520710063,197.09375,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,7.81040267023776,303.68055555555554,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,nomal decrease/increase,0.40286780118467647,105.99145299145299,increase,increase,"Frequency; decrease, Monetary ; no change"
significant decrease,significant decrease,-0.7145565214753304,238.76666666666665,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,9.776858118951328,222.61111111111111,increase,increase,"Frequency; decrease, Monetary ; increase"
nomal decrease/increase,significant increase,1.2470375916858423,326.3,increase,increase,"Frequency; no change, Monetary ; increase"
significant decrease,significant decrease,-16.020571350355937,239.33333333333334,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-7.746608020696385,422.2962962962963,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-3.40326511692545,306.53846153846155,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-15.353499199251331,441.6888888888889,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-2.3859439140558543,180.88194444444446,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-13.850040077765787,232.98333333333335,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,6.2517111175010704,331.05833333333334,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,nomal decrease/increase,0.9981924339862935,279.0,increase,increase,"Frequency; decrease, Monetary ; no change"
significant increase,significant decrease,-6.320987266827199,380.0571428571428,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,17.598949366649006,383.2,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant increase,3.27154665082692,258.69166666666666,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant increase,9.167019653256467,360.82993197278915,increase,increase,"Frequency; increase, Monetary ; increase"
nomal decrease/increase,significant increase,1.2707097651561057,320.7333333333333,increase,increase,"Frequency; no change, Monetary ; increase"
significant decrease,significant decrease,-2.895510556048581,264.40476190476187,increase,decrease,"Frequency; decrease, Monetary ; decrease"
nomal decrease/increase,significant decrease,-0.5056005704899711,328.5777777777778,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant increase,significant decrease,-12.591889459873958,349.8333333333333,increase,decrease,"Frequency; increase, Monetary ; decrease"
nomal decrease/increase,significant increase,1.6636583220532692,327.8809523809524,increase,increase,"Frequency; no change, Monetary ; increase"
nomal decrease/increase,significant increase,1.177124297695837,325.2820512820513,increase,increase,"Frequency; no change, Monetary ; increase"
significant decrease,significant increase,13.83679668729432,315.92857142857144,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant increase,7.1161795573432975,396.2,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant increase,2.7448194374640806,275.0333333333333,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,4.8784283387660885,297.025,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,3.652555103301996,306.8611111111111,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-13.480748381822849,229.64814814814815,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-10.468173760364461,278.56666666666666,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,10.751787427080188,223.61666666666665,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-6.347003761678923,413.17777777777775,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,8.699363367954874,343.14444444444445,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-1.3415240945631588,408.0238095238095,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,2.6648537176847427,240.48888888888888,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-9.360312327597835,284.6380952380953,increase,decrease,"Frequency; decrease, Monetary ; decrease"
nomal decrease/increase,significant decrease,-3.3085250075800055,318.5204081632653,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant decrease,significant decrease,-5.998125437423585,256.5,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-3.211589565500617,347.1583333333333,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-7.124958361883966,258.09523809523813,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-1.1560967580974015,338.5833333333333,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,6.815581652373062,256.8916666666667,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-4.641646256844201,254.66111111111113,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-7.3419030125935905,241.38333333333335,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,3.3739598457515285,211.17857142857142,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,nomal decrease/increase,0.5192759370094322,254.99007936507937,increase,increase,"Frequency; decrease, Monetary ; no change"
nomal decrease/increase,significant decrease,-2.2438545602844044,329.4761904761905,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant decrease,significant increase,24.150809886169917,292.575,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-0.9721530057134906,234.54761904761904,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,4.989392613867913,201.93333333333334,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,3.414721916268263,225.96666666666667,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-7.208259701728821,290.79761904761904,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-12.197554419147117,367.30952380952385,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-12.753900414481759,270.56666666666666,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,3.836749874990087,224.62272727272727,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,8.43592428430913,228.83333333333334,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-2.068110717024119,378.3333333333333,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,3.1781762483715887,309.27777777777777,increase,increase,"Frequency; decrease, Monetary ; increase"
nomal decrease/increase,significant decrease,-1.9930258068442441,318.18571428571425,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant increase,nomal decrease/increase,0.6955775340397992,364.64761904761906,increase,increase,"Frequency; increase, Monetary ; no change"
significant increase,significant decrease,-2.3461655725751633,397.1380952380953,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-17.253635812359207,302.35034013605446,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-13.465565171652372,213.66944444444445,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,5.842161644647529,378.0888888888889,increase,increase,"Frequency; increase, Monetary ; increase"
nomal decrease/increase,significant decrease,-7.895259331862128,325.2333333333333,increase,decrease,"Frequency; no change, Monetary ; decrease"
nomal decrease/increase,significant increase,3.2414689184654044,328.8095238095238,increase,increase,"Frequency; no change, Monetary ; increase"
significant increase,significant decrease,-1.4669322104876272,356.775,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,7.474231832110213,259.11574074074076,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,2.7756807888919823,235.0,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-5.145638596216827,237.56666666666666,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,8.766323244472336,241.96296296296296,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,4.125414408104756,240.51190476190476,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,1.2888638820648097,228.57777777777778,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-1.311376368741179,265.8333333333333,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-3.538283277352665,299.2,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-0.9028063128143593,333.11904761904765,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-1.6471103461118908,203.26302003081665,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-6.694575429958519,247.9206349206349,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-1.8420341805617078,371.27777777777777,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,5.053954853194099,289.74285714285713,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-3.7464945916707215,253.69166666666666,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,4.884550283755978,219.52058111380146,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,11.490306349363586,306.09722222222223,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-8.902153029764687,374.575,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,12.476453423917306,223.2511111111111,increase,increase,"Frequency; decrease, Monetary ; increase"
nomal decrease/increase,significant increase,11.403747010094595,328.6642857142857,increase,increase,"Frequency; no change, Monetary ; increase"
significant decrease,significant increase,8.198785936713229,246.04285714285714,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-14.051652211050197,364.43333333333334,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-8.499497148394592,309.8333333333333,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-25.78622398617013,295.4166666666667,increase,decrease,"Frequency; decrease, Monetary ; decrease"
nomal decrease/increase,significant decrease,-4.556893262352244,321.5170068027211,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant decrease,significant increase,11.400553449491696,280.43333333333334,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-16.42065839693255,293.68939393939394,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-16.983973871895238,342.0357142857143,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,nomal decrease/increase,0.22962094013506373,219.66346153846155,increase,increase,"Frequency; decrease, Monetary ; no change"
significant increase,significant increase,12.206137938102103,402.65,increase,increase,"Frequency; increase, Monetary ; increase"
